"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"2836","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.006,56.599,0.113,0.08,1.023,38.866,0.045,0.031,0,0.429,0.0126,0.33,0.022,0,0.036,0,0,0,0,0.12,0,0,"PEROVSKITE"
"2837","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.034,55.385,0.178,0.12,1.301,38.233,0.013,0.024,0.037,0.404,0,0.19,0.153,0.00566666666666667,0.023,0,0,0,0,0,0,0,"PEROVSKITE"
"2838","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.027,54.921,0.205,0.342,1.437,39.478,0.028,0,0.064,0.258,0.0211,0.19,0.261,0.00566666666666667,0.107,0,0,0,0,0,0,0,"PEROVSKITE"
"2839","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.022,54.708,0.179,0.52,1.113,39.046,0.004,0,0.033,0.293,0.0367,0.33,0,0,0.004,0,0,0.18,0,0.25,0,0,"PEROVSKITE"
"2840","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.022,54.575,0.165,0.43,0.949,39.007,0.004,0,0.022,0.268,0.0329,0.19,0,0.003,0.004,0,0,0,0,0,0,0,"PEROVSKITE"
"2841","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.523,54.421,0.305,0.02,1.792,38.54,0.06,0.009,0.476,0.33,0.2,0.19,0.171,0,0,0,0,0,0,0,0,0.046,"PEROVSKITE"
"2842","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.058,55.709,0.191,0.422,1.482,39.519,0.018,0.036,0.244,0.172,0.05,0.42,0.19,0.00566666666666667,0,0,0,0,0,0,0,0,"PEROVSKITE"
"2843","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.021,54.428,0.177,0.19,1.054,39.135,0,0.014,0.02,0.361,0.0318,0.19,0,0,0,0,0,0,0,0.25,0,0,"PEROVSKITE"
"2844","[22715] SHAIKH A. M. (2019)","samp. P13","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / ANANTAPUR DISTRICT / WAJRAKARUR-LATTAVARAM CLUSTER","P13 INTRUSION",14.8417,14.8417,77.3019,77.3019,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.017,53.87,0.188,0.05,1.108,37.481,0.038,0,0.023,0.474,0.0258,0.42,0.007,0,0.038,0,0,0,0,0.12,0,0.064,"PEROVSKITE"
"2845","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.068,53.459,0.043,0.03,0.998,33.139,0.015,0,0.131,1.56,0.02,0.42,0.043,0.00566666666666667,0,0,0,0.11,0,0,0,0.025,"PEROVSKITE"
"2846","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.066,52.452,0.029,0.04,0.96,32.087,0.016,0.029,0.093,1.638,0.03,0.42,0.193,0,0,0,0,0,0,0,0,0,"PEROVSKITE"
"2847","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.171,52.703,0.079,0.63,1.819,36.255,0.038,0,0.09,0.709,0.0125,0.19,0.071,0,0,0,0,0.14,0,0.25,0,0.072,"PEROVSKITE"
"2848","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.146,50.949,0.15,3.98,2.524,35.291,0.022,0,0.072,0.525,0.0247,0.42,0.045,0.003,0,0,0,1.889767,0,0,0,0.301,"PEROVSKITE"
"2849","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.035,54.036,0.05,0.468333333333333,1.108,32.565,0,0.011,0.381,1.68,0.2,0.42,0.099,0.003,0.023,0,0,0,0,0,0,0.03,"PEROVSKITE"
"2850","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.487,52.958,0.284,0.03,1.447,31.932,0.054,0,0.148,1.772,0.0329,0.42,0.05,0.00566666666666667,0,0,0,0.11,0,0,0,0.033,"PEROVSKITE"
"2851","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.294,52.46,0.232,0.0637,1.134,33.084,0.116,0,0.156,1.406,0,0.42,0.045,0.003,0,0,0,0,0,0.25,0,0.101,"PEROVSKITE"
"2852","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.081,54.894,0.031,0.17,0.586,35.115,0.001,0,0.054,1.161,0.05,0.42,0.102,0,0,0,0,0,0,0,0,0,"PEROVSKITE"
"2853","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.082,55.524,0.015,0.43,0.482,36.378,0,0,0.097,1.135,0.1,0.42,0.177,0,0,0,0,0.14,0,0,0,0,"PEROVSKITE"
"2854","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.25,54.002,0.036,0.089,1.054,33.007,0,0,0.046,1.742,0.0269,0.33,0.195,0,0,0,0,0,0,0,0,0,"PEROVSKITE"
"2855","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.411,52.991,0.091,0.273,1.551,33.511,0,0,0.066,1.415,0.0216,0.33,0.106,0.00566666666666667,0.011,0,0,0.11,0,0,0,0,"PEROVSKITE"
"2856","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.584,52.385,0.089,0.48,1.839,32.79,0,0,0.092,1.593,0.2,0.33,0.087,0.003,0,0,0,0,0,0,0,0.01,"PEROVSKITE"
"2857","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.53,51.861,0.107,0.69,1.988,32.012,0,0,0.079,1.66,0.08,0.33,0.046,0.00566666666666667,0,0,0,0,0,0,0,0.01,"PEROVSKITE"
"2858","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.513,52.339,0.084,0.59,1.856,32.045,0,0,0.066,1.748,0.034,0.19,0.17,0,0.011,0,0,0,0,0.25,0,0.085,"PEROVSKITE"
"2859","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.177,55.438,0.073,0.002,0.526,34.605,0,0,0.077,1.561,0.19,0.42,0.184,0,0,0,0,0,0,0,0,0.081,"PEROVSKITE"
"2860","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.103,55.379,0.043,0.1081,0.598,36.091,0,0,0.108,1.114,0.05,0.19,0.134,0.00566666666666667,0,0,0,0.14,0,0,0,0,"PEROVSKITE"
"2861","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.336,55.716,0.06,0.1,0.524,36.198,0.061,0,0.133,1.376,0.1849,0.19,0.224,0.003,0.054,0,0,1.889767,0,0.12,0,0.066,"PEROVSKITE"
"2862","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.123,54.238,0.083,0.215,1.14,33.119,0.014,0,0.148,1.555,0.034,0.33,0.071,0.003,0.094,0,0,0,0,0,0,0.077,"PEROVSKITE"
"2863","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.008,54.641,0.034,0.04,1.194,32.955,0,0.024,0.148,1.604,0.0258,0.19,0.054,0.00566666666666667,0.07,0,0,0,0,0,0,0.03,"PEROVSKITE"
"2864","[22715] SHAIKH A. M. (2019)","samp. KODOMALI","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHEASTERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / KODOMALI KIMBERLITE","KODOMALI",20.1883,20.1883,82.2406,82.2406,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.026,54.151,0.011,0.0634,0.947,32.787,0,0,0.11,1.733,0.02,0.33,0.063,0.003,0.04,0,0,0,0,0.25,0,0.058,"PEROVSKITE"
"2865","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.034,51.611,0.153,0.61,2.18,36.154,0.037,0,0.1,0.629,0.0748666666666667,0.42,0,0.003,0,0,0,0,0,0,0,0.2739,"PEROVSKITE"
"2866","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.021,51.621,0.081,0.69,2.101,36.067,0.047,0,0.088,0.598,0.0512857142857143,0.42,0.184,0.00566666666666667,0,0,0,0.11,0,0,0,0.1677,"PEROVSKITE"
"2867","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.06,51.019,0.114,0.52,2.139,36.345,0.024,0,0.108,0.496,0,0.33,0,0.003,0,0,0,0,0,0.25,0,0.076,"PEROVSKITE"
"2868","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.041,52.208,0.11,0.58,2.186,36.22,0.035,0,0.12,0.543,0.07,0.42,0.299,0,0,0,0,0,0,0,0,0.202,"PEROVSKITE"
"2869","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.064,52.973,0.088,0.15,2.146,36.501,0.028,0,0.151,0.424,0.12,0.33,0.291,0.00566666666666667,0,0,0,0.04,0,0,0,0.12,"PEROVSKITE"
"2870","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.498,49.068,0.204,0.05,2.847,36.144,0.175,0.005,0.156,0.451,0.0383636363636364,0.19,0.032,0,0,0,0,0,0,0,0,0.407,"PEROVSKITE"
"2871","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.061,50.67,0.087,0.86,2.338,35.221,0.036,0,0.136,0.631,0.07,0.42,0,0.003,0,0,0,0,0,0,0,0.363,"PEROVSKITE"
"2872","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.056,51.324,0.118,0.5,2.399,36.319,0.039,0,0.108,0.496,0,0.19,0.105,0,0,0,0,0,0,0.25,0,0.103,"PEROVSKITE"
"2873","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.076,52.203,0.124,2e-04,2.064,36.546,0.05,0,0.122,0.416,0.0383636363636364,0.33,0.17,0,0,0,0,0,0,0,0,0.132,"PEROVSKITE"
"2874","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.05,51.744,0.185,0.0957,2.276,36.42,0.054,0,0.05,0.449,0.0247,0.33,0.221,0.00566666666666667,0,0,0,0.11,0,0,0,0.221,"PEROVSKITE"
"2875","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.205,50.595,0.263,0.03,2.244,36.08,0.055,0,0.32,0.464,0.63,0.33,0.112,0.003,0,0,0,0,0,0,0,0.173,"PEROVSKITE"
"2876","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.135,51.452,0.194,0.43,2.23,36.414,0.05,0,0.193,0.39,0.06,0.42,0.017,0,0,0,0,0,0,0.25,0,0.202,"PEROVSKITE"
"2877","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.068,52.387,0.096,0.8,2.031,36.327,0.035,0,0.069,0.543,0.0269,0.33,0.214,0.00566666666666667,0,0,0,0,0,0.25,0,0.056,"PEROVSKITE"
"2878","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.077,52.382,0.104,0.64,2.23,35.853,0.049,0,0.074,0.544,0.07,0.19,0.299,0,0,0,0,0.04,0,0,0,0.131,"PEROVSKITE"
"2879","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.093,52.427,0.206,0.0634,2.064,36.301,0.049,0,0.216,0.401,0.16,0.19,0.12,0.00566666666666667,0,0,0,0.19,0,0,0,0.01,"PEROVSKITE"
"2880","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.126,52.046,0.208,0.17,2.493,36.908,0.06,0,0.314,0.315,0.08,0.33,0.171,0.00566666666666667,0,0,0,0.19,0,0,0,0.3,"PEROVSKITE"
"2881","[22715] SHAIKH A. M. (2019)","samp. BEHRADIH","INTRAPLATE VOLCANICS","BASTAR CRATON_MESOZOIC / NORTHERN BASTAR CRATON / MAINPUR KIMBERLITE FIELD / BEHRADIH PIPE","BEHRADIH",20.215,20.215,82.2017,82.2017,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"PEROVSKITE",NA,NA,NA,NA,"primary",0.157,50.87,0.175,0.223,2.376,36.227,0.053,0,0.247,0.416,0.0512857142857143,0.42,0.09,0,0,0,0,0,0,0.25,0,0.125,"PEROVSKITE"
