"","X1","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS"
"1901",7223,"samp. VILACOLUM","AMPHIBOLES","KAERSUTITE","TRACHYTE",39.45,5.31,13.9,0,11.09,11.44,13.28,0.15,0.9,2.93,0.03,1.28,0.211,0.01,0,0,0,0,0,0,0,0
"1902",18027,"samp. ALEH10","AMPHIBOLES","KAERSUTITE","DOLERITE, LAMPROPHYRIC",39.0727,6.0873,13.4522,0.0217,10.7308,11.6276,12.5158,0.1367,1.2064,2.5187,0.02,1.43,0.2,0.0094,0.0055647619047619,0,0,0,0,0,0.0154,0
"1903",26133,"samp. J14120107-1","AMPHIBOLES","KAERSUTITE","TEPHRITE",38.09,6.09,13.88,0.0012,11.38,12.02,11.86,0.1282,2.19,1.56,0.1,1.993,0.09,0.078,0.01,0,0,0,0,0,0,0
"1904",947,"samp. PA-7","AMPHIBOLES","KAERSUTITE","WEBSTERITE, SPINEL-OLIVINE-KAERSUTITE, XENOLITH",40.2,5.2,14.5,0.178,8.32,11.2,15.1,0.1,1.07,2.9,0.168356391153338,0.9,0.28,0.01,0.0152,0,0,0,0,0,0,0
"1905",1408,"samp. 2","AMPHIBOLES","KAERSUTITE","LAMPROPHYRE, ALKALINE",40.27,7.23,10.7,0.12,13.404,11.85,10.73,0.24,0.69,2.4,0.076,1.43249512458007,0.46,0.0656,0.0489,0,0,0,0,0,0.061,0
"1906",19061,"samp. 1","AMPHIBOLES","KAERSUTITE","LAMPROPHYRE",39.02,5.34,11.56,0,16.52,11.29,9.29,0.25,1.79,2.29,0.04,1.89910988666148,0,0.1,0,0,0,0,0,0,-0.0241,0
"1907",26157,"samp. K16012713-2","AMPHIBOLES","KAERSUTITE","PHONOTEPHRITE",39.15,4.92,12.3,0.017,16.25,10.96,9.71,0.246,2.59,1.1419,0.024,2.01,0.51,0.142,0,0,0,0,0,0,0.05,0
"1908",4152,"samp. SM180501-1A","AMPHIBOLES","KAERSUTITE","TRACHYANDESITE",38.87,6.79,12.46,0.04,12.9172,11.25,11.46,0.25,0.94,2.68,0.03,1.51,0.45,0.04,0,0,0,0,0,0,0,0
"1909",13043,"samp. 10KULX01","AMPHIBOLES","KAERSUTITE","CLINOPYROXENITE",40.38,4.1,13.95,0.398,8.11,11.97,14.19,0.144,1.66,2.48,0.0280777063538524,1.82859753394216,0.156,0.162,0.0136,0,0,0,0,0,0,0
"1910",3624,"samp. OT-1","AMPHIBOLES","KAERSUTITE","LAMPROPHYRE",39.7,3.7,11.4,0.04,20.9,12,7.6,0.37,1.1,2.8,0.1199808,2,0.585,0.09,0,0,0,0,0,0,0.09,0
"1911",195232,"samp. S80","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",37.4737,0,27.8392,0,3.7312,0.0048,0.1797,0.0299,28.4723,0.77,0,7.59969999999998,0.5922,2.0823,0.02,0,0,0,0,1.75,0,0
"1912",195229,"samp. S80","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",37.4737,0,27.8392,0.014,3.7312,0.0048,0.1797,0.0299,27.64,0.77,0.05,5.71,0.21,4.4087,0,0,0,0,0,0.35,0,0
"1913",195208,"samp. VS219G","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, LEUCITE",40.5591,0.0314,22.146,0.01,6.6285,0.53,0.5521,0.0988,26.7199,1.8003,0,7.41,0.29,2.46,0.03,0,0,0,0,1.75,0,0
"1914",196039,"samp. JC82","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELTEIGITE",37.51844,0,32.05183,0,0.30935,0.1616676,0.077,0.0304,29.25501,0.282671,0.12,8.69710000000001,1e-04,2.8352,0.01,0,0,0,0,0,0,0
"1915",194276,"samp. C4793","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",37.85,0.09,23.57,0.01,7.24,0.02,0.99,0,27.64,0.77,0.3518,5.22120000000001,0.09,5.36,0.01,0,0,0,0,0.01,0,0
"1916",196032,"samp. JC81","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELTEIGITE",37.76444,0.036,31.77708,0.01507,0.5944824,0.1556714,0,0.04,30.26025,0.2334087,0.11,6.17840000000001,0,4.3609,0,0,0,0,0,0.01,0,0
"1917",195231,"samp. S80","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",37.4721,0.0422,29.7558,0.05,2.4618,0,0.1355,0.02,28.8452,0.5384,0.12,7.77,0.04,6.9343,0.02,0,0,0,0,0.01,0,0
"1918",193675,"samp. AS7","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELILITOLITE, KALSILITE",38,0.11,30.2,0,2.72,0.2918469,0.04,0.02,27.3,1.28,1.01,7.92109999999998,0.29,5.36,0,0,0,0,0,2.95,0,0
"1919",193607,"samp. B116","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","ANKARATRITE, PHLOGOPITE-KALSILITE",38.66,0.01,27.16,0.0113333333333333,3.7312,0.09,0.14,0.036,27.2,1.07,0.2478,7.65579999999999,0,2.75528,0.014,0,0,0,0,0.01,0,0
"1920",195227,"samp. S80","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",37.7529,0.0106,27.0639,0.03,4.3055,0.3776,0.3859,0.0752,27.2217,0.8304,0.3518,6.17840000000001,0.21,1.01,0.03,0,0,0,0,0.01,0,0
"1921",194571,"samp. O-9","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.77,0.087,30.39,0,1.03,0.29,0.42,0.02,27.93,0.35,0.11,8.14230000000001,0.32,4.558184,0,0,0,0,0,0.01,0,0
"1922",196050,"samp. JC84","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELTEIGITE",37.94806,0.0541,31.66877,0.03,0.463879,0.1218002,0.0996,0.01,29.22062,0.1942105,0,7.92980000000001,0.14,1.073855,0.02,0,0,0,0,0.01,0,0
"1923",194275,"samp. C3948","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KATUNGITE",38.92,0.13,30.48,0.03,2.06,0.23,0.18,0,19.38,6.96,0.07,7.65579999999999,0.112,1.54,0.02,0,0,0,0,0,0,0
"1924",194355,"samp. 8","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KAMAFUGITE",38.2,0.2232,31.54,0.05,2.53,0.01,0.44,0.12,26.95,2.2,0.11,7.77,0.5922,7.81,0.01,0,0,0,0,2.95,0,0
"1925",193877,"samp. 3","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KALSILITITE",39.3,0.1,26.4,0.01,2.72,0,0.19,0.0323,28.8,0.2,0.12,9.55759999999998,0,2.0823,0.02,0,0,0,0,0,0,0
"1926",194081,"samp. SV","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELILITOLITE, KALSILITE-LEUCITE",39.57,0.022,30.05,0.01,1.78,0,0.15,0.0323,27.74,1.12,0,8.14230000000001,0.04,4.558184,0.03,0,0,0,0,0.01,0,0
"1927",194078,"samp. SV","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELILITOLITE, KALSILITE-LEUCITE",37.82,0.0512,28.59,0.03,2.89,0,0,0.07,28.97,1.5,0,7.77,0,2.46,0.01,0,0,0,0,0.35,0,0
"1928",194084,"samp. MF/9","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","CLINOPYROXENITE, KALSILITE",37.91,0.0099,31.25,0,0.79,0.07,0.05,0.024,28.58,1.06,0.12,7.41,0,1.584321,0.03,0,0,0,0,0.01,0,0
"1929",193606,"samp. B116","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","ANKARATRITE, PHLOGOPITE-KALSILITE",38.53,0,26.09,0.03,3.7,0.15,0.5521,0.01,28.02,1.16,1.01,14.3878,0.3113,2.005,0,0,0,0,0,2.95,0,0
"1930",196203,"samp. KALSILITE","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NOT GIVEN",38.68,0,27.55,0,2.62,0.14,0.6,0,26.77,0.11,0.3518,7.77660000000002,0.3113,2.6209,0.05,0,0,0,0,0.01,0,0
"1931",195209,"samp. VS219G","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, LEUCITE",38.6871,0.018,25.539,0,5.0764,0.1698,0.3293,0.087,26.8846,1.3173,0.21,5.71,0.29,2.32,0.011,0,0,0,0,0.01,0,0
"1932",196434,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",37.597,0.112,25.162,0.01,5.24766666666667,0.00266666666666667,0.581666666666667,0.0126666666666667,25.7796666666667,2.003,0,7.77660000000002,0.92,1.55,0.01,0,0,0,0,0.35,0,0
"1933",196425,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.973,0.105,26.377,0,5.485,0.017,0.6125,0.0045,25.424,2.3935,0,7.97399999999999,0.3113,1.6877,0.03,0,0,0,0,0.01,0,0
"1934",196420,"samp. 11513","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KATUNGITE",39.905,0.198,30.657,0.0718,2.538,0.034,0.248,0.032,19.291,6.31,0.12094208193296,6.47209999999998,0.87,4.3107,0.02,0,0,0,0,2.95,0,0
"1935",194350,"samp. 3","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KAMAFUGITE",38.16,0.0475,30.47,0,2.32,0.34,0.45,0,25.32,1.97,0.3367,5.71,0.21,2.68,0.01,0,0,0,0,0.01,0,0
"1936",196418,"samp. 11513","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KATUNGITE",39.1033333333333,0.174666666666667,29.664,0.05,2.532,0.233333333333333,0.315666666666667,0.016,18.8793333333333,5.98866666666667,0.161652245946146,9.55759999999998,0.8950109,2,0.194,0,0,0,0,0,0,0
"1937",196072,"samp. JC87","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","URTITE",37.28819,0.05,30.62019,0.014,1.03383,0.08215311,0.1824,0.01,29.55424,0.03561147,0.3518,6.47209999999998,0.112,3.074765,0,0,0,0,0,0.01,0,0
"1938",195211,"samp. VM 394","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",36.9373,0.0276,27.3148,0,4.1428,0.256,0.2765,0.0364,28.1337,0.8397,0.05,7.41,0.16,1.6877,0,0,0,0,0,2.95,0,0
"1939",196429,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.509,0.115,26.467,0.02,5.239,0.037,0.626,0.005,25.253,2.258,0.12,7.71350000000001,0.29,2.32,0.01,0,0,0,0,0.01,0,0
"1940",196431,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.914,0.049,26.619,0.02,5.292,0.006,0.604,0,25.481,2.329,0.21,8.49,0.13,4.97,0,0,0,0,0,0.01,0,0
"1941",196422,"samp. 11513","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KATUNGITE",39.812,0.204,29.791,0,2.862,0.137,0.31,0.001,18.801,6.52,0.199695664760486,7.92109999999998,0.87,1.5451,0.02,0,0,0,0,0.01,0,0
"1942",195210,"samp. VM 394","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","NEPHELINITE, MELILITE",37.5826,0.0309,26.8109,0.03,4.4767,0.1088,0.4453,0.0278,28.4028,0.418,1.01,9.28470000000002,0.16,2.83,0,0,0,0,0,2.95,0,0
"1943",196037,"samp. JC82","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELTEIGITE",37.50193,0.1173,32.15523,0.01507,0.3087659,0.1791688,0.38,0.027,29.5046,0.1765093,0.11,6.47209999999998,0.87,4.558184,0.05,0,0,0,0,2.95,0,0
"1944",194277,"samp. C6099","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","UGANDITE",38.46,0.09,29.35,0.04,2.23,0,0.3,0,26.35,2.08,0.2478,7.41,0.21,4.97,0.02,0,0,0,0,0.01,0,0
"1945",194083,"samp. MF/9","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","CLINOPYROXENITE, KALSILITE",38.05,0.0432,31.37,0,0.85,0,0.04,0.02,28.91,0.96,0.12,14.3878,0.2556,1.25,0.02,0,0,0,0,0.01,0,0
"1946",194079,"samp. SV","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELILITOLITE, KALSILITE-LEUCITE",38.46,0.08,29.28,0.01,2.35,0.9,0,0.09,28.08,1.25,0,8.43350000000001,0.5922,1.9363,0,0,0,0,0,0.35,0,0
"1947",196038,"samp. JC82","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MELTEIGITE",37.24223,0.11,32.06746,0.01,0.8811617,0.2310019,0.12,0.0323,29.53024,0.2848432,0.3518,6.17840000000001,0.112,1.7065,0.0081,0,0,0,0,0,0,0
"1948",196427,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.83,0.098,26.348,0,5.246,0.032,0.57,0.016,25.41,2.34,0,9.55759999999998,0.3113,3.12,0.02,0,0,0,0,0.01,0,0
"1949",194349,"samp. 2","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","KAMAFUGITE",38.33,0,31.47,0,3.565,0.07,0.517,0.02,26.73,2.19,0,13.5218,0.5922,4.558184,0.02,0,0,0,0,2.95,0,0
"1950",196428,"samp. 11497","FELDSPATHOID","KALSILITE/KALIOPHILITE/PANUNZITE/TRIKALSILITE","MAFURITE",38.7,0.022,26.264,0.02,5.293,0,0.566,0.009,25.377,2.143,0,7.97399999999999,0.112,2.83,0.01,0,0,0,0,2.95,0,0
"1951",4321,"samp. KB22","AMPHIBOLES","KATOPHORITE (SENSU LATO)","SYENITE, NEPHELINE",50.89,4.87,2.58,0.0168,9.955,6.08,16.27,0.29,1.89,6.09,0.04,0.84,1.76,0.01,0.0148,0,0,0,0,0,0.11,0
"1952",6200,"samp. 03-OLT1","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",50.66,0.49,1.44,0.01,24.38,2.79,5.72,0.93,1.76,7.49,0.0770441911923753,1.01,1.39,0.0291,0.03,0,0,0,0,0,0.0621,0
"1953",10079,"samp. BU28B-3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",43.03,1.12,6.69,0,31.35,6.13,2.49,0.61,1.52,6.25,0.06,1.57,0.4,0.1,0.015,0,0,0,0,0,0.1777,0
"1954",4322,"samp. KB24","AMPHIBOLES","KATOPHORITE (SENSU LATO)","SYENITE, NEPHELINE",50.73,3.68,3.09,0,11.26,4.38,16.06,0.18,1.75,6.88,0.0602631065409512,0.46,2.45,0.01,0,0,0,0,0,0,1.28,0
"1955",6205,"samp. 03-OLT3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",48.06,2.41,1.98,0.01,24.15,5.21,6.69,0.95,1.52,6.01,0.0175516801953958,0.98,1.32,0.017,0.00587333333333333,0,0,0,0,0,0.1001,0
"1956",6203,"samp. 03-OLT1","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",47.37,1.3,3.34,0.04,19.61,7,9.31,0.87,1.59,4.95,0.048,0.9,1.4,0.01,0.0416,0,0,0,0,0,0.0938,0
"1957",6202,"samp. 03-OLT1","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",49.54,1.55,2.38,0,22.05,3.77,7.38,0.97,1.36,7.18,0.11,1.77188919133765,0.597,0.0356,0.01,0,0,0,0,0,1.326,0
"1958",6201,"samp. 03-OLT1","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",46.14,1.81,4.6,0.027,20.33,6.94,7.62,1,1.58,4.74,0.44,0.46,2.8,0.021,0.0969,0,0,0,0,0,0.6189,0
"1959",13464,"samp. KONTOZERO","AMPHIBOLES","KATOPHORITE (SENSU LATO)","PHONOLITE",44.54,1.87,4.53,0.51,26.0468,8.43,4.68,1.11,2.88,6.52,0.057,1.49,1.15,0.18,0.0381,0,0,0,0,0,0.88,0
"1960",6207,"samp. 03-OLT3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",49.73,0.84,0.71,0.13,25.82,11.11,1.73,0.64,0.03,6.73,0.5,0.46,2.61403,0.1,0.04,0,0,0,0,0,0.229,0
"1961",10080,"samp. BN7A-25","AMPHIBOLES","KATOPHORITE (SENSU LATO)","BENMOREITE",48.51,2.93,2.43,0.04,26.33,5.89,5.62,0.72,1.21,5.52,0.0342,0.98,1.25,0.03,0,0,0,0,0,0,0.1312,0
"1962",6206,"samp. 03-OLT3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",49.4,1.54,0.79,0.061,22.62,13.73,2.97,0.81,0.07,5.22,0.46,1.88277673141441,1.005,0.047721,0.088,0,0,0,0,0,0.04820639,0
"1963",6204,"samp. 03-OLT3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",48.46,2.65,1.99,0.04,21.53,5.38,7.79,0.95,1.55,5.79,0.14,2.075,0.794,0.015407,0.04,0,0,0,0,0,0.1,0
"1964",6208,"samp. 03-OLT3","AMPHIBOLES","KATOPHORITE (SENSU LATO)","TRACHYTE",48.12,2.04,2.08,0.04,23.76,5.11,6.59,0.8,1.43,6.12,0.09,1.64738564411282,1.54143,0.04,0.01,0,0,0,0,0,0.11,0
"1965",42935,"samp. MGL-018 7","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,4.68,0.34,0.144,31.72,0.14,29.24,2.18,0.26,0.17,0,0,3.12,0.2072,0.085,0,0,0.15,0,0.3,0.015,0
"1966",43837,"samp. MV12.HREE03.C2.P1A","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.05,0.4229157,0.17,0.09,4.14,0.2,20.85,0.38,0.19,0.1,0,0,3.83,0.06,0.05,0,0,0.53,0,0.6,0.18,0
"1967",43833,"samp. LP12.FECB01B.C3.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.032,0.2211246,0.33,0.07,20.72,0.1,21.57,0.78,0.3924566,0.1,0.013,0,4.11,0.06,0.0255,0,0,0.53,0,2.36,0.18,0
"1968",43841,"samp. MV12.HREE05.C1.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.3,0.1431908,0.25,0.07,0.8,0.2,11.8,0.577,0.05,0.2,0.028,0,3.86,0,0,0,0,0.06,0,0.01,0.015,0
"1969",43834,"samp. MV12.HREE02B.C2.P2","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.18,0.2894292,0.14,0.06,1.4,0.4,10.55,2.45,0.1344,0.1,0.03,0,3.99,0.04,0,0,0,0.53,0,0.6,0.01,0
"1970",43831,"samp. MV13.FECL2.C1.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.4,0.1431908,0.64,0.07,2.2288,0.8,2.96,0.5,0.12,0.1,0.1104,0,3.56,0.05,0.0255,0,0,0,0,0.6,0.18,0
"1971",42939,"samp. MGL-035 2","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,0.0803719,0.36,0.02,25.186,0.18,10.55,3.55,0.1456,0.15,0,0,3.23,0.04,0.08,0,0,0.21,0,0.19,0.01,0
"1972",42934,"samp. MGL-035 2","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,0.02288463,0.35,0.02,37.47,0.18,2.654,2.348,0.32,0.17,0.02,0,3.18,0,0.045,0,0,0.21,0,0.6,0.01,0
"1973",43826,"samp. LP12.UMBX01.C4.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.04,4.68,0.04,0.26,31.79,0.2,20,2.46,0.15,0.2,0.22,0,3.86,0.2744,0.054,0,0,0.21,0,0.4,0.01,0
"1974",42938,"samp. MGL-035 4","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.04,0,0.35,0.18,22.241,0.05,38.53,0.7157,0.09,0.15,0,0,3.2,0.04,0.04,0,0,0.53,0,0.19,0.04,0
"1975",43827,"samp. LP12.UMBX01.C5.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.07,0.09737889,0.31,0.144,14.68,0.3,10.637,3.08,0.32,0.1,0.044,0,4.23,0.05,0.0549,0,0,0.21,0,0.19,0.18,0
"1976",43836,"samp. MV12.HREE03.C1.P2","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.51,0.98,0.1614276,0.07,23.614,0.8,26.32,1.08,0.47,0.2,0.17,0,4,0.13,0.07,0,0,0.53,0,0.01,0.18,0
"1977",42931,"samp. MGL-018 7","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.05,0.2075127,0.32,0.07,37.08,0.31,0.02,1.8,0.39,0.17,0.01,0,3.14,0.04,0.045,0,0,0.53,0,0.6,0.01,0
"1978",43825,"samp. LP12.CAFECB01A.C1.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE, FERRO",0.06,1.200631,0.1,0.07,17.157,0.1,28.8,1.457633,0.44,0.1,0.016,0,4.13,0.2072,0.045,0,0,0.15,0,0.01,0.01,0
"1979",43840,"samp. MV12.HREE03.C3.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.03,0.2054193,0.14,0.18,0.3,0.1,21.97,0.5048,0.1523831,0.1,0.22,0,3.93,0.04,0.07,0,0,0.15,0,0.19,0.015,0
"1980",43838,"samp. MV12.HREE03.C2.P1B","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.1,0.02288463,0.17,0.07,1,0.1,37.84,0.406,0.19,0.1,0.03,0,3.87,0.05,0.07,0,0,0.06,0,0.01,0.18,0
"1981",43839,"samp. MV12.HREE03.C2.P1C","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.47,1.200631,0.14,0.11,23.7,0.1,22.26,1.701,0.8622078,0.1,0.107,0,3.98,0.05,0.054,0,0,0.21,0,2.36,0.01,0
"1982",42936,"samp. MGL-035 1","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.04,0.09492895,0.31,0.07,11.99,0.56,2.68,2.19,0.04,0.15,0.13,0,3.24,0,0.0255,0,0,0.53,0,0.19,0.04,0
"1983",43830,"samp. MV13.CACMIX.C2.P1","CARBONATE","KUKHARENKOITE (SENSU LATO)","NOT GIVEN",0.2600005,0.0803719,0.07,0.26,6.95,0.1,23.47,3.2,0.15,0.2,0.0743,0,3.95,0.02,0.048,0,0,0,0,0.4,0.015,0
"1984",42932,"samp. MGL-035 2","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,0.2595881,0.33,0,12.58,0.32,10.637,2.19,0.05239527,0.16,0,0,3.2,0.06,0.054,0,0,0.13692,0,0.19,0.18,0
"1985",42933,"samp. MGL-035 2","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,0.02,0.33,0.18,6.17,0.15,20.85,1.16,1.23,0.15,0.06,0,3.22,0.64,0.07,0,0,0.13692,0,0.3,0.18,0
"1986",42681,"samp. 607/75","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.0284,0.02,0,0.18,24.87,0.17,20.2,1.38,0.09,0.09,0.017,0,3.07,0.009,0.03,0,0,0.13692,0,0.6,0.01,0
"1987",42937,"samp. MGL-035 1","CARBONATE","KUKHARENKOITE (SENSU LATO)","CARBONATITE",0.03,0.2211246,0.31,0.09,4.43,1.47,23.41,0.64,0.0087,0.13,0.12,0,3.25,0,0.05,0,0,0.15,0,0.19,0.18,0
"1988",60033,"samp. R2","FELDSPAR","LABRADORITE","DACITE, HYPERSTHENE-AUGITE",55.25,0.02,28.42,0.09,0.2785,10.12,0.08,0,0.49,5.34,0.12,0,0.08,0.02,0.01,0,0,0,0,0,0,0
"1989",167868,"samp. CS213","FELDSPAR","LABRADORITE","ANDESITE",56,0.16,30.93,0.04,0.55,8.3,0.2458,0.0249,0.49,4.03,0.1079578,0,0.041417,0.01,0.04,0,0,0,0,0,0,0
"1990",167916,"samp. CS214","FELDSPAR","LABRADORITE","ANDESITE, BASALTIC",54.1,0.0133,28.87,0.04,0.48,11.39,0.03,0,0.172,4.92,0,0,0.015,1e-05,0,0,0,0,0,0,0,0
"1991",184479,"samp. BASALT","FELDSPAR","LABRADORITE","BASALT",54.2,0.54,27.67,0.0118,0.53,10.57,0.15,0,0.49,5.32,0,0,0.039,0.0012,0,0,0,0,0,0,0,0
"1992",111828,"samp. SYENITE","FELDSPAR","LABRADORITE","SYENITE",51.68097,0.01,30.75534,0.008,0.3201,13.01652,0.05,0.03,0.01782,4.42431,0,0,0.0295,0.036,5e-04,0,0,0,0,0,0,0
"1993",167888,"samp. CS214","FELDSPAR","LABRADORITE","ANDESITE, BASALTIC",51.53,0.017,30.91,0.0264,0.42,13.73,0.12,0,0.15,3.41,0.04,0,0,0,0,0,0,0,0,0,0,0
"1994",100038,"samp. 323","FELDSPAR","LABRADORITE","MONZODIORITE",55.037,0.075,27.677,0,0.88,10.437,0.058,0.026,0.582,5.319,0,0,0,1e-05,0.01,0,0,0,0,0,0,0
"1995",68841,"samp. 3325","FELDSPAR","LABRADORITE","LATITE",54.67,0.22,28.31,0.012,0.74,10.25,0.1485,0.06,1.41,4.79,0,0,0.091577,0.008,0.0026,0,0,0,0,0,0,0
"1996",68837,"samp. 3319-2","FELDSPAR","LABRADORITE","TRACHYTE",54.96,0.14,28.5,0.0148,0.84,11.53,0.0651,0.1,0.64,4.89,0,0,0.027207,0,0.008,0,0,0,0,0,0,0
"1997",167863,"samp. CS213","FELDSPAR","LABRADORITE","ANDESITE",53.91,0.0604,33.09,0.03,0.33,9.53,0.13,0.06,0.61,3.14,0.016,0,0.085383,0.03,0.018,0,0,0,0,0,0,0
"1998",167968,"samp. CS216","FELDSPAR","LABRADORITE","ANDESITE",55.06,0.14,28.4,0.01,0.86,10.4,0.1917,0.01,0.43,4.83,0.09,0,0.026,0.0109,0.035,0,0,0,0,0,0,0
"1999",167943,"samp. CS216","FELDSPAR","LABRADORITE","ANDESITE",53.95,0.03,29.4,0,0.22,11.67,0.02,0.004,0.65,4.56,0,0,0,0.003,0,0,0,0,0,0,0,0
