"","X1","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS"
"1",12997,"samp. 55-9/KP-67","AMPHIBOLES","ACTINOLITE","SYENITE",55.04,0.19,1.5,0.0508,9.867066,11.18,17.29,0.31,0.68,1.56,0.05,2.126,0.724,0.02,0.0515,0,0,0,0,0,0.0838,0
"2",4634,"samp. T289-R29","AMPHIBOLES","ACTINOLITE","BASALT",51.61,0.28,2.94,0,10.04,16.15,16.59,0.523622,0.02,0.23,0.0871,1.81161880598458,0.155736,0.03,0.04,0,0,0,0,0,0.1056,0
"3",4644,"samp. T289-R2","AMPHIBOLES","ACTINOLITE","BASALT",48.51,0.82,3.96,0.069,18.59,14.96,7.01,0.73,0.04,0.65,0.1254687,2.11,0.251,0.037,0,0,0,0,0,0,0.049,0
"4",6740,"samp. 35901","AMPHIBOLES","ACTINOLITE","SCHIST",58.73,0,2.04,0.13,4.396,10.51,21.28,0.12,0,0.24,0.012,2.03,0.11,0.009,0.069,0,0,0,0,0,0.061,0
"5",4639,"samp. T289-R12A","AMPHIBOLES","ACTINOLITE","BASALT",45.52,1.86,4.96,0.04,13.15,14.84,10.48,0.373,0.12,0.61,0.0701,2.08,0.1927,0.03,0,0,0,0,0,0,0.0309,0
"6",4642,"samp. T289-R3","AMPHIBOLES","ACTINOLITE","BASALT",49.19,0,3.88,0.03,23.71,10.15,9.67,0.45,0.03,0.4,0.05,2.11654968141805,0.12,0.07,0.131,0,0,0,0,0,0.095,0
"7",13092,"samp. KY-11","AMPHIBOLES","ACTINOLITE","SPESSARTITE",55.78,0.05,1.77,0.16,11,12.67,16.15,0.44,0.03,0.18,0.06,2.02,0.12,0,0,0,0,0,0,0,0.036,0
"8",7477,"samp. OU42180","AMPHIBOLES","ACTINOLITE","NOT GIVEN",50.6,0.07,4.6,0.06,20.2,9.2,10,0.29,0.22,1.6,0.021567,2.3096,0.23,0.11,0.01,0,0,0,0,0,0.07,0
"9",26614,"samp. ACT 7","AMPHIBOLES","ACTINOLITE","BASALT",55.88,0.11,3.21,0.42,6.82,12.45,18.78,0.25,0.03,0.29,0.014408,2.15987155076249,0.16,0.012965,0.05,0,0,0,0,0,0,0
"10",4637,"samp. T289-R14","AMPHIBOLES","ACTINOLITE","BASALT",46.7,1.17,4.25,0.8328,17.98,12.87,8.59,0.36,0.18,0.63,0.2488056,2.06396689777026,0.48,0.13,0.0484,0,0,0,0,0,0.077,0
"11",4640,"samp. T289-R6","AMPHIBOLES","ACTINOLITE","BASALT",51.64,0.12,1.05,0.01,13.4,18,12.5,0.31,0.05,0.25,0.0871,1.65,0.27,0.034848,0.0085,0,0,0,0,0,0,0
"12",6724,"samp. 10274","AMPHIBOLES","ACTINOLITE","GABBRO",53.5,0.17,2.1,0,15.6,12.6,14.8,0.25,0.1,0.27,0,2.03236041802085,0.05,0,0,0,0,0,0,0,0,0
"13",13102,"samp. KTS-2","AMPHIBOLES","ACTINOLITE","NOT GIVEN",53.77,0.19,2.11,0,10.87,12.35,16.99,0.79,0.15,0.38,0,2.21,0,0.004,0,0,0,0,0,0,0.0776,0
"14",4632,"samp. T289-R29","AMPHIBOLES","ACTINOLITE","BASALT",50.34,0.28,3.54,0.025,11.02,17.05,14.68,0.324,0,0.26,0.14,1.62201320155401,0.15,0.15,0.00599142857142857,0,0,0,0,0,0,0
"15",12869,"samp. EL","AMPHIBOLES","ACTINOLITE","CARBONATITE, CALCITE",53.36,0.03,1.45,0.05,13.81,10.25,13.65,0.26,0.52,2.06,0.18,1.87,0.95,0.06,0.08,0,0,0,0,0,0.0861,0
"16",4635,"samp. T289-R28","AMPHIBOLES","ACTINOLITE","BASALT",52.91,0.22,2.37,1.24,6.77,17.9,17.69,0.297,0.01,0.23,0.06,1.83767597368839,0.29,0.024,0.05,0,0,0,0,0,0.0973,0
"17",5254,"samp. GE-20","AMPHIBOLES","ACTINOLITE","BASALT",44.15,0.57,11.86,0.02,14.22,12.07,10.77,0.2,0.57,1.77,0.1,2.5671,0.107296696315121,0.04,0,0,0,0,0,0,0,0
"18",6519,"samp. 67-494A-29CC, 0-4","AMPHIBOLES","ACTINOLITE","BASALT",51.16,0.05,3.84,0,14.62,14.36,10.89,0.34,0.24,0.36,0.036,2.01974831449717,0.1,0.023276,0,0,0,0,0,0,0,0
"19",7476,"samp. OU42180","AMPHIBOLES","ACTINOLITE","NOT GIVEN",50.2,0.11,4.3,0.1,20.8,9.2,10.1,0.32,0.21,1.9,0.0222,2.31724801540309,0.074,0.15,0.053,0,0,0,0,0,-0.0028,0
"20",5256,"samp. GE-74","AMPHIBOLES","ACTINOLITE","ANDESITE, BASALTIC",46.95,0.3,7.45,0.007,13.1,10.97,15.81,0.29,0.24,1.56,0,2.07,0.0766,0.058,0,0,0,0,0,0,0,0
"21",6729,"samp. 218B","AMPHIBOLES","ACTINOLITE","BASALT, ANDESITIC",52.3,0.13,4.63,0,9.163,11.42,18.12,0.2,0.07,0.4,0,2.06,0.08,0.05,0.071,0,0,0,0,0,0,0
"22",6521,"samp. 67-499B-10-1, 40-46","AMPHIBOLES","ACTINOLITE","THOLEIITE",52.48,0.25,3.06,0.04,18.62,7.41,14.33,0.29,0.03,0.84,0.054,2.08560485854647,0.06,0.06,0.1,0,0,0,0,0,0.78,0
"23",4575,"samp. CD1","AMPHIBOLES","ACTINOLITE","PORPHYRY, DIORITE, HORNBLENDE-QUARTZ",48.97,0.31,5.42,0.039,18.33,11.97,10.73,0.54,0.24,0.62,0,2.044,0.053,0.031,0.0104,0,0,0,0,0,0.034,0
"24",4633,"samp. T289-R29","AMPHIBOLES","ACTINOLITE","BASALT",52.43,0.01,2.57,0.2022,9.36,14.5,18.3,0.140203,0,0.23,0.11,2.05,0.1476,0.009,0.026736,0,0,0,0,0,0.0627,0
"25",4638,"samp. T289-R14","AMPHIBOLES","ACTINOLITE","BASALT",48.48,0.78,4.16,0.077,18.58,15.03,7.95,0.471,0.13,0.43,0.246,2.04,0.14,0.087565,0,0,0,0,0,0,0.032,0
"26",4643,"samp. T289-R3","AMPHIBOLES","ACTINOLITE","BASALT",53.3,0,1.28,0.033,20.42,8.74,13.02,0.41,0.02,0.15,0.1320511,2.02,0.232,0.0045,0.17,0,0,0,0,0,0.108,0
"27",6727,"samp. 18902","AMPHIBOLES","ACTINOLITE","BASALT, ANDESITIC",51.24,0.74,3.31,0.03,14.93,12.26,13.82,0.26,0.1,0.11,0,2.07,0.21,0.016,0,0,0,0,0,0,0,0
"28",30162,"samp. RBEP-010","AMPHIBOLES","ACTINOLITE","NOT GIVEN",54.39,0.19,1.64,0.00330111242090984,12.65,12.46,15.95,0.41,0.03,0.22,0.022828,2.24613378041757,0.063,0,0,0,0,0,0,0,0.02,0
"29",5252,"samp. GE-13","AMPHIBOLES","ACTINOLITE","ANDESITE, BASALTIC",53.13,0.06,2.33,0.04,14.02,12.37,14.77,0.28,0.14,0.28,0,2.06,0.0543,0.026,0.055,0,0,0,0,0,0.1238,0
"30",26608,"samp. ACT 1","AMPHIBOLES","ACTINOLITE","BASALT",56.07,0.05,2.15,0.38,7.61,12.33,18.98,0.08,0.05,0.23,0.02,2.05,0.119,0,0.11,0,0,0,0,0,0.0937,0
"31",6518,"samp. 67-494A-29CC, 0-4","AMPHIBOLES","ACTINOLITE","BASALT",51.4,0,2.59,0,15.77,13.67,11.34,0.38,0.07,0.28,0.0234607298216423,2,0,0.026,0.02,0,0,0,0,0,0,0
"32",6600,"samp. TYPE 2","AMPHIBOLES","ACTINOLITE","GABBRO",52.39,0.21,3.66,0,13.94,12.29,14.82,0.22,0.16,0.43,0.0157443077443864,2.01,0.204,0.03,0.0277,0,0,0,0,0,0.1624329,0
"33",4641,"samp. T289-R6","AMPHIBOLES","ACTINOLITE","BASALT",54.25,0.11,1.88,0.03631,14.78,11.4,15.92,0.2,0.03,0.28,0,2.15359005568677,0,0.036,0.014811,0,0,0,0,0,0.031,0
"34",26613,"samp. ACT 6","AMPHIBOLES","ACTINOLITE","BASALT",56.53,0.01,1.91,0.06,8.5,12.38,18.56,0.1,0.05,0.22,0,2.12103857655161,0.0591,0,0.1,0,0,0,0,0,0.0838,0
"35",6522,"samp. 67-499C-1-1, 38-43","AMPHIBOLES","ACTINOLITE","THOLEIITE",51.84,0.34,2.16,0,18.7,10.1,12.33,0.32,0.01,0.42,0.094574901471995,2.09,0.054,0.09,0,0,0,0,0,0,0.0838,0
"36",4631,"samp. T289-R29","AMPHIBOLES","ACTINOLITE","BASALT",50.83,0.0804,2.99,0.04,12.9,11.5,18.02,0.42,0.03,0.21,0,1.99,0.302,0.02,0.051,0,0,0,0,0,0.031,0
"37",44647,"samp. 26","PYROXENE","AEGERINE","COMENDITE",51.84,1.25,0.1,0,29.24,1.38,0,0.38,0.19,13,0.52,0,0,0,0.02,0,0,0,0,0,11.41,0
"38",55265,"samp. SE126-2-1","PYROXENE","AEGERINE","NOT GIVEN",52.82,1.33,0.47,0,29.45,0.65,0,0.17,0,13.39,0.01,0,0,0,0,0,0.01,0,0,0,0.66,0
"39",55267,"samp. SE126-2-3","PYROXENE","AEGERINE","NOT GIVEN",52.59,1.55,0.34,0,29.11,0.41,0,0.17,0.01,13.52,0.143,0,0,0,0.05,0,0.01,0,0,0,0.59,0
"40",52199,"samp. MPD1","PYROXENE","AEGERINE","SYENITE, QUARTZ",51.88,4.42,0.21,0,26.17,1.77,0,0.22,0.04,12.39,0.19,0,0,0,0.06,0,0.01,0,0,0,0.66,0
"41",52193,"samp. MPD7","PYROXENE","AEGERINE","SYENITE, QUARTZ",51.28,0.19,0.29,0.02,29.98,0.63,0,0.25,0,13.22,0.01,0,0,0,0.014,0,0,0,0,0,1.14,0
"42",55270,"samp. SE126-4-2","PYROXENE","AEGERINE","NOT GIVEN",53.17,0.03,0.4,0,30.21,0.02,0,0.54,0,13.81,0.13,0,0,0,0.016,0,0,0,0,0,0.13,0
"43",28223,"samp. 15779","PYROXENE","AEGERINE","COMENDITE",51.92,3.21,0.25,0.03,27.25,0.31,0,0.4,0.02,13.15,0,0,0,0,0.015,0,0,0,0,0,0.45,0
"44",52159,"samp. TM122","PYROXENE","AEGERINE","RHYOLITE",51.72,1.06,0.27,0.00761381553700549,32.09,0.26,0,1.56,0.01,10.11,0.09,0,0,0,0.01,0,0,0,0,0,1.5,0
"45",55263,"samp. SE126-1-2","PYROXENE","AEGERINE","NOT GIVEN",52.51,0.03,0.24,0,30.16,0.03,0,0.24,0.01,13.77,0.09,0,0,0,0.03,0,0,0,0,0,1.42,0
"46",55256,"samp. SE19-4-2","PYROXENE","AEGERINE","NOT GIVEN",50.43,1.74,0.19,0.01,28.17,7.33,0,0.36,0,9.19,0.1613,0,0,0,0.007,0,0,0,0,0,1.84,0
"47",55266,"samp. SE126-2-2","PYROXENE","AEGERINE","NOT GIVEN",52.01,0.04,0.19,0,30.24,0.03,0,0.19,0,13.71,0.6,0,0,0,0.07,0,0.167,0,0,0,6.82,0
"48",55269,"samp. SE126-4-1","PYROXENE","AEGERINE","NOT GIVEN",52.56,0.85,0.4,0,29.79,0.46,0.01,0.14,0.02,13.45,0.1783,0,0,0,0.01,0,0,0,0,0,1.68,0
"49",52198,"samp. MPD17","PYROXENE","AEGERINE","SYENITE, QUARTZ",52.21,5.12,0.01,0.08,25.91,1.39,0,0.54,0,13.07,0.1,0,0,0,0.07,0,0.01,0,0,0,1.46,0
"50",55264,"samp. SE126-1-3","PYROXENE","AEGERINE","NOT GIVEN",52.39,0.04,0.49,0,30.04,0.04,0.02,0.29,0.01,13.56,0.12,0,0,0,0,0,0,0,0,0,1.24,0
"51",30187,"samp. 15.778ILM","PYROXENE","AEGIRINE","NORDMARKITE",50.65,2.38,1.48,0.06,24.29,3.38,1.82,0.68,0.18,9.96,0.1,0,0,0,0.07,0,0.01,0,0,0,1.19,0
"52",30834,"samp. A185","PYROXENE","AEGIRINE","TRACHYTE, PHONOLITIC",52.45,0.39,3.43,0,24,9.31,1.12,0.73,0.52,6.79,0.12,0,0,0,0.016,0,0,0,0,0,2.62,0
"53",30979,"samp. PS69","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",50.8,1.4,0.8,0,24,8.6,3.5,1.2,0,9,0.1884,0,0,0,0.01,0,0.01,0,0,0,0.55,0
"54",44213,"samp. OL 803","PYROXENE","AEGIRINE","FOIDITE",50.31,0.39,0.46,0.1,21.01,18.51,5.58,0.9,0,3.13,0.53,0,0,0,0.03,0,0.04,0,0,0,0,0
"55",29392,"samp. C","PYROXENE","AEGIRINE","GABBRO",45.8,10,1.01,0.08,26.96,0.55,1.33,0.64,2.17,10.7,0.96,0,0,0,0.1,0,0.167,0,0,0,2.5,0
"56",44557,"samp. MP40","PYROXENE","AEGIRINE","TRACHYTE, COMENDITIC",50.4,0.5,0.7,0,24.2,14.8,3.5,1.4,0,4.4,0.09,0,0,0,0,0,0,0,0,0,0.33,0
"57",52181,"samp. N237","PYROXENE","AEGIRINE","PHONOLITE, PERALKALINE",51.11,1.18,0.76,0,25.75,7.38,1.12,1.66,0,9.91,0.3,0,0,0,0,0,0.01,0,0,0,0.17,0
"58",43158,"samp. S17","PYROXENE","AEGIRINE","PHONOLITE",50.45,0.8,2.3,0,22.45,13.98,4.87,0.55,0,5.08,0.02,0,0,0,0,0,0,0,0,0,0.13,0
"59",53536,"samp. 76B","PYROXENE","AEGIRINE","CAMPTONITE",50.61,0.77,0.7,0,20.41,14.78,5.27,0.66,0.11,6.91,0.13,0,0,0,0.0316666666666667,0,0,0,0,0,0.26,0
"60",31093,"samp. TR-67","PYROXENE","AEGIRINE","PHONOLITE",50.1,1.79,3.14,0.065,16.24,17.74,6.64,0.78,0.21,3.57,0.144,0,0,0,0.01,0,0,0,0,0,0,0
"61",52207,"samp. NA61","PYROXENE","AEGIRINE","SYENITE",54.34,2.67,0.17,0,23.55,5.81,1.18,0.66,0,11.38,0.06,0,0,0,0,0,0.01,0,0,0,0.24,0
"62",54871,"samp. SA10A","PYROXENE","AEGIRINE","RHYOLITE",50.23,0.31,0.19,0.038,27.03,15.93,1.46,1.58,0,2.41,0.11,0,0,0,0,0,0,0,0,0,0.03,0
"63",28101,"samp. 7482010","PYROXENE","AEGIRINE","DIABASE, ALKALINE",52.06,6.27,1.92,0.7461,22.84,3.8,0.55,0.25,0.4,10.77,0.25,0,0,0,0.15,0,0.167,0,0,0,1.42,0
"64",44556,"samp. MP40","PYROXENE","AEGIRINE","TRACHYTE, COMENDITIC",51.7,0.7,1.2,0,25.2,9.1,1.1,0.9,0.07,10.2,0.09,0,0,0,0.0221,0,0,0,0,0,0.66,0
"65",42576,"samp. CHE-2","PYROXENE","AEGIRINE","TRACHYTE, PANTELLERITIC",51.87,0.67,0.39,0,28.35,4.48,0.22,0.63,0.01,10.41,0.02,0,0,0,0.012,0,0.01,0,0,0,1.24,0
"66",30327,"samp. SX3","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",51.48,1.12,0.94,0,26.956,5.16,1.98,0.61,0.04,11.05,0.01,0,0,0,0,0,0,0,0,0,0.55,0
"67",28103,"samp. 7772501-2","PYROXENE","AEGIRINE","DIABASE, ALKALINE",51.95,5.69,1.91,0,24.94,0.41,0.2,0.54,0.06,13.82,0.05,0,0,0,0.01,0,0,0,0,0,1.5,0
"68",43560,"samp. 7","PYROXENE","AEGIRINE","LAMPROITE, LEUCITE",51.2,3.94,0.71,0,21.44,7.86,8.23,0,0.1,9.07,0.1105,0,0,0,0.01,0,0,0,0,0,6.82,0
"69",30063,"samp. FR893.7","PYROXENE","AEGIRINE","BENMOREITE",52.93,1.34,0.42,0,29.5,0.44,0.02,0.41,0.02,13.61,0.05,0,0,0,0.02,0,0.01,0,0,0,0.24,0
"70",55248,"samp. SE14-5-1","PYROXENE","AEGIRINE","NOT GIVEN",52.26,0.14,0.17,0,31.21,2.52,0.03,0.28,0.01,12.13,0.08,0,0,0,0.01,0,0.01,0,0,0,0,0
"71",30980,"samp. PS69","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",51.3,3.6,1,0.076,26.15,3.7,1.8,0.7,0,12,0.11,0,0,0,0.03,0,0.01,0,0,0,1.4,0
"72",28074,"samp. 38993","PYROXENE","AEGIRINE","TRACHYTE",51.58,0.45,1.01,0,29.11,2.61,0.03,0.26,0.02,11.59,0,0,0,0,0.02,0,0,0,0,0,2.43,0
"73",38436,"samp. CLPX.6","PYROXENE","AEGIRINE","TRACHYTE",52.04,2.48,0.89,0,25.97,3.04,0.66,0.63,0.02,12.81,0.08,0,0,0,0.03,0,0.01,0,0,0,0.24,0
"74",54384,"samp. KU1","PYROXENE","AEGIRINE","RHYOLITE",49.1,0.13,0.93,0.04,17.54,19.77,3.58,1.1,0,5.01,0,0,0,0,0.034,0,0,0,0,0,0,0
"75",30981,"samp. PS69","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",50.9,4.9,1.2,0.05,26.41,3.6,1.7,0.7,0,12,0.1487,0,0,0,0.033,0,0,0,0,0,0,0
"76",44240,"samp. 40517","PYROXENE","AEGIRINE","NOT GIVEN",51.58,0.15,0.44,0.06,30.46,1.82,0.05,0.22,0.02,18.41,0.08,0,0,0,0.074,0,0.13,0,0,0,0.54,0
"77",34520,"samp. 6351503","PYROXENE","AEGIRINE","TRACHYTE, OLIVINE-HEDENBERGITE",49.95,0.83,1.66,0.0088,24.61,12.79,0.84,0.82,0.22,4.18,0.24,0,0,0,0.02,0,0,0,0,0,2.5,0
"78",45089,"samp. 14497","PYROXENE","AEGIRINE","BASALT, ALKALINE",46.25,1.43,7.28,0,18.47,19.78,4.42,0.5,0.01,2.04,0.1,0,0,0,0.03,0,0.01,0,0,0,0,0
"79",52162,"samp. TM121","PYROXENE","AEGIRINE","TRACHYTE",51.86,6.06,0,0.042,23.44,1.02,0.41,1.55,0.04,13.11,0.04,0,0,0,0.04,0,0.01,0,0,0,1.46,0
"80",45297,"samp. SD2","PYROXENE","AEGIRINE","BASALT",48.56,1.04,4.9,0,14.78,10.68,15.39,0.39,0.09,2.43,0,0,0,0,0.0090860939693356,0,0.01,0,0,0,0.38,0
"81",41129,"samp. 27744","PYROXENE","AEGIRINE","PHONOLITE",50.47,4.52,0.83,0.03,23.98,3.23,0.79,2.38,0.02,10.95,0.1,0,0,0,0.02,0,0,0,0,0,0.38,0
"82",52163,"samp. TM121","PYROXENE","AEGIRINE","TRACHYTE",51.67,4.05,0.56,0,23.25,1.37,0.39,1.86,0.24,11.76,0.1,0,0,0,0,0,0.01,0,0,0,3.78,0
"83",54374,"samp. F3","PYROXENE","AEGIRINE","PHONOLITE",51.65,0.39,0.68,0,26.98,6.59,0.98,0.53,0.01,9.77,0.03,0,0,0,0,0,0,0,0,0,0.73,0
"84",28097,"samp. 7772501-2","PYROXENE","AEGIRINE","DIABASE, ALKALINE",51.51,4.64,0.61,0.11,24.48,1.9,1.12,0.51,0.07,12.24,0.02,0,0,0,0.05,0,0.1,0,0,0,0.24,0
"85",28388,"samp. 6066006","PYROXENE","AEGIRINE","FENITE",53.4,3.56,0.56,0.1,14.95,11.73,6.9,0.15,0.13,6.68,0.21,0,0,0,0.01,0,0,0,0,0,1.04,0
"86",29951,"samp. AT6G1","PYROXENE","AEGIRINE","PANTELLERITE",51,0.7,0.2,0.02,29.11,1.3,0.2,1.1,0.14,12.1,0.143,0,0,0,0.06,0,0,0,0,0,0.66,0
"87",28019,"samp. MOROJARJA","PYROXENE","AEGIRINE","LAMPROITE",51.32,6.67,0.38,0.14,24.67,4.75,3.81,0.1,0.19,11.22,0.21,0,0,0,0,0,0,0,0,0,0.87,0
"88",39130,"samp. 2E","PYROXENE","AEGIRINE","TRACHYTE",51.29,1.43,0.14,0.02,25.28,7.69,2.85,2.16,0.03,8.14,0.02,0,0,0,0.043,0,0,0,0,0,0.55,0
"89",52195,"samp. MPD17","PYROXENE","AEGIRINE","SYENITE, QUARTZ",50.95,1.83,0.18,0.03,27.77,8.48,0.01,0.47,0.01,8.92,0.1105,0,0,0,0.06,0,0,0,0,0,0.26,0
"90",52190,"samp. N150","PYROXENE","AEGIRINE","TRACHYTE",49.41,1.52,0.15,0.11,24.55,8.11,1.08,2.93,0.04,8.83,0.1605,0,0,0,0.03,0,0,0,0,0,1.4,0
"91",44216,"samp. OL 822","PYROXENE","AEGIRINE","PHONOLITE",50.96,0.55,0.92,0,19,17.17,6.48,0.54,0.02,4.03,0.05,0,0,0,0.03,0,0,0,0,0,0,0
"92",30362,"samp. S1/2","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",52.06,1.21,1.1,0,18.97,14.79,5.89,1.18,0.04,4.97,0.0142,0,0,0,0,0,0,0,0,0,0.16,0
"93",52165,"samp. TM121","PYROXENE","AEGIRINE","TRACHYTE",51.4,5.19,0.19,0.097,23.3,1.14,0.55,1.42,0.07,12.67,0.1487,0,0,0,0.06,0,0,0,0,0,1.42,0
"94",40316,"samp. 99","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",50.89,0.33,0.69,0,27.76,3.93,0.09,0.76,0.03,10.97,0.1105,0,0,0,0.036,0,0,0,0,0,1.38,0
"95",55259,"samp. SE20-5-2","PYROXENE","AEGIRINE","NOT GIVEN",51.76,0.63,0.38,0,29.07,4.1,0.03,0.25,0.01,11.36,0.13,0,0,0,0.2,0,0.04,0,0,0,0.87,0
"96",30329,"samp. SX3","PYROXENE","AEGIRINE","SYENITE, NEPHELINE",50.8,1.17,1.02,0,26.77,6.32,2.43,0.86,0.04,9.98,0.21,0,0,0,0.0697,0,0,0,0,0,0.59,0
"97",28180,"samp. 040523-T2","PYROXENE","AEGIRINE","BASALT, PICRITIC",53.37,3.41,1.47,0.03,23.9,0.38,0.27,0.06,0.05,14.06,0.05,0,0,0,0.0201,0,0,0,0,0,2.62,0
"98",50649,"samp. BD 70","PYROXENE","AEGIRINE","NEPHELINITE, COMBEITE",51.5,1.59,0.33,0.02,25.932,7.09,2.64,0.28,0.01,9.45,0.18,0,0,0,0.01,0,0,0,0,0,0,0
"99",162784,"samp. EA11","FELDSPAR","ALBITE","ALBITITE",69.030617,0,19.741491,0.022,0.020501,0.047559,0,0.012286,0.062489,11.631634,0.00574453075892833,0,0,0.03,0.013,0,0,0,0,0,0,0
"100",78256,"samp. V3","FELDSPAR","ALBITE","TRACHYANDESITE",68.64,0.03,19.58,0.08,0.32,0.26,0.006894,0.18,0.13,10.97,0.03,0,0.045,0.0168,0.0246,0,0,0,0,0,0,0
"101",130404,"samp. SA14P9B","FELDSPAR","ALBITE","SYENITE, NEPHELINE",69.31,0.01,19.32,0.009,0.02,0,0,0.01,0.04,11.9,0.03,0,0,0.003,0.011,0,0,0,0,0,0,0
"102",137845,"samp. M265.1","FELDSPAR","ALBITE","SYENITE, HORNBLENDE",68.85,0.028,19.06,0.021,0.12,0.11,0,0,0.11,11.44,0,0,0.035,0,0.028,0,0,0,0,0,0,0
"103",190566,"samp. 135.70","FELDSPAR","ALBITE","NOT GIVEN",69.0889,0,18.69645519,0,0.28220472,0.04107468,0.0053,0,0.1786,11.36159632,0.00154600624277457,0,0,0.0023,0,0,0,0,0,0,0,0
"104",146458,"samp. 15ZB124","FELDSPAR","ALBITE","GRANITE",71.2,0.02,19.72,0.0113,0,0.07,0,0,0.09,10.33,0.01,0,0.009382,0.015,0,0,0,0,0,0,0,0
"105",136593,"samp. PG 06","FELDSPAR","ALBITE","TINGUAITE",67.95,0.1,20.34,0.03,0.2253192,0.01,0.04,0.07,0.12,10.73,0.06,0,0.03,0.1348957,0.07,0,0,0,0,0,0,0
"106",162752,"samp. WA-21","FELDSPAR","ALBITE","ALBITITE",69.62812,0,19.518578,0,0.015388,0.004709,0,0,0.071157,11.833368,0.024,0,1e-05,0.0081,0.003,0,0,0,0,0,0,0
"107",111767,"samp. CARBONATITE","FELDSPAR","ALBITE","CARBONATITE, CALCITE",68.19,1.5945,20.2,0.24,0.52,0.24,0.06,0.043,0.05,11.12,0.1372755,0,0.13755,0.055,0.1,0,0,0,0,0,0,0
"108",78254,"samp. V3","FELDSPAR","ALBITE","TRACHYANDESITE",69.2,0.1,18.96,0.0051,0.3,0.27,0,0,0.09,11.2,0,0,0.045,0,0,0,0,0,0,0,0,0
"109",136401,"samp. QL4-9-1","FELDSPAR","ALBITE","GABBRO",68.263,0.08,19.411,0.12,0.06,0.128,0.1094,0.024,0.056,11.245,0.08309487,0,0.19,0.0121,0.033,0,0,0,0,0,0,0
"110",162778,"samp. EA11","FELDSPAR","ALBITE","ALBITITE",68.421288,0,20.495796,0,0,0.465801,0,0,0.064906,11.425954,0.19,0,1e-05,0,0,0,0,0,0,0,0,0
"111",111784,"samp. SYENITE","FELDSPAR","ALBITE","SYENITE",68.57,0,19.3,0.01,0.19,0.08,0,0.01,0.11,11.96,0.1,0,0,0,0,0,0,0,0,0,0,0
"112",162820,"samp. 17-11","FELDSPAR","ALBITE","GRANITE",65.14,0.01,21.91,0.023,0.02,2.34,0,0,0.13,10.29,0,0,0,0,0.0075,0,0,0,0,0,0,0
"113",100116,"samp. 720_MATRIX","FELDSPAR","ALBITE","CARBONATITE, SILICO",69.74,0.012,19.62,0.044,0.06,0.02,0,0,0.04,11.81,0,0,0,0.03,0.01,0,0,0,0,0,0,0
"114",164517,"samp. ML807-07","FELDSPAR","ALBITE","RHYOLITE",69.179,0,19.829,0.012,0.03,0.199,0,0,0.039,11.904,0,0,0,0.003,0.0053,0,0,0,0,0,0,0
"115",136390,"samp. QL11-2-1","FELDSPAR","ALBITE","SYENITE, NEPHELINE",68.494,0.002,19.147,0,0.11,0.038,0,0,0.069,11.407,0.015,0,0,0,0,0,0,0,0,0,0,0
"116",146500,"samp. 15ZB124-2","FELDSPAR","ALBITE","GRANITE",69.1,0.02,20.16,0.04,0.03,0.51,0.109,0.01,0.02,9.81,0.15,0,0.06,0.01,0.22,0,0,0,0,0,0,0
"117",162764,"samp. EA11","FELDSPAR","ALBITE","ALBITITE",68.51371,0,20.202143,0.01,0,0.257134,0,0,0.075518,10.853491,0.002,0,0,0.01,0,0,0,0,0,0,0,0
"118",138002,"samp. 1159","FELDSPAR","ALBITE","KERSANTITE",66.38,0,21.05,0,0.86,0.29,1.08,0,1.25,9.07,0,0,0,0,0.005,0,0,0,0,0,0,0
"119",136270,"samp. BIOTITE GRANODIORITE","FELDSPAR","ALBITE","GRANODIORITE, BIOTITE",65.94,0.0381,21.44,0.006,0.0557,1.72,0,0.00126620710329907,0.1643,10.07,0.1,0,0.0702,0.012818,0.011,0,0,0,0,0,0,0
"120",162749,"samp. WA-21","FELDSPAR","ALBITE","ALBITITE",69.498436,0,19.797571,0.007,0.015388,0.184326,0,0,0.098534,11.670873,0,0,0,0,0,0,0,0,0,0,0,0
"121",111833,"samp. FS-46","FELDSPAR","ALBITE","BASALT",70.6,0.131,19.31,0.023,0,0.11,0.02,0.01,0.03,10.99,0.02,0,0.025,0,0,0,0,0,0,0,0,0
"122",61743,"samp. XJ-325","FELDSPAR","ALBITE","ANDESITE",65.48,0.038,22.086,0.01,0.457,0.443,0.906,0.004,0.115,11.673,0.0323,0,0,0.005,0.0068,0,0,0,0,0,0,0
"123",164515,"samp. ML807-07","FELDSPAR","ALBITE","RHYOLITE",69.227,0.02,19.883,0.037,0.1319,0.094,0.05,0.024,0.013,11.836,0,0,0,0.004,0.01,0,0,0,0,0,0,0
"124",111780,"samp. SYENITE","FELDSPAR","ALBITE","SYENITE",68.95,0,19.2,0.0239,0.18,0.06,0,0.035,0.11,11.69,0,0,0,0.003,0.002,0,0,0,0,0,0,0
