"","id","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS","SOMA"
"241","465420","samp. 102518","SPINEL","MAGNETITE","BASANITE, SALITE-OLIVINE",0.18,27.61,0.78,0,70.2525,0.07,1.18,1.28,0.02,0.01,0.06,0,0,0,0.017,0,0,0.1624,0,0,0,0,101.6219
"242","465430","samp. 9","SPINEL","MAGNETITE","MELILITITE, OLIVINE",0.18,11.81,11.14,0.14,65.335,0.13,12.48,0.68,0.01,0.023,0,0,0,0,0.03,0,0,0,0,0,0,0,101.958
"243","465431","samp. 11","SPINEL","MAGNETITE","MELILITITE, OLIVINE",0.41,15.26,0.89,0.04,75.99,0.179,5.2,0.91,0.0093,0,0.01,0,0,0,0,0,0,0,0,0,0,0,98.8983
"244","465435","samp. 15","SPINEL","MAGNETITE","MELILITITE, OLIVINE",0.22,21.56,3.96,0.71,63.85,0.2,7.57,0.77,0.015,0.085,0,0,0,0,0.053,0,0,0.05,0,0,0,0,99.043
"245","465444","samp. BD25B","SPINEL","MAGNETITE","MELILITITE, OLIVINE",1.4,16.1,4.2,2.2,64.2,0.37,9.3,0.6,0.09,0.1078696,0.0366666666666667,0,0,0,0.13,0,0,0.076,0,0,0,0,98.8105362666667
"246","465445","samp. BD105","SPINEL","MAGNETITE","MELILITITE",0.102,20,4.2,1.8,68.5,0.04,4.8,0.7,0.016,0.021254,0.01,0,0,0,0.07,0,0,0.07,0,0,0,0,100.329254
"247","465446","samp. JG958","SPINEL","MAGNETITE","MELILITITE",1,15.6,3.6,0.5,67.8,0.2,9,0.3,0.05,0.026,0.02,0,0,0,0.1,0,0,0.026,0,0,0,0,98.222
"248","465449","samp. BD1425","SPINEL","MAGNETITE","UGANDITE",0.111973410884919,17.6,3.7,0,67.8,0.17,8.7,0.7,0.01,0.2,0,0,0,0,0,0,0,0,0,0,0,0,98.9919734108849
"249","465451","samp. BD1414","SPINEL","MAGNETITE","MELILITITE, OLIVINE",1,12.9,1.8,0,74.4,2.1027,4.2,1,0.087,0.05,0.396,0,0,0,0.1,0,0,0.664784,0,0,0,0,98.700484
"250","465456","samp. BD1234","SPINEL","MAGNETITE","MELILITITE, OLIVINE",0.5,8.1,8.3,0,73.6,0.3,9.2,0.2,0.0121,0,0,0,0,0,0.2331,0,0,0.087982403,0,0,0,0,100.533182403
