SAMPLE NAME,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,FeOT,CaO,MgO,MnO,K2O,Na2O,F,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,41.545,3.5,13.494,1.495,4.72,0.041,22.026,0,9.965,0.152,0.314,1.4004609673288786,-0.44511397689574067,-0.054802846865377175,0.1473449581081789,1.839589830861788,-0.667235308873438,-0.7287373708690161,-0.6497743816123654,-0.3917853355529868,0.4243725345789517,-0.09402311010734644
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,39.069,3.645,12.478,1.491,4.794,0,20.676,0.097,9.994,0.153,0.457,1.0978569736904003,-0.22139924740294342,-0.31798301974905396,0.37599482141589424,1.9248448368998692,-0.834597628590112,-0.4329566875082854,-0.5328603153696594,-0.28069866824376083,0.08181545415793265,0.2317581045163672
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,39.767,3.493,12.761,1.554,4.661,0.041,20.86,0.052,9.926,0.16,0.404,1.193227429863184,-0.2640889354338031,-0.18360802573649368,0.3288484455495852,1.9713768345801381,-0.8079946554981371,-0.5681083712444726,-0.5970689555747284,-0.2436273672601236,0.18917462935784563,0.1753879373058331
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,40.35,3.891,13.043,1.643,4.696,0.019,21.74,0.109,9.72,0.129,0.412,1.2411459623588876,-0.15654074949388852,-0.19824220193771486,0.34637067075541805,2.1077596158359873,-0.8283118192172655,-0.6217737265609515,-0.596360008596545,-0.3123838122238539,0.4642089540045531,-0.005303248283242808
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,40.209,3.567,13.155,1.62,4.722,0.031,22.008,0,9.599,0.148,0.369,1.2443173057455714,-0.1764332594731706,-0.07530505415946886,0.4510232072485834,2.0460111984448828,-0.7291764517513714,-0.620080987152804,-0.6569961186039615,-0.19683080225197422,0.4280603469897586,6.804487961101155e-4
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,39.696,4.506,13.325,1.111,5.153,0.035,21.618,0.035,9.664,0.144,0.443,0.8608526438860835,-0.10676350100705531,-0.35203768907629807,0.4695257796339942,1.4319338980967233,-0.5167265151257943,-0.407555504122383,-0.4106140051096435,-0.7058656364984044,0.3820596620043952,-0.03631855811275264
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.045,4.327,13.683,1.102,5.268,0.048,21.985,0.092,8.843,0.114,0.379,0.49433173557198934,0.21284410447119606,-0.0867131305530433,0.9318679968211445,1.509888145952026,-0.43589570325160454,-0.10655157598214338,-0.36684687793834764,-0.4590095330946624,0.5371551947630174,-0.0045045360107610136
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.256,4.426,13.759,1.143,5.36,0.04,22.218,0.016,8.761,0.103,0.288,0.5053219896338714,0.19705832001227064,-0.08883057884410217,1.0007277961177108,1.5500707602018622,-0.4184329290182296,-0.1791597096346848,-0.44286788415038536,-0.46492213778237745,0.632479828056014,-0.049471818546270745
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.938,2.201,13.463,0.031,7.124,0.025,22.302,0.101,9.01,0.083,0.697,0.46020010839973624,-0.37864802384607277,0.3940452226285741,0.5260621624229352,-0.20544619402254494,0.11233751552681062,0.5372233583615521,0.008982446999306698,-0.18681983507533018,0.22831179888517789,-0.021128264107041324
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.894,2.33,14.887,0.035,6.963,0.096,21.357,0.038,8.844,0.149,0.657,0.021849823174191013,-0.22783070706043484,0.48680470911292345,0.8437276243497837,0.022178587004572974,0.28384313439881936,0.580945226402277,0.1195462961625135,-0.2165666684867666,-0.08566211231443234,0.06218841075767269
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.874,2.678,14.83,0.036,6.687,0.012,21.293,0.046,8.976,0.134,0.601,0.027046354440007775,-0.26476703965730697,0.32441875143905846,0.8338823376392527,0.07958085925009391,0.2796312367974335,0.6014035990830126,0.11356138190780729,-0.3658002168637523,-0.07040082768856223,0.07646421385068601
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.532,2.703,15.43,0.013,6.749,0.01,21.198,0.016,8.585,0.116,0.599,-0.15478076338109611,-0.16263248663441596,0.44625352411258123,1.008914387114039,0.09867823346649418,0.40952850526724494,0.633041956554644,0.16913312256975438,-0.30013229107986356,0.07561129937730769,0.05425619185427062
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.194,2.541,16.011,0.013,6.796,0.02,21.446,0.054,8.749,0.132,0.482,-0.08222579768372422,-0.320500582379069,0.5584858645058125,0.8483619370654272,0.12090265909895766,0.4375852307881354,0.5847753753548373,0.13148857739224118,-0.3730238837821679,0.05970727239040227,-0.05089198247090876
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.767,2.56,15.863,0.013,6.668,0.023,21.198,0.135,8.672,0.131,0.501,-0.15662784113765144,-0.23585687560648327,0.5647166528258721,0.8747838432553734,0.1514110329166752,0.3938278399064371,0.6773671819051212,0.1674948625034508,-0.3559220829384203,0.048394002084321174,0.010970918075247558
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,35.704,2.551,15.439,0.061,6.403,0.034,21.435,0,7.967,0.125,0.522,-0.32031594183868894,0.09920307740527279,0.6622682673125267,1.3212951814923373,0.18470844261070574,0.47552401448977877,0.7534399159053549,0.1039128007518148,-0.11088944172287868,0.23449205575549542,0.12186666132702129
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.275,2.386,15.945,0.056,6.741,0.027,22.46,0.042,7.909,0.099,0.585,-0.11920361918960273,-0.001646716724518188,0.8090214560079755,1.1174950369755048,0.11163104107493119,0.5381993384158522,0.6553743283631732,0.12626611854632924,-0.09277426302125144,0.4896657380702122,-0.12771936597894953
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.847,2.73,15.693,0.015,6.545,0.062,22.154,0.027,8.312,0.08,0.558,-0.12400083922783983,-0.09529914184153443,0.5932836331424987,1.1160179674256403,0.08476584235509571,0.424348592273604,0.6415739739934807,0.17704964306660048,-0.30988029555420016,0.2748591825622332,-0.06397538849827417
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.087,2.588,14.698,0.009,6.628,0.046,21.57,0.019,8.812,0.118,0.574,0.04612931003576819,-0.24015385500045364,0.4103265551613796,0.8879969912200707,-0.006734037560880979,0.2919263857976773,0.601614272420341,0.08939207735351329,-0.32779238226605245,0.036570016068741044,0.06645185676965201
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,39.91,2.007,12.1,0,7.074,0.035,22.95,0.123,8.62,0.077,0.744,0.6402703378925149,-0.20777708596607372,0.48444222440778406,0.4876510558986695,-0.4501542766629968,0.05929955887161515,0.5747877814641896,-0.1271306408258247,-0.017275824451572497,0.5729140185879411,0.0038140497544745192
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.325,4.339,13.547,0.824,5.703,0.056,21.462,0.01,9.516,0.133,0.359,0.5218535208077041,-0.11736057358039775,-0.2834563612116991,0.7030099916614138,1.098517837860014,-0.3779336120677588,-0.11703674652440675,-0.3165159756368811,-0.721329729045745,0.19603860288231684,0.020101681722238467
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.395,4.281,13.507,0.863,5.488,0.034,21.251,0.055,9.648,0.12,0.448,0.5920277204432054,-0.15510676299888412,-0.31991599931877734,0.6224430449951187,1.163763839834811,-0.42196037205795855,-0.122431075778784,-0.25376801951353384,-0.7041839151467177,0.15588056571689377,0.05311752682414516
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.352,4.426,13.47,0.908,5.325,0.054,21.227,0,9.733,0.114,0.405,0.6174761074858635,-0.17655303742029274,-0.3791841015381312,0.6656337064448906,1.2248151194759895,-0.4598459003029386,-0.19703711250776318,-0.2828775416124846,-0.7595386820243233,0.1274990186660344,0.06642892419695748
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.187,4.211,13.59,0.71,5.99,0.096,21.517,0.1,9.459,0.137,0.393,0.4387944481992293,-0.08927227787725464,-0.2017375640888943,0.665610323510864,0.9423517296179731,-0.3672866479905317,0.002236299191263197,-0.2482289858277366,-0.7202952232567662,0.16805539213151743,-0.002088794475799044
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.305,2.475,14.253,0,6.664,0.105,21.717,0.049,9.378,0.116,0.487,0.21940301289666533,-0.46437745832026495,0.3161113777058637,0.7144843791240609,-0.062062274144798625,0.10584014577822252,0.5778871629120896,0.04808946296184702,-0.4544531215826736,-0.225686410426372,0.07517772073740481
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.648,2.564,14.552,0,6.682,0.056,21.644,0.065,9.526,0.143,0.529,0.2593020095776346,-0.511373568879364,0.2626713538924387,0.5829797752378683,-0.029216281413923434,0.16368630923743266,0.5330759531327517,0.06332492228168607,-0.5219631115300114,-0.2530881163984701,0.026419292764988327
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.321,2.456,14.633,0,6.643,0.059,21.791,0.118,9.242,0.154,0.636,0.19140491659253847,-0.3486954860783711,0.36253558084609633,0.6558728400982039,-0.015768020528092584,0.2115052740124742,0.6189174121396313,0.11763672148171184,-0.4042445053668704,-0.18902613383367478,0.026800067160518175
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.619,2.085,14.116,0.009,6.865,0.083,22.122,0.111,8.973,0.12,0.737,0.27257568401564775,-0.2889937409243031,0.4854284162553168,0.6951769406706078,-0.11955283044140148,0.17943839228306438,0.6430615347653977,0.11460565762516989,-0.17021209548309146,-0.03210169065636159,0.032712351471041026
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.264,2.649,14.419,0,7.707,0.018,20.813,0.11,8.097,0.146,0.586,-0.23143412158356647,0.060589861746344925,0.5263009726652488,0.9023283467481413,-0.07052945964744514,0.3549601333928271,0.6531401316095714,0.006970239991310301,-0.10234895402543062,0.4303737754509622,0.06650132864656548
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.71,2.687,14.892,0.001,6.543,0.055,21.682,0.017,9.334,0.138,0.482,0.09155528858674644,-0.41669462446340266,0.2766215272056687,0.8228765695225639,0.049640080582433924,0.22422642706715598,0.6044437677034711,0.08757954166471033,-0.5192270617398133,-0.2912754352962684,0.05360043451697169
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.449,2.616,14.991,0,6.85,0.038,21.117,0.066,9.085,0.152,0.364,-0.0853675645233753,-0.35507553149385124,0.3699337774309138,0.857293558241304,0.07962854667975573,0.2504807087925933,0.6737154551995825,0.02891907225227769,-0.44491031062769004,-0.20649861825038623,0.09938994657886871
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.03,2.512,14.181,0,7.371,0.095,21.779,0.063,9.133,0.142,0.473,0.19281274105564034,-0.38532185383250395,0.3695701856911108,0.6280315936953419,-0.12745853961460865,0.1495518248740505,0.5176642057945904,-0.04466109575462773,-0.38546135661709136,-0.004911330898827636,-0.02117160472741239
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.717,2.66,14.177,0.029,7.528,0.081,21.569,0.075,9.132,0.176,0.475,0.12285100944354505,-0.3114881134849035,0.30865494583323294,0.636705531142339,-0.057300916754758166,0.14890268784737357,0.5191060711089495,-0.07139096180739535,-0.3971081230923686,-0.0553747283721534,-0.010137762117775364
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.929,2.462,15.852,0,6.362,0.047,21.737,0.057,8.873,0.18,0.552,-0.008688554281800487,-0.2681888346142831,0.5567669741197808,0.8352191163647174,0.10429152995790499,0.44522535987145917,0.6157020716861104,0.13537518216498462,-0.39472868032187747,-0.10390398517661445,-0.018454720746166872
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.976,2.564,15.83,0,6.281,0.044,21.607,0,8.847,0.185,0.588,-0.008621597469489081,-0.2428134202333705,0.5167917411170586,0.861107699045427,0.09331644907371672,0.4824899102284584,0.5589597894589359,0.13553989781087689,-0.4050962781303207,-0.0812272838122331,-0.0026662478423668083
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.337,2.53,15.628,0,6.223,0.043,21.38,0.099,8.896,0.173,0.484,-0.09495048773699435,-0.24549910976316752,0.5121498109271085,0.8953416348323993,0.14378622913217154,0.37941725209060473,0.7037602109199333,0.13173168628566778,-0.42183689710152444,-0.17391742200458893,0.0735494859323268
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.859,2.712,15.678,0.001,6.245,0.041,21.664,0.06,8.96,0.135,0.541,-0.007733324377533102,-0.2974411709190443,0.44193998641059073,0.867931485937033,0.11525876323834393,0.37305382989557423,0.6123822679068937,0.1744606597359722,-0.4864029971085342,-0.08253390977490495,5.73927214130715e-6
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.317,2.765,14.838,0,6.711,0.053,21.392,0.074,9.252,0.147,0.415,0.07736122941993193,-0.406948201497746,0.31000729724086595,0.7027912861048098,0.026845835661369728,0.21435286285474972,0.5655562466720062,0.030885485018477266,-0.5492111340592595,-0.13779946126707995,0.03410235491525614
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,35.588,2.647,15.702,0.007,6.48,0.089,21.089,0.053,8.694,0.161,0.456,-0.2777260743604739,-0.14475387611519938,0.51624248899906,1.0934444020150749,0.17361477255462376,0.3728367031936493,0.7175703318503727,0.14414936047852805,-0.37835922072598593,-0.1788248060440779,0.1118604066096745
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.769,2.294,13.948,0,6.968,0.086,21.944,0.042,9.003,0.153,0.52,0.22840269273599328,-0.31562634079914687,0.43742843930337005,0.7047728733067659,-0.14404294717202606,0.1863829595437002,0.5808146326252608,-0.05219871166364143,-0.2817268420032947,-0.014117502085210773,0.047509541683006105
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,35.889,2.338,15.673,0.004,7.013,0.054,22.281,0.068,7.778,0.091,0.462,-0.3518054753772996,0.0792954292910161,0.8173440773162745,1.349474794176954,0.08666184973237703,0.4766287981127102,0.8643255288344935,0.11196003319412828,-0.04525529042125387,0.34572126006275855,-0.025705968138574106
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.259,2.498,15.829,0,6.657,0.034,22.004,0.081,8.314,0.071,0.524,-0.2063706448765775,-0.13243410654045798,0.6444738013038716,1.1561291594410241,0.11697687378141537,0.4185457195942934,0.7767965588774016,0.20997348546828276,-0.23881876841447874,0.17300216188887257,-0.022996453924314295
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,35.731,2.588,15.655,0,6.773,0.039,21.712,0.1,8.096,0.07,0.622,-0.3261488607709033,0.02758072058583086,0.6254686387927934,1.2587448592185333,0.12325385232376698,0.41868935750757547,0.8292695872448648,0.26044439594187224,-0.1606512478826332,0.21132793463793959,0.030239992273570437
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.374,2.774,15.455,0.042,6.757,0.102,21.329,0.038,8.876,0.132,0.596,-0.1098008915274113,-0.20387599413202764,0.4020983643919717,0.96036058093222465,0.1417621098547093,0.2949325538322044,0.5779144371932601,0.18395073717831834,-0.3991897250235853,-0.11983443961352089,0.02826666491717733
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.264,2.681,12.749,0.018,8.875,0.024,20.832,0.078,9.507,0.074,0.554,0.2318742180073886,-0.5352761841927234,-0.018708747441559398,0.45275007524482835,-0.23700736841725428,-0.12601014454150522,0.4793401583857692,-0.07183799359020404,-0.3072409968008693,-0.038339875613918994,0.04887701154214015
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.08,2.831,12.838,0.037,9.327,0.038,20.894,0.069,9.607,0.089,0.54,0.18819760377534944,-0.5354328572563392,-0.09318796382507118,0.45571043512926335,-0.19890042628004795,-0.1579707404632891,0.44834920475521967,-0.08924215537510516,-0.3458094620571337,-0.11921100765369982,-0.0055654616827014135
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.569,4.867,13.459,0.01,15.195,0.03,14.506,0.008,9.092,0.355,0.191,-1.3481849938474262,-0.04943994434816146,-0.7217845007594051,0.34484885909052865,-0.0957536141772421,-0.04101517860719153,0.029356460995581535,-0.4534167431984379,-0.49283796887861836,-0.03904618489186955,0.048294674894337
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.837,4.797,13.224,0,14.707,0.028,15.066,0.076,9.069,0.347,0.188,-1.2363094205201954,-0.026914118817469468,-0.6673133493428225,0.3095610064671433,-0.12490104509136968,-0.0711887054283948,0.0996760686967546,-0.45723464278324616,-0.5165586293198283,0.022753277647551903,0.03862104094058029
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,37.423,4.866,12.572,0.005,13.022,0.006,16.387,0.127,9.3,0.359,0.22,-0.8625354964179445,-0.00917370046599253,-0.7057282770907479,0.2224325099772253,-0.1437923424546651,-0.1198517584786502,0.15518346454418047,-0.48678729316554525,-0.6983567902370322,0.017287461185489253,0.05638409852948317
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.237,3.697,13.536,0.45,6.716,0.051,20.987,0.081,9.185,0.137,0.327,0.2557874946702081,-0.1700066569369942,-0.023102209059218115,0.6526553525000405,0.5383074762841897,-0.1719972905321624,0.1881534855185523,-0.2543225975846465,-0.5758514075355229,0.24225060953796806,0.05490765406303369
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,38.701,3.775,13.102,0.304,6.97,0.066,20.991,0.07,9.565,0.133,0.242,0.3290890206448369,-0.3576527297673648,-0.14622064138067423,0.49604744101114084,0.28325055997569365,-0.22013881644858038,0.19089109729231846,-0.28593159434527077,-0.7608985591088153,0.13071683750265536,0.04740093121378726
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.248,5.078,15.14,0.009,19.643,0.13,9.766,0,9.322,0.21,0.066,-2.1716912269429662,-0.5274565440675438,-0.8907963589538508,0.15274125578703995,-0.026927634171421674,-0.21549396496906298,-0.32329025182895865,-0.22454228786506703,-0.36559702138370115,-0.0912877142170794,0.016383403382529554
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.207,5.071,15.479,0,19.756,0.067,9.921,0.026,9.27,0.176,0,-2.2166240855325077,-0.5908669729724847,-0.8721804676531559,0.18373989535734322,0.01265961377219399,-0.18091626783768744,-0.2534054914881246,-0.20324007198272487,-0.3707008072363601,-0.030260123804407235,-0.029293248655316143
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,35.913,5.178,14.991,0.007,19.658,0.04,9.917,0.02,9.253,0.117,0,-2.213214026946269,-0.5906557048447169,-0.971747850153071,0.2852266253392928,0.007533530152224133,-0.2679106058721772,-0.194042852162218,-0.17971067054156475,-0.36020314403106524,0.011805097479309606,0.03412409755237135
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.089,5.252,15.143,0.027,19.312,0.06,10.024,0.016,9.578,0.213,0.114,-2.0889975428806804,-0.571376872179423,-1.039617069031672,0.11485740362899423,0.05261293258736459,-0.2253621428390365,-0.292463112748166,-0.1876123481822073,-0.4684529033063789,-0.210009006619293,0.008866871595456162
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.769,5.124,14.921,0.002,14.124,0.049,14.076,0.072,9.594,0.13,0.181,-1.3003336203617712,-0.503731053565092,-0.7777138082572274,0.3327247562590225,0.07213491308042877,-0.1507734243829011,-0.030723828945521656,-0.04111820629516394,-0.8247830076659473,-0.05459838559728665,0.01569872716829293
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.499,4.684,14.645,0.011,15.906,0.118,13.612,0.122,9.157,0.111,0,-1.5625009887224943,-0.4614890896879729,-0.5688356780931281,0.41631790796115714,-0.005186491111469141,-0.2540449494859449,0.050436175343157086,-0.17500005667728802,-0.5071027937050963,0.08616229282345769,-0.006839583833871107
samp. TK4,"LAMPROITE, DIOPSIDE-PHLOGOPITE",MICA,36.349,4.367,14.596,0,12.488,0,16.385,0.171,9.265,0.318,0.149,-1.0499695494263368,-0.18471536519508838,-0.3951710343923731,0.38882810634552234,0.0874232786399377,0.053539620503887636,0.3063906607502795,-0.2649205503197769,-0.6589822117984332,-0.18456345010235556,0.016406059102267827
samp. FE 3,"HARZBURGITE, XENOLITH",PHLOGOPITE,38.51,0.77,15.95,1.62,3.38,0.03,22.35,0,9.1,0.52,0.25,1.135463604991713,-0.1291705716564917,1.1528978469030209,0.4704225254138655,2.282508958258983,0.006104758824628562,-0.2554741981327421,-0.836846327957302,0.5434698188631598,-0.28125583474012716,0.12248435567067777
samp. FE 4,"HARZBURGITE, XENOLITH",PHLOGOPITE,38.87,0.71,16.65,1.62,3.37,0.01,21.43,0,9.27,0.49,0.35,1.1211625268052716,-0.28940716262335187,1.15079728639587,0.33080737601447,2.331454360388877,0.06212155585040201,-0.36390650275830577,-0.6911891735700014,0.525838226357377,-0.2999831100832302,0.13498232057320556
samp. FE 4,"HARZBURGITE, XENOLITH",PHLOGOPITE,38.25,0.77,16.65,1.53,3.4,0.01,22,0,9.34,0.51,0.36,1.0755531931608016,-0.2543859482225909,1.1060436668396263,0.41636093992131556,2.2424946153849348,0.09795847146630303,-0.23763797997608122,-0.6629942878944826,0.45557422745105003,-0.456975664528389,0.1058511911909621
samp. FE 4,"HARZBURGITE, XENOLITH",PHLOGOPITE,38.49,0.91,17.11,1.69,3.58,0.03,20.67,0.01,8.39,0.89,0.81,0.8285055621359458,0.6227597128926581,1.3380092095840146,0.22958225387869197,2.4518436900759313,0.5493358576295277,-0.5094423312231542,-0.8526394772339937,0.7935858132937327,-0.26107236720991084,0.1303761010228662
samp. FE 9,"HARZBURGITE, XENOLITH",PHLOGOPITE,38.14,0.96,16.95,1.78,3.92,0.01,19.96,0,8.65,0.65,0.33,0.742062101011222,0.15565336619153783,1.2324999519014759,0.4190318155433976,2.615007868788767,0.19975249582322666,-0.4656005193808268,-0.8722887977640481,0.7159793321486358,-0.18313123717369845,0.22615369733784577
samp. 10SC55B,GRANITE,BIOTITE,35.57,3.14,16.74,0.01,20.47,0.05,8.55,0.24,9.65,0.09,0.6,-2.145761683150306,-0.9988122207505041,-0.48542430570037254,-0.13080940658734005,0.08404945428454715,-0.17927692588687583,-0.05945147232572626,0.34553180482197793,0.29751400556724006,-0.5202686185349225,0.06907680723887286
samp. 10SC55B,GRANITE,BIOTITE,35.68,3.07,16.66,0,20.48,0,8.93,0.24,9.75,0.08,0.81,-2.0299133094347543,-1.005464675833937,-0.5577017515908586,-0.18105306767184148,0.053124203677079526,-0.15233262434576697,-0.04292563273175404,0.44353585140244844,0.3512956541435562,-0.561064213519063,0.030491374308670043
samp. 10SC55B,GRANITE,BIOTITE,35.79,2.98,16.53,0.01,19.91,0.02,8.73,0.26,9.75,0.07,0.65,-2.0044642129544274,-1.0575005048519563,-0.47796352726780655,-0.18348193002946828,0.07152888749510447,-0.19479843788499585,-0.02565166480606522,0.37904380024593776,0.3068257914356075,-0.527032798214728,0.11263893353282013
samp. 12SC10,GRANITE,BIOTITE,36.21,3.26,16.58,0.01,20.13,0.03,9.14,0.25,9.72,0.07,0.81,-1.9541557453097416,-0.973991067964044,-0.5589172568497174,-0.21996111372529248,0.040149458081516216,-0.17424238903866124,-0.11281777554880212,0.43804095898772444,0.2626585783950037,-0.4343185030079934,6.596665559569989e-4
samp. 12SC10,GRANITE,BIOTITE,35.8,3.13,16.55,0,20.11,0.03,9.05,0.24,9.61,0.07,0.81,-2.013928804401923,-0.9358511843335718,-0.5124579399494793,-0.13494481722341906,0.03508709891642079,-0.1540115941315688,-0.05205311581237468,0.4440482639925778,0.33742819441468475,-0.45937900694357064,0.04810638737371731
samp. 12SC10,GRANITE,BIOTITE,36.65,2.89,16.52,0.02,20.34,0.02,9.27,0.22,9.77,0.06,0.75,-1.8568689440434554,-1.1091210164118515,-0.46915015353044853,-0.2849231260422948,-4.6216908780035565e-5,-0.17722251010518392,-0.1332779550148128,0.3754798775560967,0.3657602107989157,-0.42501789720351824,-0.014860896454170165
samp. 12SC10,GRANITE,BIOTITE,36.94,2.82,16.3,0,19.24,0.06,9.47,0.24,9.6,0.07,0.41,-1.8237134401173856,-1.1104068646165175,-0.27685046914593375,-0.2337262218383638,-0.026797369337908897,-0.183087233893645,-0.07473692150700793,0.19641621868192477,0.2479739352174849,-0.28336055356997736,0.07644105541385149
samp. 12SC10,GRANITE,BIOTITE,36.79,3,16.47,0.01,19.49,0.02,9.09,0.23,9.74,0.07,0.79,-1.8103596703926286,-1.0499245782171087,-0.46268596438113607,-0.30273575823943116,0.003502912929138017,-0.1389731796567862,-0.14772126208260805,0.4057584151406424,0.2888224593634636,-0.3764166881110932,0.059112153434684137
samp. 12SC10,GRANITE,BIOTITE,36.59,3.11,16.49,0,20.28,0,9.29,0.27,9.78,0.07,0.8,-1.8818331187386632,-1.0424381673397791,-0.5402695507191777,-0.31228558977442084,1.9541747481833724e-4,-0.17427998864541688,-0.10126681183890902,0.410734602856734,0.2919802201391626,-0.41499269792290994,-0.02769972290602082
samp. 12SC10,GRANITE,BIOTITE,35.74,3,16.64,0.01,20.21,0.02,9.09,0.24,9.7,0.07,0.89,-1.9773592476801916,-0.9720649735816898,-0.5189307881822267,-0.16490194873100933,0.05079182642432906,-0.1507603800262393,-0.05118658482124169,0.48895206508873146,0.38706411784426015,-0.5359868660339154,0.03644554014822238
samp. 12SC13,GRANITE,BIOTITE,36.1,3.03,16.52,0.03,19.21,0.03,9.23,0.25,9.68,0.17,0.64,-1.905568313446221,-0.9099175674969686,-0.40792545549331904,-0.23543370168151354,0.09658245775299526,-0.0939603721050831,-0.06670168883591518,0.26388551096835944,0.24572907895898036,-0.521483699668071,0.09720893142795273
samp. 12SC13,GRANITE,BIOTITE,35.72,2.98,16.9,0.01,20.03,0.03,9,0.21,9.65,0.08,0.69,-2.03382633138883,-1.0210464698380861,-0.4362291108410754,-0.11736636561748237,0.08219874260631566,-0.11636139824834776,-0.05700130085809519,0.3985573219552565,0.3338617717630905,-0.5180359095084247,0.05038873685987104
samp. 12SC13,GRANITE,BIOTITE,36.2,2.87,16.65,0.01,20.42,0,9.31,0.21,9.73,0.07,0.92,-1.8935890797839732,-1.0314847744007838,-0.5022095163434884,-0.23086251646405287,0.009797968915167323,-0.12066987277422556,-0.09604034653491887,0.46961052044173074,0.43458782522816397,-0.4999683313867281,-0.01584049039883916
samp. 12SC13,GRANITE,BIOTITE,36.76,3.2,17.01,0.01,20.19,0,8.79,0.26,9.76,0.09,0.64,-1.9718660123346383,-1.0940892989050206,-0.48255795773027377,-0.34340698716828266,0.06998839044141854,-0.1143203959370592,-0.16417104242858788,0.3541069230135734,0.20566235925656387,-0.37625084298548517,-0.02541035253176987
