"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","GROUP"
"3012","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.33,0.8,0.08,0.053,0.182,54.648,0.029,0,0.029,0,42.177,0.00990733785627593,3.707,0.031,"APATITE"
"3013","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.472,0,0.0141055555555556,0.01,0.157,54.744,0.02,0,0,0,41.571,0.171498155550236,3.348,0.055,"APATITE"
"3014","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.74,0.0698,0.000199580928368749,0,0.357,54.37,0.18,0,0,0,40.907,0.056395246463631,3.579,0.047,"APATITE"
"3015","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.885,0,0,0,0.068,55.163,0.02,0,0,0,41.971,0,3.77,0.039,"APATITE"
"3016","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.781,0,0.000243748265374645,0,0.076,54.133,0.01,0,0.023303,0,41.073,0.0656820099898851,3.547,0.051,"APATITE"
"3017","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.306,0,0.01,0,0,55.314,0,0,0,0,41.632,0.0581176244376962,3.606,0.044,"APATITE"
"3018","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.359,0,0.304,0.11,0,55.54,0,0.05,0.022,0,41.907,0.0173881239547217,3.711,0.045,"APATITE"
"3019","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.363,0,0.000137072635887679,0,0.09,54.772,0,0,0,0,41.325,0.192411652403448,3.293,0.05,"APATITE"
"3020","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.765,0,0,0,0.066,55.137,0.137682896821401,0.037,0.01,0,41.798,0.202807381250275,3.316,0.052,"APATITE"
"3021","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.445,0,0,0,0.052,55.364,0,0,0.002,0.021,41.463,0.105473815104875,3.51,0.043,"APATITE"
"3022","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.643,0,0.000124,0,0.129,54.344,0,0,0.1207,0.046,41.094,0.140312982648147,3.394,0.049,"APATITE"
"3023","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.832,0,0,0,0.164,54.321,0,0,0,0,40.409,0.189915079889652,3.273,0.046,"APATITE"
"3024","[19291] TEIBER H. (2015)","samp. GM270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.848,0,0,0,0.092,53.537,0.07,0,0,0,40.804,0.149869855988039,3.352,0.031,"APATITE"
"3025","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.204,0,0,0,0.291,55.585,0.15,0,0,0,42.172,0.22492181929405,3.185,0.23,"APATITE"
"3026","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.266,0.004,0,0.0373,0.138,55.525,0.01,0.083,0,0,41.408,0.227721646231914,3.151,0.243,"APATITE"
"3027","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.56,0.502,0.185,0.073,0,54.737,0.0417,0.052,0.011,0.04,41.336,0.203224640405946,3.182,0.225,"APATITE"
"3028","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.384,0,0,0,0.15,55.294,0,0,0,0.018,41.585,0.281346525020458,3.044,0.223,"APATITE"
"3029","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.413,0,0.019,0.029,0,55.382,0.24,0,0.013,0,41.387,0.325750816684539,2.935,0.235,"APATITE"
"3030","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.283,0,0.01,0.02,0.305,54.796,0.34,0,8e-04,0.03,41.542,0.272233892920464,3.048,0.214,"APATITE"
"3031","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.252,0,0,0,0.377,55.204,0.062,0.081,0,0,42.082,0.265423956649517,3.081,0.246,"APATITE"
"3032","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.118,0,0,0,0.143,56.284,0,0.033,0,0,41.925,0.19729367905977,3.281,0.186,"APATITE"
"3033","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.194,0,0,0,0.1,55.577,0.008,0.041,0,0.037,42.166,0.273620400211093,3.102,0.189,"APATITE"
"3034","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.595,0,0.03,0,0.121,54.681,0.145,0.088,0,0.029,41.918,0.171647333051024,3.27,0.228,"APATITE"
"3035","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.435,0.0142,0,0,0,55.179,0,0.061,0,0,42.072,0.24444738108678,3.11,0.261,"APATITE"
"3036","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.259,0,0.09250213,0,0.091,55.363,0.02,0.088,0.003,0,41.76,0.162983141476415,3.293,0.23,"APATITE"
"3037","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.367,0,0,0,0.086,55.19,0.02,0,0,0,41.877,0.22717603799779,3.165,0.212,"APATITE"
"3038","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.36,0.017,0,0.019,0.118,55.49,0,0.085,0.000622092654117156,0.032,41.822,0.305053133164937,3.007,0.233,"APATITE"
"3039","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.369,0.007,0,0,0,54.986,0.005,0.059,1e-04,0,42.397,0.278935016676781,3.068,0.211,"APATITE"
"3040","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.256,0,0.001109,0.043,0.12,55.049,0,0.034,0,0.04,41.802,0.2888909754335,3.035,0.196,"APATITE"
"3041","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.344,0,0.02,0.023,0.093,55.191,0.01,0.062,0.0037,0.036,41.802,0.314689337064193,2.976,0.223,"APATITE"
"3042","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.499,0,0,0.02,0.208,54.804,0.021,0.048,0.003,0.019,41.887,0.288580016761172,3.037,0.208,"APATITE"
"3043","[19291] TEIBER H. (2015)","samp. GM1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.28,0,0.0017,0,0.121,55.042,0.004,0.042,0.00108820364781161,0,42.274,0.261857297209278,3.087,0.233,"APATITE"
"3044","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.326,0,0.004,0,0.211,54.377,0.02,0,0.01,0.036,41.819,0.303987136875885,3.031,0.104,"APATITE"
"3045","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.121,0.000396129076177588,0,0,0.092,55.819,0,0.035,0,0,42.021,0.141059745127975,3.427,0.104,"APATITE"
"3046","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.152,0,0,0,0,54.667,0,0.038,0,0.031,42.457,0.277242022124897,3.113,0.093,"APATITE"
"3047","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.082,0,0,0,0.095,54.746,0,0,0,0.121,42.008,0.392791529318439,2.778,0.253,"APATITE"
"3048","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.131,0,0,0,0.076,54.47,0,0,0,0.082,42.02,0.323248574337464,2.914,0.252,"APATITE"
"3049","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.147,0,0,0,0.08,54.849,0.028,0,0,0.045,41.857,0.33333279569734,2.912,0.229,"APATITE"
"3050","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.149,0,0.000779,0,0.088,54.877,0.00436569071170592,0.064,0,0.039,41.874,0.305517029652185,2.992,0.199,"APATITE"
"3051","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.184,0,0,0,0.131,55.098,0.00551094572161983,0.064,0,0.064,41.388,0.332255486928107,2.94,0.183,"APATITE"
"3052","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.154,0,0,0,0.04,54.832,0.008,0.065,0,0.028,41.757,0.283392871347456,3.022,0.211,"APATITE"
"3053","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.185,0,0.014,0,0.092,54.486,0,0.046,0,0.029,41.591,0.337251976481452,2.914,0.169,"APATITE"
"3054","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.142,0,0.0102335343576378,0,0.218,53.792,0.14,0,0.000336699028832932,0.104,42.141,0.266373960323809,2.955,0.366,"APATITE"
"3055","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.221,0,0,0,0,54.818,0,0.073,0,0.019,42.027,0.28310370293059,3.096,0.091,"APATITE"
"3056","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",1.132,0.502,0,0.02,0.042,54.954,0.002,0,0.146,0.032,41.699,0.302297713963406,3.09,0.084,"APATITE"
"3057","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.344,0.000219631109705543,0,0,0,55.243,0,0.044,0,0.035,42.241,0.337501913254058,3.017,0.084,"APATITE"
"3058","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.204,0,0,0,0.144,55.048,0,0,0.008,0.028,41.746,0.389581799936773,2.88,0.087,"APATITE"
"3059","[19291] TEIBER H. (2015)","samp. GM378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.17,0.000945673843943318,0.009156,0,0.051,55.17,0,0,0,0.04,42.381,0.341819932996095,2.999,0.092,"APATITE"
"3060","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.225,0,0,0,0.202,54.794,0,0,0,0.019,41.642,0.191386611301216,3.293,0.068,"APATITE"
"3061","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.186,0,0.002,0,0,55.05,0,0.033,0,0.034,41.536,0.269370316604002,3.129,0.072,"APATITE"
"3062","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.228,0,0.000849129565087198,0,0.063,55.168,0,0.062,0,0,42.475,0.270329919043882,3.168,0.069,"APATITE"
"3063","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.765,0.01,0.008,0,0.364,55.061,0.18,0,0.078722,0.025,41.427,0.290274143939754,3.108,0.078,"APATITE"
"3064","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.581,0.0788825459364904,0.023,0.01,0.117,54.301,0.174748,0,0.117,0.02,41.511,0.416922416605793,2.81,0.061,"APATITE"
"3065","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.228,0,0,0,0.089,55.102,0,0,0,0.018,42.24,0.384970680605791,2.921,0.055,"APATITE"
"3066","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.477,0.017,0,0.005,0,55.354,0.0036,0.046,0,0,41.802,0.406817447302955,2.879,0.056,"APATITE"
"3067","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.233,0,0,0,0.064,54.986,0,0,0,0.022,41.933,0.503766238502678,2.657,0.052,"APATITE"
"3068","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.214,0,0,0,0.055,54.793,0.01,0.041,0,0,42.129,0.468257070391175,2.727,0.053,"APATITE"
"3069","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.486,0,0.01,0.02,0.056,55.059,0.012,0.045,0.001,0.053,41.48,0.430469175762813,2.812,0.056,"APATITE"
"3070","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.264,0,0,0,0.076,55.189,0.01,0.068,0,0.036,41.968,0.321110317730845,3.06,0.048,"APATITE"
"3071","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.214,0,0.05,0.049,0.075,55.105,0.06,0,0.008,0.032,42.229,0.452182996976476,2.788,0.041,"APATITE"
"3072","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.176,0,5.25650664359846e-05,0,0.076,56.034,0,0.051,0,0.041,42.044,0.490020854687275,2.746,0.041,"APATITE"
"3073","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.118,0.017,0,0,0,55.547,0,0.086,0,0.049,42.255,0.431479614608106,2.851,0.038,"APATITE"
"3074","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.29,0,0,0,0.083,55.082,0.025,0,0.01,0.028,42.01,0.442869014367405,2.79,0.062,"APATITE"
"3075","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.38,0.07,0,0,0.147,54.662,0.048,0.033,0,0.031,41.563,0.371644573974332,2.905,0.081,"APATITE"
"3076","[19291] TEIBER H. (2015)","samp. GM18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.314,0,0,0.0373,0.068,55.423,0.0019,0.045,0,0.025,41.532,0.317543648607222,3.072,0.03,"APATITE"
"3077","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.524,0,0,0.032,0,54.575,0.16,0,0.067,0,41.782,0.215005323952266,3.256,0.055,"APATITE"
"3078","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.606,0.0559,0.007,0.058,0.044,54.507,0,0.039,0.04,0.033,41.435,0.336553933367952,2.997,0.055,"APATITE"
"3079","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.59,0.00522865978224394,0.064223,0.14,0,54.692,0,0.064,0.01,0.021,41.545,0.163267073497728,3.401,0,"APATITE"
"3080","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.324,0,0,0,0,55.263,0.0016,0,0.000260235681680321,0.029,41.788,0.216244656575847,3.297,0.011,"APATITE"
"3081","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.723,0,0.01,0.0074,0.521,54.391,0.033306,0,0.008,0.028,41.535,0.136057844142095,3.46,0.009,"APATITE"
"3082","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.09,0.02,0.001,0.029,0.202,55.329,0.008,0.046,0,0.02,42.518,0.265264614443148,3.221,0,"APATITE"
"3083","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.181,0.0522,0,0,0.198,55.475,0.005,0,0,0,41.665,0.356586931544533,3.01,0,"APATITE"
"3084","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.459,0.00303184772845037,0.023,0,0.335,55.198,0,0.072,0.0031,0.018,41.566,0.311582946725566,3.108,0.007,"APATITE"
"3085","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.578,0,0.01,0,0.217,54.621,0,0,0,0.017,41.841,0.252298865184645,3.209,0.018,"APATITE"
"3086","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.526,0.015,0,0,0.118,55.245,0.005,0,0.0717,0,41.634,0.267330647732157,3.192,0.018,"APATITE"
"3087","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.553,0.000444892942367944,0.02,0,0.082,55.224,0,0,0.00477026858618098,0,41.457,0.256512876448508,3.215,0.008,"APATITE"
"3088","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.597,0,0.009119,0.014,0.212,55.311,0,0,0.05,0.025,41.628,0.159377659179597,3.443,0,"APATITE"
"3089","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.581,0,0,0,0.122,54.958,0,0.034,0.002,0,41.872,0.141415350485411,3.462,0.007,"APATITE"
"3090","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.534,0,0,0,0.103,55.244,0,0,0.009,0,41.363,0.22057367753089,3.287,0.012,"APATITE"
"3091","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.36,0.094,0,0,0.33,54.891,0,0.032,0.00244402342060314,0.05,42.218,0.195254329484938,3.359,0,"APATITE"
"3092","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.837,0.001,0,0.029,0.475,54.93,0.021,0,0.02,0.03,41.566,0.165012144649266,3.417,0.015,"APATITE"
"3093","[19291] TEIBER H. (2015)","samp. GM393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.317,0.01,0,0.017,0.163,55.449,0,0.032,0,0,41.835,0.206089946222068,3.332,0.01,"APATITE"
"3094","[19291] TEIBER H. (2015)","samp. KOVD-10","INTRAPLATE VOLCANICS","BALTIC SHIELD - PALEOZOIC / BELOMORIAN PROVINCE / KOVDOR MASSIF",NA,67.5667,67.5667,30.4833,30.4833,"subaerial",NA,NA,"PHOSCORITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.029,0.012,0.002,0.008,0.05,55.483,0.00627083068662622,0,0.023,0.086,42.366,1.11144617329244,1.449,0.004,"APATITE"
