"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","RB2O(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","S2(WT%)","LOI(WT%)","O(WT%)","SI(WT%)","AL(WT%)","FE(WT%)","MG(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM)","P(PPM)","S(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","U(PPB)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HE3_HE4(R/R(A))","AR36_AR39","AR37_AR39","AR38_AR39","AR40_AR39","PB210_TH230_ACT","RA226_TH230_ACT","RA226_U238_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D13C(‰PDB)","D18O(‰)","D18O(‰SMOW)","D18O(‰VSMOW)","D34S(‰CDT)","D56FE(‰IRMM-014)","D57FE(‰IRMM-014)","ALBITE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","KALSILITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPHELINE(MOL%)","ORTHOCLASE(MOL%)","QUARTZ(MOL%)","AGE(KA)","AGE(MA)",
"[962] WOLFF J. A. (1987)","samp. S1/2","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","158","","rim","","primary","37.58","","","30.49","","","","","","0.6","","","","","","","","","","","","","0.38","25.83","","","","","","","","6.69","","","","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[962] WOLFF J. A. (1987)","samp. S1/2","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","159","","core","","primary","37.15","","","30.03","","","","","","0.76","","","","","","","","","","","","","0.33","25.51","","","","","","","","6.68","","","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[962] WOLFF J. A. (1987)","samp. S3/2","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","429","","","","primary","37.7","","","31.11","","","","","","0.69","","","","","","","","","","","","","0.56","23.93","","","","","","","","5.85","","","","2.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[962] WOLFF J. A. (1987)","samp. S1/4","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","1025","","","","primary","37.45","","","30.12","","","","","","0.62","","","","","","","","","","","","","0.53","24.06","","","","","","","","6.82","","","","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[962] WOLFF J. A. (1987)","samp. SX3","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","1082","","core","","primary","37.24","","","29.86","","","","","","0.68","","","","","","","","","","","","","0.69","25.55","","","","","","","","6.8","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[962] WOLFF J. A. (1987)","samp. SX3","OCEAN ISLAND","CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA","","28.3","28.3","-16.6","-16.6","subaerial","","","SYENITE, NEPHELINE","","","","extensively altered","SODALITE","1083","","rim","","primary","36.98","","","30","","","","","","0.84","","","","","","","","","","","","","0.76","24.6","","","","","","","","6.66","","","","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1216] HOERNLE K. A. (1991)","samp. CF3","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX","ESQUINZO COMPLEX, BARRANCO DE ESQUINZO","28.61","28.61","-14.3","-14.3","subaerial","","","IJOLITE","","","","extensively altered","NEPHELINE","","","","","primary","47.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5","1761.3","","","","","","","","","","","42.41","6.33","","","","","","","","","","","","","11.13","1.9","0.64","","","0.512847","0.09","0.703391","0.14","19.726","15.581","","39.566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1216] HOERNLE K. A. (1991)","samp. CF1","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX","ESQUINZO COMPLEX, BARRANCO DE ESQUINZO","28.61","28.61","-14.3","-14.3","subaerial","","","IJOLITE","","","","extensively altered","NEPHELINE","","","","","primary","49.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.2","2233","","","","","","","","","","","27.56","4.08","","","","","","","","","","","","","1.58","0.13","0.13","","","0.51288","0.09","0.703321","0.06","19.761","15.607","","39.646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1216] HOERNLE K. A. (1991)","samp. CF12","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX","ESQUINZO COMPLEX, DIKE, 100 M SOUTH FROM MOUTH OF BARRANCO DE ESQUINZO","28.38","28.38","-14.47","-14.47","subaerial","","","IJOLITE","","","","extensively altered","NEPHELINE","","","","","primary","41.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2","2268.2","","","","","","","","","","","0.32","0.03","","","","","","","","","","","","","1.49","0.07","0.09","","","0.512878","0.06","0.703375","0.02","19.641","15.582","","39.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1216] HOERNLE K. A. (1991)","samp. CF4","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX","ESQUINZO COMPLEX, BARRANCO DE ESQUINZO","28.61","28.61","-14.3","-14.3","subaerial","","","IJOLITE","","","","extensively altered","NEPHELINE","","","","","primary","41.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3","2281","","","","","","","","","","","44.13","7.66","","","","","","","","","","","","","1.77","0.58","0.93","","","0.512885","0.1","0.703321","0.06","19.845","15.619","","39.663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1216] HOERNLE K. A. (1991)","samp. CF2","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA / BASAL COMPLEX","ESQUINZO COMPLEX, BARRANCO DE ESQUINZO","28.61","28.61","-14.3","-14.3","subaerial","","","SYENITE","","","","extensively altered","NEPHELINE","","","","","primary","57.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","1527","","","","","","","","","","","8.47","1.63","","","","","","","","","","","","","1.23","0.15","0.23","","","0.512851","0.12","0.703297","0.03","19.692","15.608","","39.548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1346] TAYLOR H. P. JR. (1968)","samp. VESUV4","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","","40.821","40.821","14.426","14.426","subaerial","","","PHONOLITE, LEUCITE","","","","","LEUCITE","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","","","","","","","","","","","",
"[1346] TAYLOR H. P. JR. (1968)","samp. PC4","","","","","","","","","","","SYENITE, NEPHELINE","","","","","NEPHELINE","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","","","","","","","","",
"[1346] TAYLOR H. P. JR. (1968)","samp. MN-6-3","","","","","","","","","","","SYENITE","","","","","LEUCITE","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","","","","","","","","","","","","","","",
"[1355] WHITE R. W. (1966)","samp. 57B.1","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU","ROAD CUT AT MIDDLE ST. - FREEWAY (KING ST.) INTERSECTION, KAMANAIKI(?) UNIT","21.34","21.34","-157.85","-157.85","subaerial","","","MELILITITE, OLIVINE-NEPHELINE","","","","","NEPHELINE","","groundmass","","","primary","","","","","","","","","","","","","0.1","","","","","","","","","","5.2","18.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1482] BROUSSE R. (1980)","samp. TU4","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TUNAROTU (MOUNT TERATEA)","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","NEPHELINE","","phenocryst","","","primary","45.02","","","32.22","","","","","","","","1.24","0.02","","","","","","","","","","","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1482] BROUSSE R. (1980)","samp. TU4","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TUNAROTU (MOUNT TERATEA)","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","NEPHELINE","","microcryst","","","primary","44.11","","","33.75","","","","","","","","0.91","0.04","","","","","","","","","","4.82","16.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1482] BROUSSE R. (1980)","samp. TU9","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TUNAROTU (MOUNT TERATEA)","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","NEPHELINE","","microcryst","","","primary","49.02","","","30.83","","","","","","","","0.74","0.66","","","","","","","","","","2.88","15.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.03","","74.36","","15.61","","",
"[1482] BROUSSE R. (1980)","samp. 5","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI","","-23.38","-23.38","-149.45","-149.45","subaerial","","","BASALT","","","","","NEPHELINE","","","","","primary","47.48","","","30.64","","","","","","1.65","","","","","","","","","","","","","4.11","16.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.92","","75.23","","10.75","","",
"[1482] BROUSSE R. (1980)","samp. 6","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI","","-23.38","-23.38","-149.45","-149.45","subaerial","","","BASALT","","","","","SODALITE","","","","","primary","39.14","","","31.59","","","","","","1.16","","","","","","","","","","","","","0.04","24.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1482] BROUSSE R. (1980)","samp. TU31","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","MONT PANE, DIKE","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","ANALCIME","","groundmass","","","primary","48.01","","","29.28","","","","","","1.42","","","2.94","","","","","","","","","","3.98","11.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.92","","62.95","","27.13","","",
"[1482] BROUSSE R. (1980)","samp. TU23","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TAITA, DIKE","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","NEPHELINE","","","","","primary","46.65","","","31.76","","","","","","","","0.49","1.44","","","","","","","","","","3.36","16.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.63","","77.41","","10.96","","",
"[1482] BROUSSE R. (1980)","samp. 107S","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","BETWEEN MONT PANE AND TAITA, DIKE","-23.39","-23.39","-149.47","-149.47","subaerial","290","290","BASALT","","","","","NEPHELINE","","","","","primary","45.66","","","33.4","","","","","","0.62","","","0.69","","","","","","","","","","3.97","16.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.68","","77.38","","8.94","","",
"[1482] BROUSSE R. (1980)","samp. TU20","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TAITA","-23.39","-23.39","-149.47","-149.47","subaerial","","","BASALT","","","","","ANALCIME","","","","","primary","53.99","","","23.13","","","","","","0.57","","0.94","1.44","0.17","0.02","","","","","","","","1.96","10.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1482] BROUSSE R. (1980)","samp. 110V","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","TERRE DE RERETII","-23.39","-23.39","-149.47","-149.47","subaerial","220","220","BASALT","","","","","ANALCIME","","","","","primary","50.24","","","31.86","","","","","","","","0.44","0.93","","","","","","","","","","2.88","14.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.37","","69.12","","20.51","","",
"[1498] MARQUES L. S. (1999)","samp. TR-100","OCEAN ISLAND","TRINDADE-VITORIA RISE / TRINDADE","","-20.5","-20.5","-29.3","-29.3","subaerial","","","ANKARATRITE","","","","","NEPHELINE","","","","","primary","43.11","0.13","","32.56","","","","","1.86","","","","0.93","0.1","0.02","","","","","","","","7.63","12.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[1498] MARQUES L. S. (1999)","samp. TR-101","OCEAN ISLAND","TRINDADE-VITORIA RISE / TRINDADE","","-20.5","-20.5","-29.3","-29.3","subaerial","","","ANKARATRITE","","","","","NEPHELINE","","","","","primary","42.03","0.08","","33.25","","","","","1.61","","","","","0.13","","","","","","","","","9.01","13.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
