"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","O(WT%)","MG(WT%)","K(WT%)","MG(PPM)","AL(PPM)","AR40(MOL/G)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","AU(PPM)","TH(PPM)","U(PPM)","SR87_SR86","RB87_SR86","D18O(‰SMOW)","D18O(‰VSMOW)","DD(‰)","DD(‰VSMOW)","AGE(MA)",
"[307] HAY R. L. (1968)","samp. 4","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","TANTALUS CRATER, ROUND TOP","21.34","21.34","-157.85","-157.85","subaerial","116","116","BASALT, ALKALINE","","","","extensively altered","PALAGONITE","","","","","secondary","41.4","4.1","7.2","","13.1","","","","3.5","6","","","","","3","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[307] HAY R. L. (1968)","samp. 5","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","TANTALUS CRATER, ROUND TOP","21.34","21.34","-157.85","-157.85","subaerial","116","116","BASALT, ALKALINE","","","","extensively altered","PALAGONITE","","","","","secondary","49.4","5","5.5","","16.2","","","","6.1","2.7","","","","","2.9","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[307] HAY R. L. (1968)","samp. 6","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","SALT LAKE CRATER","21.34","21.34","-157.92","-157.92","subaerial","","","THOLEIITE","","","","extensively altered","PALAGONITE","","","","","secondary","45.5","3.7","10.8","","15.4","","","","2.4","3.8","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 430A-4-2","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / OJIN / SITE 430 / POST-SHIELD STAGE","HOLE 430A","37.9882","37.9882","-170.5977","-170.5977","subaquatic","-1486","-1486","HAWAIITE","MASSIVE, SUBTRACHYTIC","0.11","0.118","slightly altered","CLAY MINERAL","","groundmass","","","secondary","44.5","0.13","5.3","","","","","14","0.02","14.1","","","","","0.67","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 430A-6-3","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / OJIN / SITE 430 / POST-SHIELD STAGE","HOLE 430A","37.9882","37.9882","-170.5977","-170.5977","subaquatic","-1486","-1486","HAWAIITE","MASSIVE, TRACHYTIC","0.052","0.063","slightly altered","CLAY MINERAL","","groundmass","","","secondary","34.5","0.1","8.5","","","","","21.8","0.14","16","","","","","0.21","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 430A-6-4,7-15","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / OJIN / SITE 430 / POST-SHIELD STAGE","HOLE 430A","37.9882","37.9882","-170.5977","-170.5977","subaquatic","-1486","-1486","HAWAIITE","MASSIVE, SUBTRACHYTIC","0.007","0.015","slightly altered","CLAY MINERAL","430A_RB","","","","secondary","43","0.02","5.6","","","","","17","0.05","17.6","","","","","1.1","1.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 430A-6-4,7-15","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / OJIN / SITE 430 / POST-SHIELD STAGE","HOLE 430A","37.9882","37.9882","-170.5977","-170.5977","subaquatic","-1486","-1486","HAWAIITE","MASSIVE, SUBTRACHYTIC","0.007","0.015","slightly altered","CLAY MINERAL","430A_I","groundmass","","","secondary","38","0.06","8.8","","","","","22.2","0.15","17.2","","","","","0.07","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 430A-6-4,140-150","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / OJIN / SITE 430 / POST-SHIELD STAGE","HOLE 430A","37.9882","37.9882","-170.5977","-170.5977","subaquatic","-1486","-1486","THOLEIITE","MASSIVE GLOMEROPORPHYRITIC, INTERGRANULAR","0.14","0.15","slightly altered","CLAY MINERAL","","groundmass","","","secondary","47","0.15","4.5","","","","","20.6","0.34","13","","","","","0.58","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 432A-3-2","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / NINTOKU / SITE 431 / POST-SHIELD STAGE","HOLE 432A","41.3338","41.3338","-170.379","-170.379","subaquatic","-1320","-1320","BASALT, ALKALINE","MASSIVE PORPHYRITIC","0.12","0.126","slightly altered","CLAY MINERAL","","groundmass","","","secondary","47.2","0.07","4","","","","","18.1","0.2","14.2","","","","","0.65","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 432A-5-2","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / NINTOKU / SITE 431 / POST-SHIELD STAGE","HOLE 432A","41.3338","41.3338","-170.379","-170.379","subaquatic","-1320","-1320","BASALT, ALKALINE","MASSIVE PORPHYRITIC, OPHITIC","0.057","0.066","slightly altered","CLAY MINERAL","","groundmass","","","secondary","38.8","0.14","6.4","","","","","21","0.19","15.6","","","","","0.18","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 55-433A-21-4","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / SUIKO / SITE 433 / SHIELD STAGE","HOLE 433A","44.7772","44.7772","-170.0205","-170.0205","subaquatic","-1862","-1862","BASALT, ALKALINE","MASSIVE PORPHYRITIC","0.129","0.138","slightly altered","CLAY MINERAL","","groundmass","","","secondary","38.6","0.14","6.7","","","","","23.9","0.16","13.4","","","","","0.17","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 433B-5-2","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / SUIKO / SITE 433 / POST-SHIELD STAGE","HOLE 433B","44.7772","44.7772","-170.0205","-170.0205","subaquatic","-1874","-1874","BASALT, ALKALINE","MASSIVE PORPHYRITIC","0.061","0.068","slightly altered","CLAY MINERAL","","groundmass","","","secondary","40.2","0.12","5.3","","","","","18.3","0.08","12.4","","","","","0.34","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 55-433C-15-6","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / SUIKO / SITE 433 / SHIELD STAGE","HOLE 433C","44.7772","44.7772","-170.0205","-170.0205","subaquatic","-1874","-1874","THOLEIITE","MASSIVE MICROPORPHYRITIC","0.016","0.031","slightly altered","CLAY MINERAL","","groundmass","","","secondary","45.1","0.17","6.3","","","","","15.5","0.29","14.2","","","","","0.09","2.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[421] DALRYMPLE G. B. (1980)","samp. 55-433C-28-2","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / SUIKO / SITE 433 / SHIELD STAGE","HOLE 433C","44.7772","44.7772","-170.0205","-170.0205","subaquatic","-1874","-1874","THOLEIITE","MASSIVE PORPHYRITIC","0.073","0.08","slightly altered","CLAY MINERAL","","groundmass","","","secondary","45.9","0.34","4.3","","","","","15.4","0.48","15.3","","","","","0.14","1.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-53-12","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / YURYAKU / DREDGE 53D / POST-SHIELD STAGE","","32.71","32.71","-172.2","-172.2","subaquatic","","","BASALT, ALKALINE","","","","slightly altered","SAPONITE","","","","","secondary","46.3","","0","","","","15.1","","0.3","14.6","","","","","2.37","1.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-55-25","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / DAIKAKUJI / DREDGE 55D / POST-SHIELD STAGE","","32.14","32.14","-172.26","-172.26","subaquatic","-1259","-1360","BASALT, TRANSITIONAL","INTERGRANULAR TO INTERSERTAL, NONVESICULAR","","","","SAPONITE","","","","","secondary","44.5","","6.1","","","","12.3","","0.38","6.8","","","","","3.59","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-55-29","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / DAIKAKUJI / DREDGE 55D / SHIELD STAGE","","32.12","32.12","-172.28","-172.28","subaquatic","","","THOLEIITE","INTERSERTAL, NONVESICULAR","","","extensively altered","SAPONITE","","","","","secondary","48","","2.1","","","","10.1","","0.43","17.8","","","","","2.2","0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-20","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERGRANULAR TO INTERSERTAL, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-20 G1","","","","secondary","21.5","2.9","6.4","","","","17.3","","22.5","1.1","","","","","1.66","1.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-20","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERGRANULAR TO INTERSERTAL, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-20 G2","","","","secondary","38.3","1.4","9.6","","","","11.4","","19.8","1.2","","","","","1.81","4.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-20","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERGRANULAR TO INTERSERTAL, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-20 G3","","","","secondary","42.3","1.9","10.8","","","","13.7","","13.1","1.6","","","","","2.31","4.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-21","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERSERTAL TO INTERGRANULAR, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-21 G1","","","","secondary","41.7","1.3","12.1","","","","9.1","","15.9","0.6","","","","","2.19","4.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-21","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERSERTAL TO INTERGRANULAR, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-21 G2","","","","secondary","32.2","3.6","6.6","","","","17.1","","16.3","1.8","","","","","1.72","1.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-51-21","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 51D / POST-SHIELD STAGE","","33.69","33.69","-171.55","-171.55","subaquatic","-1304","-1564","BASALT, ALKALINE","INTERSERTAL TO INTERGRANULAR, VESICULAR","","","slightly altered","MONTMORILLONITE","A7-51-21 G1","","","","secondary","50","0","9.9","","","","16.4","","0.61","2.6","","","","","3.41","0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-52-50","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / KINMEI / DREDGE 52D / POST-SHIELD STAGE","","33.73","33.73","-171.6","-171.6","subaquatic","-877","-1008","BASALT, ALKALINE","INTERGRANULAR, VESICULAR","","","slightly altered","MONTMORILLONITE","","","","","secondary","49.6","","16.6","","","","1.3","","3.48","0","","","","","3.99","4.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-53-11","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / YURYAKU / DREDGE 53D / POST-SHIELD STAGE","","32.71","32.71","-172.2","-172.2","subaquatic","","","BASALT, ALKALINE","","","","slightly altered","MONTMORILLONITE","","","","","secondary","59.4","0.3","16.3","","","","3.9","","3.53","1.1","","","","","4.66","5.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-53-12","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / YURYAKU / DREDGE 53D / POST-SHIELD STAGE","","32.71","32.71","-172.2","-172.2","subaquatic","","","BASALT, ALKALINE","","","","slightly altered","MONTMORILLONITE","A7-53-12 G1","","","","secondary","35.5","0.4","5.8","","","","32.1","","0.35","8.8","","","","","1.46","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-53-12","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / YURYAKU / DREDGE 53D / POST-SHIELD STAGE","","32.71","32.71","-172.2","-172.2","subaquatic","","","BASALT, ALKALINE","","","","slightly altered","MONTMORILLONITE","A7-53-12 G2","","","","secondary","51.4","","7.3","","","","13.8","","0.41","12","","","","","3.98","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-55-25","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / DAIKAKUJI / DREDGE 55D / POST-SHIELD STAGE","","32.14","32.14","-172.26","-172.26","subaquatic","-1259","-1360","BASALT, TRANSITIONAL","INTERGRANULAR TO INTERSERTAL, NONVESICULAR","","","","MONTMORILLONITE","","","","","secondary","50.1","","4.45","","","","12.3","","0.46","15.2","","","","","3.33","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[425] DALRYMPLE G. B. (1976)","samp. A7-55-29","SEAMOUNT","HAWAIIAN-EMPEROR CHAIN / DAIKAKUJI / DREDGE 55D / SHIELD STAGE","","32.12","32.12","-172.28","-172.28","subaquatic","","","THOLEIITE","INTERSERTAL, NONVESICULAR","","","extensively altered","MONTMORILLONITE","","","","","secondary","47.8","","3.8","","","","14.3","","0.52","15.5","","","","","2.9","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[652] FURNES H. (1980)","samp. 17-SM","OCEAN ISLAND","AZORES / SANTA MARIA","BEDDED PILLOW LAVA/HYALOCLASTITE DEPOSIT","36.97","36.97","-25.12","-25.12","subaerial","","","BASALT, ALKALINE, OLIVINE","","","","slightly altered","PALAGONITE","","","","","secondary","40.5","2.45","11.5","","","8.1","","4.41","7.03","10.65","0.17","","","","0.79","2.03","0.27","12.67","","","","","","","","","","","","","","","","249","591","","","","208","","","34","347","24","179","39","","","306","47","64","","35","","","","","","","","","","","","","","","","","","","","","","",
"[652] FURNES H. (1980)","samp. 25-SM","OCEAN ISLAND","AZORES / SANTA MARIA","BEDDED PILLOW LAVA/HYALOCLASTITE DEPOSIT","36.97","36.97","-25.12","-25.12","subaerial","","","BASALT, ALKALINE, OLIVINE","","","","slightly altered","PALAGONITE","","","","","secondary","44","2","11.8","","","9.47","","2.28","4.88","7.83","0.15","","","","1.26","2.1","0.17","14.43","","","","","","","","","","","","","","","","151","552","","","","284","","","69","167","22","219","51","","","423","32","67","","32","","","","","","","","","","","","","","","","","","","","","","",
"[652] FURNES H. (1980)","samp. 27-SM","OCEAN ISLAND","AZORES / SANTA MARIA","BEDDED PILLOW LAVA/HYALOCLASTITE DEPOSIT","36.97","36.97","-25.12","-25.12","subaerial","","","BASALT, ALKALINE, OLIVINE","","","","slightly altered","PALAGONITE","","","","","secondary","42","1.85","12.3","","","10.07","","1.92","4.69","7.36","0.19","","","","1.26","1.72","0.17","16.99","","","","","","","","","","","","","","","","151","521","","","","239","","","71","143","21","223","51","","","411","32","75","","34","","","","","","","","","","","","","","","","","","","","","","",
"[930] BREY G. P. (1980)","samp. GC84","OCEAN ISLAND","CANARY ISLANDS / GRAN CANARIA / ROQUE NUBLO FORMATION","","28","28","-15.6","-15.6","subaerial","","","TEPHRITE","","","","slightly altered","CLAY MINERAL","","","","","secondary","45","","28.4","","","","5.7","","1","1.4","","","","","0.4","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[996] ALIBERT C. (1991)","samp. 119-738C-119-738C-36R-1,140-144","OCEANIC PLATEAU","KERGUELEN PLATEAU / SOUTHERN KERGUELEN PLATEAU / SITE 738","HOLE 738C","-62.709","-62.709","82.7875","82.7875","subaquatic","-2263","-2263","THOLEIITE","APHYRIC, INTERGRANULAR TO INTERSERTAL","","","slightly altered","CLAY MINERAL","","","core","","secondary","53.26","","2.44","","","","16.88","","0.21","7.44","","","","","8.41","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[996] ALIBERT C. (1991)","samp. 119-738C-119-738C-36R-1,140-144","OCEANIC PLATEAU","KERGUELEN PLATEAU / SOUTHERN KERGUELEN PLATEAU / SITE 738","HOLE 738C","-62.709","-62.709","82.7875","82.7875","subaquatic","-2263","-2263","THOLEIITE","APHYRIC, INTERGRANULAR TO INTERSERTAL","","","slightly altered","CLAY MINERAL","","","rim","","secondary","48.33","","4.63","","","","14.49","","0.89","17.08","","","","","0.52","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[996] ALIBERT C. (1991)","samp. 119-738C-119-738C-36R-1,140-144","OCEANIC PLATEAU","KERGUELEN PLATEAU / SOUTHERN KERGUELEN PLATEAU / SITE 738","HOLE 738C","-62.709","-62.709","82.7875","82.7875","subaquatic","-2263","-2263","THOLEIITE","APHYRIC, INTERGRANULAR TO INTERSERTAL","","","slightly altered","CLAY MINERAL","","","core","","secondary","56.82","","3.95","","","","21.33","","0.61","4.74","","","","","6.32","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[996] ALIBERT C. (1991)","samp. 119-738C-119-738C-36R-1,140-144","OCEANIC PLATEAU","KERGUELEN PLATEAU / SOUTHERN KERGUELEN PLATEAU / SITE 738","HOLE 738C","-62.709","-62.709","82.7875","82.7875","subaquatic","-2263","-2263","THOLEIITE","APHYRIC, INTERGRANULAR TO INTERSERTAL","","","slightly altered","CLAY MINERAL","","","","","secondary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45","","1.24","0.33","0.106","0.43","","0.6","","0.45","","0.47","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","40.2","","6.47","","","","","18.4","0.06","13","","","","","0.27","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","38.3","","5.93","","","","","18.1","0.15","12.1","","","","","0.13","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","39.1","","5.65","","","","","18.1","0.13","13.3","0.08","","","","0.17","2.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","35.9","0.03","6.7","","","","","18.8","0.17","12.5","0.2","","","","0.18","2.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","39.9","","8.2","","","","","20.4","","13","","","","","2.81","0.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","39.5","0.11","7.52","","","","","19.5","0.29","12.4","0.16","","","","2.89","0.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","39.5","0.29","6.94","","","","","18.2","0.21","12.1","0.11","","","","3.23","0.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[998] FREY F. A. (1991)","samp. 121-756D-7R-3,50-54","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 756","HOLE 756D","-27.355","-27.355","87.597","87.597","subaquatic","-1524","-1524","BASALT","MICROPHYRIC, FINELY HOLOCRYSTALLINE, SPARSELY AMYGDALOIDAL, FLOW-TEXTURED","","","moderately altered","SAPONITE","","","","","secondary","38.6","0.16","7.58","","","","","17.9","0.24","12.5","0.13","","","","2.56","1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
