"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"973","[17112] DONNELLY C. L. (2012)","samp. K10-7-4-C1","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_PROTEROZOIC / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / WHITE LADIES KIMBERLITE",NA,-27.2647,-27.2647,23.8594,23.8594,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"CALCITE",NA,"groundmass",NA,NA,"primary",0,0,0,0.01,0.0992,50.7176333333333,0.186233333333333,0,0,0,0.01,0,0,0,0.001,0,0,0,0,0,0,0.01,"CARBONATE"
"974","[17112] DONNELLY C. L. (2012)","samp. K10-7-4-C2","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_PROTEROZOIC / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / WHITE LADIES KIMBERLITE",NA,-27.2647,-27.2647,23.8594,23.8594,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"CALCITE",NA,"groundmass",NA,NA,"primary",0.0446333333333333,0,0,0,0.072,51.2838666666667,0.2171,0,0,0,0.21,0,0.06,0.0011,0.0105,0,0,0.04,0,0,0.01,0.01,"CARBONATE"
"975","[17112] DONNELLY C. L. (2012)","samp. K5-452-7B-C3","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_PROTEROZOIC / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ZERO KIMBERLITE",NA,-27.2817,-27.2817,23.7219,23.7219,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"CALCITE",NA,"groundmass",NA,NA,"primary",0.07715,0,0,0.0388,0,51.71855,0.39945,0.13305,0,0,0,0,0.3328,0,0.01,0,0,0,0,0,0,0.04,"CARBONATE"
"976","[17112] DONNELLY C. L. (2012)","samp. K5-452-7B-C1","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_PROTEROZOIC / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ZERO KIMBERLITE",NA,-27.2817,-27.2817,23.7219,23.7219,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"CALCITE",NA,"groundmass",NA,NA,"primary",0.0365,0,0,0,0,51.1504,0.12225,0.10495,0,0,0.54,0,0.31,0.1498262,0,0,0,0,0,0,0.19,0.01,"CARBONATE"
"977","[17112] DONNELLY C. L. (2012)","samp. K5-452-7B-C1","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT_PROTEROZOIC / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ZERO KIMBERLITE",NA,-27.2817,-27.2817,23.7219,23.7219,"subaerial",NA,NA,"KIMBERLITE",NA,NA,NA,NA,"CALCITE",NA,"groundmass",NA,NA,"primary",0,0,0,0,0,51.3147333333333,0.354733333333333,0.119,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0.18,"CARBONATE"
"978","[17223] ZAITSEV A. N. (2013)","samp. 1","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.04,0,0,0.04,0.0992,54.95,0.49,0.01,0.01,0,0.249,0,0.04,0,0,0,0,0,0,0,0.01,0.18,"CARBONATE"
"979","[17223] ZAITSEV A. N. (2013)","samp. 2","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.3,0.1305553,0.1018289,0.07,0.61,55,20.85,0,0.2,0.181,0.273,0,1.27,0.1344,0.054,0,0,0.01,0,0,0.6,0.01,"CARBONATE"
"980","[17223] ZAITSEV A. N. (2013)","samp. 3","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.02,0.12,0.338,0,10.5,53.16,28.16,0.6396,0,0.27,0,0,7.4,0.07,0.054,0,0,0.06,0,0,0.01,0.015,"CARBONATE"
"981","[17223] ZAITSEV A. N. (2013)","samp. 4","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.89,0.04379921,0.22,0.26,0.22,52.96,0.76,0.17,0.26,0.51,0.56,0,0.09,0.06,0.03,0,0,0,0,0,0.19,0.18,"CARBONATE"
"982","[17223] ZAITSEV A. N. (2013)","samp. 5","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.05,0.07,0,0.03,0.139,53.77,0.25,0.5959,0,0.35,0.01,0,0,0,0,0,0,0,0,0,0.2,0.04,"CARBONATE"
"983","[17223] ZAITSEV A. N. (2013)","samp. 6","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.2281583,0.3374816,0.17,0.02,0.4,52.5,1.38,0.26,0.12,1.12,0.107,0,3.76,0,0.085,0,0,0,0,0,0.2,0.015,"CARBONATE"
"984","[17223] ZAITSEV A. N. (2013)","samp. 7","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.81,0.04,0.1681035,0.74,0.41,52.02,1.01,0.29,0.2,1.19,0.54,0,1.3415,0.2744,0.048,0,0,0,0,0,0.6,0.015,"CARBONATE"
"985","[17223] ZAITSEV A. N. (2013)","samp. 8","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.33,0.07,0,0.06,0.0743,51.97,0.24,0.13,0.13,0.81,0.45,0,0.23,0.1344,0.03,0,0,0,0,0,0.19,0.015,"CARBONATE"
"986","[17223] ZAITSEV A. N. (2013)","samp. 9","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.02,0.01,0.01,0,0.04,53.37,0.48,2.51,0,0.09,0.2,0,0.12,0,0,0,0,0.13692,0,0,0.01,0.18,"CARBONATE"
"987","[17223] ZAITSEV A. N. (2013)","samp. 10","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.19,0,0.09,0,1.36,53.24,0.38,2.07,0.01,0.08,0,0,0.18,0,0.0270666666666667,0,0,0.06,0,0,0.14,0.04,"CARBONATE"
"988","[17223] ZAITSEV A. N. (2013)","samp. 11","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.05,0.01,0.013,0.02,2.38,53.89,0.37,1.42,0.15,0,0,0,0,7e-04,0.015,0,0,0,0,0,0.01,0.015,"CARBONATE"
"989","[17223] ZAITSEV A. N. (2013)","samp. 12","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0.0126,0.0138,0.0357,55.73,0.173,0.189,0.0031,0.024,0,0,0,0,0.009,0,0,0.03,0,0,0.14,0.01,"CARBONATE"
"990","[17223] ZAITSEV A. N. (2013)","samp. 13","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.047,0,0.03,0.144,0.3039158,55.26,0.27,0,0,0.0253,0,0,0,0.0036,0,0,0,0,0,0,0.01,7.524569,"CARBONATE"
"991","[17223] ZAITSEV A. N. (2013)","samp. 14","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TINDERET",NA,0,0,35.35,35.35,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0.02,0.01,0,0.127,53.39,0.23,0.44,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.015,"CARBONATE"
"992","[17533] PITAWALA A. (2012)","samp. EP-GT-1","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0.02,0,0.21,56.11,0.58,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"993","[17533] PITAWALA A. (2012)","samp. P-PO-2","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.1004378,0.01,0,0.173,0.16,56.11,0.97,0.1,0,0,0.32,0,0.17,0,0.01,0,0,0,0,0,0.01,0.18,"CARBONATE"
"994","[17533] PITAWALA A. (2012)","samp. GM-3-1","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.002,0.024,0.01,0,1.16,30.02,21.33,0.11,0,0,0.0103,0,0.01,0,0.02,0,0,0,0,0,0.2,0.01,"CARBONATE"
"995","[17533] PITAWALA A. (2012)","samp. EP-1-1","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.1757872,0.02,0.1215084,0,1.2,30.1,21.25,0.1,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,0.01,"CARBONATE"
"996","[17533] PITAWALA A. (2012)","samp. EP-3-1","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.0449,0.05,0.02,0.01,1.13,29.67,21.82,0.09,0,0,0,0,0.01,0,0,0,0,0,0,0,0.19,0.04,"CARBONATE"
"997","[17533] PITAWALA A. (2012)","samp. GM-3-1","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.13,0.1896502,0.03,0.06,0.89,26.96,21.87,0.13,0,0,0.04,0,2.63,0,0.027,0,0,0,0,0,0.01,0.015,"CARBONATE"
"998","[17533] PITAWALA A. (2012)","samp. EP-4-2","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0,0.039,0.02,0,6.12,28.25,18.34,0.17,0,0,0.0535,0,1.2,0.04,0.085,0,0,0.04,0,0,0.19,0.18,"CARBONATE"
"999","[17533] PITAWALA A. (2012)","samp. EP-2-3","INTRAPLATE VOLCANICS","SRI LANKA / WANNI COMPLEX / EPPAWALA AREA / EPPAWALA CARBONATITE",NA,8.167,8.167,80.4,80.4,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0,0.025,0.009,0,2.15,30.18,20.65,0.15,0,0,0.01,0,0.04,0.0042,0,0,0,0.02,0,0,0.19,0.18,"CARBONATE"
"1000","[17534] DOROSHKEVICH A. G. (2008)","samp. 1","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0,0.0048,0.12,55.7,0,0,0.003,0.02,0,0,0,0.0036,0,0,0,0,0,0,0.2,0.015,"CARBONATE"
"1001","[17534] DOROSHKEVICH A. G. (2008)","samp. 2","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.06,0,0,0,0.1,54.85,0,0,0.0092,0,0.012,0,0,0.0039,0,0,0,0,0,0,0.01,0.015,"CARBONATE"
"1002","[17534] DOROSHKEVICH A. G. (2008)","samp. 3","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.0346,0,0.01,0,0.06,54.89,0,0,0.01,0.1076,0.012,0,0.05,0,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"1003","[17534] DOROSHKEVICH A. G. (2008)","samp. 4","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.01,2e-04,0,0,0.09,55.36,0,0,0,0.01,0.0825,0,0,0.0011,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"1004","[17534] DOROSHKEVICH A. G. (2008)","samp. 5","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.16,0.01,0,0.173,0,53.96,0,0,0.0032,0,0.04,0,0,0.0011,0.2,0,0,0,0,0,0,0.015,"CARBONATE"
"1005","[17534] DOROSHKEVICH A. G. (2008)","samp. 6","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.01,0,0,0,0.09,54.25,0,0,0.008,0.0378,0,0,0,0.0025,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"1006","[17534] DOROSHKEVICH A. G. (2008)","samp. 7","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.04,0,0,0,0.11,55.64,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0.01,"CARBONATE"
"1007","[17534] DOROSHKEVICH A. G. (2008)","samp. 8","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.005,0,0,0,0.09,54.97,0,0,0,0.02,0,0,0.0075,0,0,0,0,0,0,0,0,0.18,"CARBONATE"
"1008","[17534] DOROSHKEVICH A. G. (2008)","samp. 9","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / ARSHAN CARBONATITE",NA,51.6301,51.6301,107.1301,107.1301,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.25,0,0,0.173,0.07,54.55,0,0,0,0.015,0.32,0,0,0.05,0,0,0,0,0,0,0.2,0.18,"CARBONATE"
"1009","[17535] DOROSHKEVICH A. G. (2009)","samp. 1","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.1205961,0.03,0.1215084,0.04,0.35,54.07,0.18,0.6,0.19,0.1237,0.044,0,0.01,0,0,0,0,0.02,0,0,0,0.01,"CARBONATE"
"1010","[17535] DOROSHKEVICH A. G. (2009)","samp. 2","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0,0.02,0.32,54.56,0.11,0.4,0.01,0.03,0.01,0,0.0585,0.01,0.01,0,0,0,0,0,0,0.18,"CARBONATE"
"1011","[17535] DOROSHKEVICH A. G. (2009)","samp. 3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.02,0.01,0.02,0.02,0.32,53.85,0.09,0.51,0,0.3908709,0.0226,0,0,0.0011,0,0,0,0,0,0,0.14,0.01,"CARBONATE"
"1012","[17535] DOROSHKEVICH A. G. (2009)","samp. 4","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0.006468567,0,0.36,55.09,0.11,0.43,0.02480099,0.1,0.045,0,0.22,0.02,0.001,0,0,0,0,0,0.01,0.18,"CARBONATE"
"1013","[17535] DOROSHKEVICH A. G. (2009)","samp. 5","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.74,0.008,0.1797688,0,0.46,55.19,0.13,0.4,0.05530396,0.01,0,0,0,0,0.0046,0,0,0.00871,0,0,0.01,0.01,"CARBONATE"
"1014","[17535] DOROSHKEVICH A. G. (2009)","samp. 6","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.81,0,0.1,0.21,0.43,55.15,0.13,0.08,0,0.15,0,0,0.24,0,0.01,0,0,0,0,0,0,0.18,"CARBONATE"
"1015","[17535] DOROSHKEVICH A. G. (2009)","samp. 7","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"ANKERITE",NA,NA,NA,NA,"secondary",1.5,0.29,1.3,0.82,21.42,31.02,1.27,2.93,0.32,0.84,0.312,0,4.71,0.07,0.054,0,0,0.53,0,0,0.6,0.01,"CARBONATE"
"1016","[17535] DOROSHKEVICH A. G. (2009)","samp. 8","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"ANKERITE",NA,NA,NA,NA,"secondary",4.1,0.212383,0.5488,0,21.43,32.8,1.26,2.19,0.982688,0.2,0.06,0,0.16,0.04,0.08,0,0,0,0,0,0.6,0.18,"CARBONATE"
"1017","[17535] DOROSHKEVICH A. G. (2009)","samp. 9","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"ANKERITE",NA,NA,NA,NA,"secondary",3.33,0.0803719,0.79,0.07,23.12,32.35,1.14,2.78,0.23,0.2196,0,0,0.2219,0.1,0.08,0,0,0.13692,0,0,0.6,0.01,"CARBONATE"
"1018","[17535] DOROSHKEVICH A. G. (2009)","samp. 13","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"FENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",1.56,0,0.1222115,0.005,0.01,53.43,1.1731,1.16,0.02,0,0.02,0,0,0.0029,0.03,0,0,0,0,0,0.2,0.01,"CARBONATE"
"1019","[17535] DOROSHKEVICH A. G. (2009)","samp. 14","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"FENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.81,0.01,0.02,0.012,0.68,46.3,0,3.84,0.01,0,0.01,0,0,0,0.0549,0,0,0.03,0,0,0.14,0.01,"CARBONATE"
"1020","[17535] DOROSHKEVICH A. G. (2009)","samp. 15","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"FENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.1749253,0,0,0.12,1.88,48.57,0.85,1.16,0.08501143,0.02,0.0234,0,0,0.006,0.03,0,0,0.05,0,0,0.2,0.015,"CARBONATE"
"1021","[17536] DOROSHKEVICH A. G. (2010)","samp. NEWANIA","INTRAPLATE VOLCANICS","ARAVALLI CRATON_PROTEROZOIC / ARAVALLI FOLD BELT / RAJASTHAN / NEWANIA CARBONATITE COMPLEX",NA,24.63,24.63,74.05,74.05,"subaerial",NA,NA,"CARBONATITE, DOLOMITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.13,0.08882034,0.05749393,0,11.5,26.6,14.42,0.67,0.2,0,0.22,0,4.66,0.05,0.08,0,0,0,0,0,0.6,0.18,"CARBONATE"
"1022","[17536] DOROSHKEVICH A. G. (2010)","samp. NEWANIA","INTRAPLATE VOLCANICS","ARAVALLI CRATON_PROTEROZOIC / ARAVALLI FOLD BELT / RAJASTHAN / NEWANIA CARBONATITE COMPLEX",NA,24.63,24.63,74.05,74.05,"subaerial",NA,NA,"CARBONATITE, DOLOMITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.027,0,0,0.01,7.05,27.54,16.62,0.75,0.01,0.047,0,0,0,0.04,0.027,0,0,0,0,0,0.2,0.01,"CARBONATE"
"1023","[17536] DOROSHKEVICH A. G. (2010)","samp. NEWANIA","INTRAPLATE VOLCANICS","ARAVALLI CRATON_PROTEROZOIC / ARAVALLI FOLD BELT / RAJASTHAN / NEWANIA CARBONATITE COMPLEX",NA,24.63,24.63,74.05,74.05,"subaerial",NA,NA,"CARBONATITE, DOLOMITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",0.0236,0.01,0.02,0.01,12.61,26.54,13.27,0.75,0.13,0.048525,0.02,0,0.216,0.05,0.054,0,0,0.03,0,0,0,0.01,"CARBONATE"
