"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"1","[919] KOGARKO L. N. (1995)","samp. MC-1","OCEAN ISLAND","CANARY ISLANDS / LANZAROTE / BASALT SERIES IV","ISLA DE MONTANA CLARA",29.29,29.29,-13.45,-13.45,"subaerial",NA,NA,"HARZBURGITE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",4.1,0.2499644,1.2,0.14,0.59,54.3,6.8,0.09,0.13,0.2,1.9,0,1.82,0.46,0,0,0,0.07095,0,0,0.24,0.01,"CARBONATE"
"2","[919] KOGARKO L. N. (1995)","samp. MC-1","OCEAN ISLAND","CANARY ISLANDS / LANZAROTE / BASALT SERIES IV","ISLA DE MONTANA CLARA",29.29,29.29,-13.45,-13.45,"subaerial",NA,NA,"HARZBURGITE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",1.1,0.031,0.27,0.18,0.28,50.8,3.1,0.241,0.1523831,0.31,0.06,0,0.05,0,0.03,0,0,0.02,0,0,0.19,0.04,"CARBONATE"
"3","[919] KOGARKO L. N. (1995)","samp. MC-1","OCEAN ISLAND","CANARY ISLANDS / LANZAROTE / BASALT SERIES IV","ISLA DE MONTANA CLARA",29.29,29.29,-13.45,-13.45,"subaerial",NA,NA,"HARZBURGITE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.04,0,0.03044188,0.173,0.1,47,3.1,0.32,0.04,0.13,0.15,0,0.0549,0.0042,0.048,0,0,0.02,0,0,0.14,0.18,"CARBONATE"
"4","[944] BARRERA J. L. (1981)","samp. F-368","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA",NA,28,28.75,-13.8,-14.5,"subaerial",NA,NA,"PYROXENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.03,0.01,0,0.04,0.06,54.64,0,0.05,0.02,0.42,0.01,0,0,0.006,0,0,0,0,0,0,0.01,0.18,"CARBONATE"
"5","[944] BARRERA J. L. (1981)","samp. F-303","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA",NA,28,28.75,-13.8,-14.5,"subaerial",NA,NA,"PYROXENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.07,0.01,0.01,0.21,0.12,53.78,0,0.03,0.01,0.14,0.01,0,1.3415,0.04,0,0,0,0,0,0,0,0.18,"CARBONATE"
"6","[944] BARRERA J. L. (1981)","samp. F-368","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA",NA,28,28.75,-13.8,-14.5,"subaerial",NA,NA,"PYROXENITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.1749253,0.01,0.05788961,0.21,0.19468,53.56,0,0.04,0.02,0.14,0.12,0,1.66,0,0.0549,0,0,0,0,0,0,0.18,"CARBONATE"
"7","[1144] GENSHAFT YU. S. (1988)","samp. SP.10-3","OCEAN ISLAND","ICELAND / ICELAND","SNAEFELLSNES PENINSULA, HELLISFJALL",64.8,64.8,-23,-23,"subaerial",NA,NA,"GABBRO",NA,NA,NA,"moderately altered","CARBONATE",NA,NA,NA,NA,"primary",0.19,0.05,0.124642,0.07,0.81,50.53,0.88,0.12,0.2,0.14,0.253,0,0.1,1.15,0.2,0,0,0,0,0,0.4,0.015,"CARBONATE"
"8","[1144] GENSHAFT YU. S. (1988)","samp. SP.10-3","OCEAN ISLAND","ICELAND / ICELAND","SNAEFELLSNES PENINSULA, HELLISFJALL",64.8,64.8,-23,-23,"subaerial",NA,NA,"GABBRO",NA,NA,NA,"moderately altered","CARBONATE",NA,NA,NA,NA,"primary",9.81,0.5612103,1.988,0.173,4.52,36.08,5.63,10.31,1.16,0.15,0.02,0,0.29,0.2072,0.045,0,0,0.3871,0,0,0.6,0.01,"CARBONATE"
"9","[1179] WAGNER C. (1988)","samp. 1","OCEAN ISLAND","PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL","REQUIN 3 DRILL HOLE, WITHIN MURUROA LAGOON",-21.88,-21.88,-138.75,-138.75,"subaquatic",NA,NA,"TRACHYTE, COMENDITIC",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.02,0.03,0.22,0,23.07,3.43,7.88,0.81,0.022,0.0383,0.017,0,0.53,0.05,0,0,0,0.53,0,0,0.19,0.18,"CARBONATE"
"10","[1179] WAGNER C. (1988)","samp. 2","OCEAN ISLAND","PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL","REQUIN 3 DRILL HOLE, WITHIN MURUROA LAGOON",-21.88,-21.88,-138.75,-138.75,"subaquatic",NA,NA,"TRACHYTE, COMENDITIC",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.043,0.07,0.17,0.011,47.52,7.77,3.91,3.15,0,3.21,0.225,0,0.8311,0.2072,0,0,0,0.15,0,0,0.6,0.04,"CARBONATE"
"11","[1179] WAGNER C. (1988)","samp. 3","OCEAN ISLAND","PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL","REQUIN 3 DRILL HOLE, WITHIN MURUROA LAGOON",-21.88,-21.88,-138.75,-138.75,"subaquatic",NA,NA,"TRACHYTE, COMENDITIC",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.05,0.05,0.14,0.07,1.13,62.15,0.09,3.83,0.07231469,0.63,0,0,1.25,0.0039,0.03,0,0,0.53,0,0,0.01,0.18,"CARBONATE"
"12","[1179] WAGNER C. (1988)","samp. 4","OCEAN ISLAND","PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL","REQUIN 3 DRILL HOLE, WITHIN MURUROA LAGOON",-21.88,-21.88,-138.75,-138.75,"subaquatic",NA,NA,"TRACHYTE, COMENDITIC",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.07,0.16,0.12,0.26,37.47,2.01,1.99,3.93,0.068,0.58,0.0825,0,3.7,0.04,0.07,0,0,0.15,0,0,0.01,0.18,"CARBONATE"
"13","[1179] WAGNER C. (1988)","samp. 5","OCEAN ISLAND","PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL","REQUIN 3 DRILL HOLE, WITHIN MURUROA LAGOON",-21.88,-21.88,-138.75,-138.75,"subaquatic",NA,NA,"TRACHYTE, COMENDITIC",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.05,0.01,0.11,0.18,31.19,8.31,8.92,2.7,0.62,3.66,0.4,0,0,0.06,0,0,0,0.21,0,0,0.19,0.01,"CARBONATE"
"14","[2463] LE BAS M. J. (1989)","samp. M2","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.06,0,0.0163333333333333,0,0.37,53.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.18,"CARBONATE"
"15","[2463] LE BAS M. J. (1989)","samp. M2","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0.02,0.011,0.09,51.6,0,0,0.05,0,0.01,0,0,0,0.0255,0,0,0,0,0,0.14,0.015,"CARBONATE"
"16","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0,0,0.32,55.1,0.4,0.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.18,"CARBONATE"
"17","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.045,0.09134862,0.03,0.21,0.505,55.6,0.5,0.3,0.011,0.326,0.04,0,0.23,0,0,0,0,0,0,0,0.14,0.18,"CARBONATE"
"18","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.01,0,0,0.02,0.1166,54.6,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,"CARBONATE"
"19","[2463] LE BAS M. J. (1989)","samp. M1","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0.01,0.1,0.505,56,0,0,0,0,0.033,0,0,0.0029,0,0,0,0.03,0,0,0.01,0.01,"CARBONATE"
"20","[2463] LE BAS M. J. (1989)","samp. M3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"ALVIKITE","FINE- TO MEDIUM-GRAINED GRANULAR",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.09,0.03107444,0,0.011,0,53.8,0.6,0.4,0.13,0.76,0.48,0,0,0,0.03,0,0,0.03485,0,0,0.19,0.01,"CARBONATE"
"21","[2463] LE BAS M. J. (1989)","samp. M3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"ALVIKITE","FINE- TO MEDIUM-GRAINED GRANULAR",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0.05,0.05949192,0.04,0.476,47.4,0.3,0.7,0.1891259,0,0.25,0,0.5353,0,0.03,0,0,0.04,0,0,0.01,0.18,"CARBONATE"
"22","[2463] LE BAS M. J. (1989)","samp. M3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"ALVIKITE","FINE- TO MEDIUM-GRAINED GRANULAR",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.05,0,0,0,0.158,55.2,0,0.5,0,0.02,0,0,0,0,0.009,0,0,0,0,0,0.01,0.015,"CARBONATE"
"23","[2463] LE BAS M. J. (1989)","samp. M3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"ALVIKITE","FINE- TO MEDIUM-GRAINED GRANULAR",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.07,0.02,0.01,0,0.12,55.6,0,0.2,0.01,0.0858,0,0,0.0177,0,0.0105,0,0,0,0,0,0.01,0.18,"CARBONATE"
"24","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.03,0,0,0,0.04,56,0,0,0,0.0717,0.03,0,0,0.0061,0,0,0,0,0,0,0,0.18,"CARBONATE"
"25","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0,0.02,0.983649787805533,56.5,0.3,0.5,0.04,0.023,0,0,0,0,0.01,0,0,0,0,0,0.19,0.015,"CARBONATE"
"26","[2463] LE BAS M. J. (1989)","samp. M1A","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN","MER PLUTON, SIROHI DISTRICT, MUNDWARA IGNEOUS COMPLEX",24.83,24.83,72.55,72.55,"subaerial",NA,NA,"SOVITE","COARSE-GRAINED, PORPHYRITIC AT THE MARGIN",NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0,0,0,0.09,0.12,56.9,0,0,0,0,0,0,0.01,0,0.069,0,0,0,0,0,0,0.01,"CARBONATE"
"27","[2738] VILADKAR S. G. (1992)","samp. 1","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.04,0,0.02,0,0.01,54.91,0.18,0.293,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"28","[2738] VILADKAR S. G. (1992)","samp. 2","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.85,0.2595881,0,0.02,1.24,54.88,0.24,0.45,2.26,20.42,0.04,0,7.4,0.48,0.03,0,0,0.06,0,0,2.85,0.18,"CARBONATE"
"29","[2738] VILADKAR S. G. (1992)","samp. 3","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.06,0.02,0.04194254,0,0.22,55.52,0.25,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0.14,0.04,"CARBONATE"
"30","[2738] VILADKAR S. G. (1992)","samp. 4","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.5257273,0,0.05,0,0.064,55.04,0.03,0.08,0,0,0.0237,0,0,0.0025,0.2,0,0,0,0,0,0.14,0.01,"CARBONATE"
"31","[2738] VILADKAR S. G. (1992)","samp. 5","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.180329,0.02,0.05,0.05,0.321,54.72,0.03,0.08,0.01,0.08,0,0,0,0.0036,0.03,0,0,0,0,0,0.01,0.18,"CARBONATE"
"32","[2738] VILADKAR S. G. (1992)","samp. 6","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.137793,0.01,0.01182255,0,0.7784,54.67,0.04,0.05,0.06,0.047,0.0172,0,0,0,0.011,0,0,0,0,0,0.01,0.015,"CARBONATE"
"33","[2738] VILADKAR S. G. (1992)","samp. 7","CONTINENTAL FLOOD BASALT","DECCAN / NORTHERN DECCAN / AMBA DONGAR RING COMPLEX","CHHOTA UDAIPUR SUBPROVINCE, GUJARAT",22,22,74.08,74.08,"subaerial",NA,NA,"SOVITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"primary",0.008,0.05,0,0.09,0.603620821917808,54.39,0.02,0.05,0,0.1173,0.01,0,2.59,0.009,0,0,0,0,0,0,0.6,0.18,"CARBONATE"
"34","[3871] FERRY J. M. (1985)","samp. 8-2","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, LOCH AINORT",57,57,-5.7,-5.7,"subaerial",NA,NA,"GRANITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"secondary",0.27,0.01,0,0,0.21,55.19,0.23,0.74,0,0.09085044,0,0,0.05,0.0011,0,0,0,0,0,0,0,0.015,"CARBONATE"
"35","[3871] FERRY J. M. (1985)","samp. 65-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, LOCH AINORT",57,57,-5.7,-5.7,"subaerial",NA,NA,"GRANITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"secondary",0.0446333333333333,0,0,0,0.51,54.76,0.26,1.17,0,0,0,0,0,0,0.04,0,0,0.06,0,0,0.01,0.18,"CARBONATE"
"36","[3871] FERRY J. M. (1985)","samp. 103-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, GLAMAIG",57,57,-5.7,-5.7,"subaerial",NA,NA,"GRANITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"secondary",0.17,0,0.02,0.07,0.79,53.61,0.04,1.61,0.01,0,0,0,0,0.006,0.0046,0,0,0.06,0,0,0.01,0.015,"CARBONATE"
"37","[3871] FERRY J. M. (1985)","samp. 106-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, GLAMAIG",57,57,-5.7,-5.7,"subaerial",NA,NA,"GRANITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"secondary",0.066,0.04,0,0.02,0.66,54.54,0.11,1.08,0.16,0.022,0.05,0,0,0,0,0,0,0.06,0,0,0.01,0.01,"CARBONATE"
"38","[3871] FERRY J. M. (1985)","samp. 63-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, BEINN DEARG MHOR",57,57,-5.7,-5.7,"subaerial",NA,NA,"GRANITE",NA,NA,NA,NA,"CALCITE",NA,NA,NA,NA,"secondary",0,0,0,0.02,0.11,56.3,0,0.12,0.03596674,0,0.012,0,0,0,0.009,0,0,0.01,0,0,0,0.01,"CARBONATE"
"39","[3872] FERRY J. M. (1985)","samp. 110-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, CUILLINS PLUTON",57.22,57.22,-6.22,-6.22,"subaerial",NA,NA,"GABBRO",NA,NA,NA,"slightly altered","CALCITE",NA,NA,NA,NA,"secondary",0.23,0.021,0.02265022,0.04,0.43,54.81,0.26,0.06,0.02,0.27,0.04,0,0.23,0.04,0,0,0,0,0,0,0.01,0.18,"CARBONATE"
"40","[3872] FERRY J. M. (1985)","samp. 126-1","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","SKYE, CUILLINS PLUTON",57.22,57.22,-6.22,-6.22,"subaerial",NA,NA,"GABBRO",NA,NA,NA,"slightly altered","CALCITE",NA,NA,NA,NA,"secondary",0.11,0.0385818,0.02,0.00492,0.47,56.01,0.11,0.04,0,0,0.035,0,0,0,0,0,0,0,0,0,0.01,0.18,"CARBONATE"
"41","[4236] GOTO K. T. (1987)","samp. SNG-206-1","CONVERGENT MARGIN","HONSHU ARC / SOUTHWESTERN HONSHU ARC / SHIKOKU/SIKOKU","CHUGOKU DISTRICT, SHINGU",33.7,34,133.5,134,"subaerial",NA,NA,"LHERZOLITE, KAERSUTITE-PLAGIOCLASE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0,0,0,0,9.3,29.9,13.8,0.3,0,0,0.024,0,0.17,0.0213,0,0,0,0,0,0,0.19,7.524569,"CARBONATE"
"42","[4300] KOGARKO L. N. (2001)","samp. FN-20","OCEAN ISLAND","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / SAO JOSE FORMATION","ILHA SAO JOSE/CHAPEO DE NORDESTE",-3.85,-3.85,-32.42,-32.42,"subaerial",NA,NA,"LHERZOLITE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,NA,NA,"primary",0.32,0,0.134144,0.07,0.31,52.43,1,0.03,0.05980256,0.11,0.12,0,0.2,0,0.03,0,0,0,0,0,0.01,0.18,"CARBONATE"
"43","[4746] FRANZ L. (2002)","samp. 33-2A","SEAMOUNT","BISMARCK ARC - NEW BRITAIN ARC / TUBAF/EDISON",NA,-3.2542,-3.3175,152.5417,152.5817,"subaquatic",NA,NA,"CLINOPYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,"core",NA,"secondary",0.33,0,0.23,0.01,1.01182390545259,54.27,0.8,0.05,0.01,0.23,0.01,0,0.16,0,0.0046,0,0,0,0,0,0.19,0.04,"CARBONATE"
"44","[4746] FRANZ L. (2002)","samp. 33-2A","SEAMOUNT","BISMARCK ARC - NEW BRITAIN ARC / TUBAF/EDISON",NA,-3.2542,-3.3175,152.5417,152.5817,"subaquatic",NA,NA,"CLINOPYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"CARBONATE",NA,NA,"core",NA,"secondary",0.03,0.01,0.02,0.02,0.06,55.81,0,0.01,0.01,0.29,0.25,0,0.17,0.0213,0,0,0,0,0,0,0.01,0.01,"CARBONATE"
"45","[4757] LAUGHLIN A. W. (1989)","samp. BOL","INTRAPLATE VOLCANICS","COLORADO PLATEAU / NAVAJO SECTION / COLORADO / NAVAJO VOLCANIC FIELD","DIKES, HASBIDITO CREEK",36.63,36.63,-109.33,-109.33,"subaerial",NA,NA,"KATUNGITE",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"primary",1.05,0.03,0,0,2.05,32.14,18.39,1.28,0.04,0,0,0,0,0,0.2,0,0,0.06,0,0,0.19,0.18,"CARBONATE"
"46","[4847] RODRIGUEZ-LOSADA J. A. (2000)","samp. SA","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","PUNTA POYATA MINERALIZATION, TAGANANA AREA, NW OF ANAGA MASSIF",28.5,28.5,-16.3,-16.3,"subaerial",130,130,"ANKARAMITE",NA,NA,NA,"extensively altered","SIDERITE",NA,NA,NA,NA,"primary",4.43,0.01,0.24,0.06,32.45,9.54,11.98,0.44,0.16,0.11,0.03,0,3.23,0.04,0.069,0,0,0.53,0,0,0.6,0.01,"CARBONATE"
"47","[5521] FREZZOTTI M.-L. (2002)","samp. G2F-1","OCEAN ISLAND","CANARY ISLANDS / LA GOMERA / OLD EDIFICE (OLD BASALTS)","NW OF VALLE GRAN REY",28.1,28.1,-17.33,-17.33,"subaerial",NA,NA,"PYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"DOLOMITE",NA,NA,"core",NA,"secondary",0.15,0.04,0,0.008,2.886,29.6,21.87,0.55,0.007,0.02,0,0,0,0,0.0255,0,0,0,0,0,0.19,7.524569,"CARBONATE"
"48","[5521] FREZZOTTI M.-L. (2002)","samp. G2F-1","OCEAN ISLAND","CANARY ISLANDS / LA GOMERA / OLD EDIFICE (OLD BASALTS)","NW OF VALLE GRAN REY",28.1,28.1,-17.33,-17.33,"subaerial",NA,NA,"PYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"DOLOMITE",NA,NA,"rim",NA,"secondary",0.51,1.383422,0.09627652,0.15,11.92,28.53,22.3,1.57,0.24,0.03,0,0,0.14,0.01,0.085,0,0,0.06,0,0,2.36,0.015,"CARBONATE"
"49","[5521] FREZZOTTI M.-L. (2002)","samp. G2F-1","OCEAN ISLAND","CANARY ISLANDS / LA GOMERA / OLD EDIFICE (OLD BASALTS)","NW OF VALLE GRAN REY",28.1,28.1,-17.33,-17.33,"subaerial",NA,NA,"PYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"secondary",0.04,0,0.03,0.02,2.6,31.77,21.03,1.79,0.25,0.1,0.029,0,0.24,0.06,0.045,0,0,0.3871,0,0,0.6,0.18,"CARBONATE"
"50","[5521] FREZZOTTI M.-L. (2002)","samp. G2F-1","OCEAN ISLAND","CANARY ISLANDS / LA GOMERA / OLD EDIFICE (OLD BASALTS)","NW OF VALLE GRAN REY",28.1,28.1,-17.33,-17.33,"subaerial",NA,NA,"PYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"DOLOMITE",NA,NA,NA,NA,"secondary",0.01,0,0,0,0.31,32.67,20.01,0.02,0.22,0.08,0.0539,0,0.12,0.02,0,0,0,0,0,0,0.2,0.01,"CARBONATE"
"51","[5521] FREZZOTTI M.-L. (2002)","samp. G2F-1","OCEAN ISLAND","CANARY ISLANDS / LA GOMERA / OLD EDIFICE (OLD BASALTS)","NW OF VALLE GRAN REY",28.1,28.1,-17.33,-17.33,"subaerial",NA,NA,"PYROXENITE, OLIVINE, XENOLITH",NA,NA,NA,NA,"DOLOMITE",NA,NA,"core",NA,"secondary",0,0.02,0.05520551,0.015,2.41,32.91,17.43,4.47,0.244,0.05,0,0,0.18,0,0.027,0,0,0.06,0,0,0.2,0.01,"CARBONATE"
