"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","FE","NI","CU","CO","ZN","AS","PB","S","GROUP"
"149","[2417] PEDERSEN A. K. (1985)","samp. 135972","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, NAUJANGUIT MEMBER","KUGANGUAQ VALLEY, DISKO (QEGERTARSSUAQ)",70.2325,70.2325,-53.8667,-53.8667,"subaerial",855,855,"BASALT","PHYRIC",NA,NA,NA,"SMECTITE",NA,NA,NA,NA,"secondary",52.2,0.21,12.6,0,8.34,0.94,4.38,0.03,0.59,0.3,0.05,12.67,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"150","[2417] PEDERSEN A. K. (1985)","samp. 135961","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, NAUJANGUIT MEMBER","60 M BELOW THE BASE OF KUGANGUAQ MEMBER NE SIDE OF KUGANGUAQ VALLEY, DISKO (QEGERTARSSUAQ)",70.1117,70.1117,-53.7208,-53.7208,"subaerial",450,450,"BASALT","PORPHYRITIC",NA,NA,NA,"SMECTITE",NA,NA,NA,NA,"secondary",48.7,0.47,11.3,0,15.7,3.82,9.85,0.39,0.22,0.8,0.17,11.91,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"151","[2417] PEDERSEN A. K. (1985)","samp. 138229","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, NAUJANGUIT MEMBER","FEEDER DIKE, KUGSSINIKAVSAK, DISKO (QEGERTARSSUAQ)",70.2361,70.2361,-53.6386,-53.6386,"subaerial",465,465,"BASALT","MICROPORPHYRITIC",NA,NA,NA,"SMECTITE",NA,NA,NA,NA,"secondary",49.2,0.09,4.73,0.18,13.7,1.57,18.9,0.16,0.3,0,0.29,16.99,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"152","[2417] PEDERSEN A. K. (1985)","samp. 135962","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / WEST GREENLAND / VAIGAT FORMATION, NAUJANGUIT MEMBER","4.6 KM SOUTH OF THE ENTRANCE TO KUGANGUAQ ON THE EAST SIDE, DISKO (QEGERTARSSUAQ)",70.2464,70.2464,-53.8508,-53.8508,"subaerial",NA,NA,"ANDESITE",NA,NA,NA,NA,"SMECTITE",NA,NA,NA,NA,"secondary",53.9,0,1.54,0,13.1,0.89,20.7,0.02,0.34,0.22,0.08,11.13,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"153","[2793] HAY R. L. (1968)","samp. 1","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE / PAHALA ASH MEMBER",NA,19.22,19.22,-155.42,-155.42,"subaerial",317,317,"THOLEIITE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"secondary",29.45,3.68,17.12,0,22.62,1.7,1.38,0.08,0.11,0.22,0.23,28.05,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"154","[2793] HAY R. L. (1968)","samp. 2","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE / PAHALA ASH MEMBER",NA,19.22,19.22,-155.42,-155.42,"subaerial",317,317,"THOLEIITE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"secondary",33.8,5.7,16.3,0.07,21.5,1.5,0.4,0.04,0.06,0.1,0.16,18.6,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"155","[2793] HAY R. L. (1968)","samp. 3","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE / PAHALA ASH MEMBER",NA,19.22,19.22,-155.42,-155.42,"subaerial",317,317,"THOLEIITE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"secondary",35.5,3.4,17.1,0,14.7,1.4,0.5,0.15,0.05,0.1,0.11,18.6,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"156","[2793] HAY R. L. (1968)","samp. 1","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","WESTERN SIDE OF KOKO CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",47.7,4.1,9.3,0.07,12.5,5.4,1.7,0,0.3,0.3,0.09,12.67,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"157","[2793] HAY R. L. (1968)","samp. 2","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","WESTERN SIDE OF KOKO CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",37.7,3.5,11,0.01,15.9,11.1,3.3,0.23,0.56,0.3,0.47,20.9,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"158","[2793] HAY R. L. (1968)","samp. 3","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","LOWER UNIT OF KOKO CRATER, INSIDE THE CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",41.8,4.3,9,0,16.1,2.5,7.8,0.14,1,0.7,0.18,21.4,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"159","[2793] HAY R. L. (1968)","samp. 4","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","EAST END OF KOKO CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",37.3,3.3,9.9,0,16.7,0.81,10.3,0.29,1.6,0.5,0,20.9,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"160","[2793] HAY R. L. (1968)","samp. 5","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","LOWER UNIT OF KOKO CRATER, INSIDE THE CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",45.7,3.7,9.8,0.01,16.6,3.1,8.5,0.2,0.7,0.2,0.19,28.05,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"161","[2793] HAY R. L. (1968)","samp. 5","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","LOWER UNIT OF KOKO CRATER, INSIDE THE CRATER",21.29,21.29,-157.64,-157.64,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"secondary",41.9,3.7,9.7,0.11,18.5,2,8.9,0.2,0.9,0.4,0.23,18.6,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"162","[3065] MEIJER A. (1981)","samp. 60-458-46-1,100-106","CONVERGENT MARGIN","MARIANA ARC / MARIANA FORE-ARC / SITE 458","HOLE 458",17.8642,17.8642,146.9343,146.9343,"subaquatic",-3447,-3447,"ANDESITE","FINE-TO MEDIUM-GRAINED, APHYRIC",NA,NA,NA,"CLAY MINERAL",NA,NA,NA,NA,"secondary",46.75,0,11.03,0,24.56,2.47,6.4,0.09,1.04,0.25,0,11.91,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"163","[3065] MEIJER A. (1981)","samp. 60-458-46-1,100-106","CONVERGENT MARGIN","MARIANA ARC / MARIANA FORE-ARC / SITE 458","HOLE 458",17.8642,17.8642,146.9343,146.9343,"subaquatic",-3447,-3447,"ANDESITE","FINE-TO MEDIUM-GRAINED, APHYRIC",NA,NA,NA,"CLAY MINERAL",NA,NA,NA,NA,"secondary",38.49,0.24,10.58,0,17.67,2.53,4.45,0.14,1.24,0.39,0.03,12.67,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"164","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",63.6,1.14,9.54,0,0.7,2.88,0.47,0.02,4.92,1.18,0.05,14.43,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"165","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",60.4,1.35,10.26,0,0.75,3.21,0.56,0.01,2.91,0.26,0.2,12.67,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"166","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",68.51,0.6,11.05,0.01,0.37,3.45,0.7,0,1.6,0.13,0.47,14.43,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"167","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",62.25,0.4,9.97,0,0.28,3.83,0.71,0,0.52,0,0.11,14.43,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"168","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",53.47,0.28,8.4,0,0.27,2.98,0.57,0.01,0.61,0,0.11,20.9,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"169","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",52.03,0.38,8.26,0,0.33,2.66,0.56,0,0.63,0.13,0.09,12.67,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"170","[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",56.16,1.61,8.74,0,1.06,3.04,0.67,0,0.75,0.13,0.28,12.67,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"171","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",62.26,3.36,9.39,0.06,2.77,3.56,0.72,0.01,1.26,0.21,0.29,14.43,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"172","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",67.18,3.12,9.38,0.07,2.02,3.62,0.62,0.08,0.95,0.07,0.07,12.67,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"173","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",60.22,2.37,8.79,0,1.56,3.06,0.52,0.11,1.34,0.16,0.2,12.67,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"174","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",57.92,2.15,8.37,0.01,1.54,2.88,0.52,0,1.31,0.3,0.49,14.43,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"175","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",53.55,0.42,8.04,0,0.4,2.31,0.77,0,0.69,0,0.09,12.67,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"176","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",50.29,0.58,6.97,0.02,0.52,2.8,0.59,0,0.47,0.16,0.04,20.9,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"177","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",59.76,1.31,8.23,0,0.87,2.82,0.52,0,1.31,0.28,0.07,11.31,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"178","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",57.49,1.57,7.84,0,0.99,2.61,0.47,0,0.93,0.34,0.16,12.67,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"179","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",62.22,3.57,10.47,0.06,2.77,2.86,0.55,0.05,1.02,0.28,0.16,28.05,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"180","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJ<d6>LL","REYKJANES PENINSULA",64.39,64.39,-19.07,-19.07,"subaerial",NA,NA,"ANDESITE, BASALTIC",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",43.21,5.53,19.21,0,12.67,1.43,0.61,0.02,1.23,0.22,0,17.54,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"181","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",32.18,1.54,17.67,0,9.06,3.51,2.52,0.01,0.93,0.88,0.06,17.54,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"182","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",22.96,1.67,8.83,0.04,11.48,2.35,0.37,0.06,0.16,0.11,0.11,17.54,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"183","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",34.22,3.38,11.66,0,21.73,5.02,0.87,0,0.25,0.12,0.06,18.6,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"184","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",39.05,2.29,9.72,0,16.8,8.18,0.46,0.07,0.43,0.11,0.29,11.31,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"185","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",43.09,2.85,11.72,0,17.17,9.95,0.75,0.18,0.26,0,0.16,20.9,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"186","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",41.59,2.55,10.64,0,15.13,9.31,0.7,0.14,0.11,0.08,0.47,28.05,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"187","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",20.32,2.73,21.03,1.6,12.98,0.26,0.11,0,0.09,0.3,0.16,17.54,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"188","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",24.92,3.63,27.92,0.02,21.24,0.35,0.17,0,0.26,0.41,0.16,18.6,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"189","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",25.58,3.17,16.67,0,22.62,0.27,0.17,0,0.62,0,0.43,18.6,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"190","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",30.27,4.27,23.67,0.01,19.74,0.38,2.15,0.13,1.03,0.41,0.23,20.83,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"191","[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION",64.22,64.22,-20.72,-20.72,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"PALAGONITE",NA,NA,NA,NA,"primary",35.17,0.54,21.09,0.07,22.76,0.67,3.49,0.11,0.92,0.2,0.13,18.6,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"192","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",42.93,8.6,9.79,0,14.6,3.19,2.27,0.08,1.83,1.75,0.16,18,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"193","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",44.02,3.65,11.63,0,15.56,2.8,3.17,0.18,1.59,2.08,0.06,18,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"194","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",46.37,5.04,11.39,0,12.38,4.04,2.57,0.12,1.66,1.89,0.03,12.67,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"195","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",44.22,5.18,11.6,0,16.87,3.08,3.19,0.17,1.71,1.33,0.07,28.05,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"196","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",43.17,4.82,11.13,0,17.22,3.14,3.3,0.31,1.67,1.34,0.49,11.31,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"197","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",45.07,4.22,11.31,0,16.91,2.62,3.47,0.08,1.81,1.2,0.06,21.4,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"198","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",45.45,5.68,11.17,0,15.59,4.11,3.41,0.2,1.47,0.76,0.32,11.31,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"199","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",52.26,4.31,11.88,0.06,7.23,6.79,2.48,0.32,0.53,0.14,0.37,28.05,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"200","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",33.08,5.19,9.9,0.11,24.17,1.31,6.32,0.17,3.39,1.11,0.06,17.54,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"201","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",35.46,4.13,9.85,0.01,24.94,1.1,6.88,0.36,3.77,1.02,0.44,17.54,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
"202","[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION",64.23,64.23,-21.92,-21.92,"subaquatic",NA,NA,"THOLEIITE, QUARTZ",NA,NA,NA,"extensively altered","PALAGONITE",NA,NA,NA,NA,"primary",36.75,6.11,8.93,0.06,18.23,7.53,5.02,0.08,2.27,0.71,0.07,21.4,0.06,0.2,NA,NA,NA,NA,NA,NA,NA,0,"CLAY"
