"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","FE","NI","CU","CO","ZN","AS","PB","S","GROUP"
"1","[604] RIGHTER K. (1998)","samp. SR9A","OCEAN ISLAND","GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ALCEDO",NA,-0.41,-0.41,-91.03,-91.03,"subaerial",NA,NA,"RHYOLITE",NA,NA,NA,NA,"SULFIDE",NA,NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,59.36,NA,NA,NA,NA,NA,NA,39.33,"SULFIDE"
"2","[998] FREY F. A. (1991)","samp. 121-758A-56R-1,64-68","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758","HOLE 758A",5.384,5.384,90.361,90.361,"subaquatic",-2935,-2935,"BASALT","PHYRIC AND GLOMEROPHYRIC",NA,NA,"moderately altered","CHALCOPYRITE",NA,NA,NA,"20 YM","secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,28.3,1.87,29,2.14,0.02,NA,NA,29.8,"SULFIDE"
"3","[998] FREY F. A. (1991)","samp. 121-758A-59R-2,58-62","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758","HOLE 758A",5.384,5.384,90.361,90.361,"subaquatic",-2935,-2935,"BASALT","INTERSERTAL, APHYRIC, DOLERITIC",NA,NA,"moderately altered","CHALCOPYRITE",NA,NA,NA,"50 YM","secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,25.9,3.19,25.6,3.77,0.02,NA,NA,29.9,"SULFIDE"
"4","[998] FREY F. A. (1991)","samp. 121-758A-59R-2,58-62","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758","HOLE 758A",5.384,5.384,90.361,90.361,"subaquatic",-2935,-2935,"BASALT","INTERSERTAL, APHYRIC, DOLERITIC",NA,NA,"moderately altered","CHALCOPYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,32.4,NA,30.3,0.04,0.03,NA,NA,31.3,"SULFIDE"
"5","[998] FREY F. A. (1991)","samp. 121-758A-59R-2,58-62","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758","HOLE 758A",5.384,5.384,90.361,90.361,"subaquatic",-2935,-2935,"BASALT","INTERSERTAL, APHYRIC, DOLERITIC",NA,NA,"moderately altered","CHALCOPYRITE",NA,NA,NA,"20 YM","secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,32.5,0.18,33.9,0.1,0.1,NA,NA,33.2,"SULFIDE"
"6","[998] FREY F. A. (1991)","samp. 121-758A-73R-4,105-109","SUBMARINE RIDGE","NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758","HOLE 758A",5.384,5.384,90.361,90.361,"subaquatic",-2935,-2935,"BASALT","SPARSELY PHYRIC",NA,NA,"extensively altered","PYRITE",NA,NA,NA,"105-109 CM","secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,48.9,NA,NA,0.02,NA,NA,NA,50.6,"SULFIDE"
"7","[1054] EXLEY R. A. (1982)","samp. 1","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","PYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,46.89,NA,0.04,NA,0.26,NA,NA,53.55,"SULFIDE"
"8","[1054] EXLEY R. A. (1982)","samp. 2","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","PYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,47.58,NA,0.08,NA,0,NA,NA,53.61,"SULFIDE"
"9","[1054] EXLEY R. A. (1982)","samp. 1","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","CHALCOPYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30.76,NA,34.41,NA,0.06,NA,NA,34.4,"SULFIDE"
"10","[1054] EXLEY R. A. (1982)","samp. 2","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","CHALCOPYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,31.22,NA,34.69,NA,0.11,NA,NA,34.46,"SULFIDE"
"11","[1054] EXLEY R. A. (1982)","samp. 3","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","CHALCOPYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30.97,NA,34.55,NA,0,NA,NA,34.64,"SULFIDE"
"12","[1054] EXLEY R. A. (1982)","samp. 4","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","CHALCOPYRITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,31.19,NA,34.64,NA,0,NA,NA,34.51,"SULFIDE"
"13","[1054] EXLEY R. A. (1982)","samp. 1","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","BORNITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,11.29,NA,63.3,NA,0,NA,NA,25.26,"SULFIDE"
"14","[1054] EXLEY R. A. (1982)","samp. 2","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","BORNITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,11.08,NA,63.42,NA,0,NA,NA,25.46,"SULFIDE"
"15","[1054] EXLEY R. A. (1982)","samp. 3","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","BORNITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10.64,NA,64.12,NA,0,NA,NA,25.15,"SULFIDE"
"16","[1054] EXLEY R. A. (1982)","samp. 4","OCEAN ISLAND","ICELAND / ICELAND","ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR",65.02,65.02,-14.3,-14.3,"subaerial",NA,NA,"BASALT",NA,1912.12,1912.12,"extensively altered","BORNITE",NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,8.9,NA,65.33,NA,0,NA,NA,24.72,"SULFIDE"
"17","[1355] WHITE R. W. (1966)","samp. 84B.1","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU","CUTS AT AND ABOVE NEW PALI ROAD, PALI UNIT",21.36,21.36,-157.8,-157.8,"subaerial",244,305,"LHERZOLITE, XENOLITH",NA,NA,NA,NA,"PYRRHOTITE",NA,NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50.9,10.8,NA,NA,NA,NA,NA,38,"SULFIDE"
"18","[1355] WHITE R. W. (1966)","samp. 84B.1","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU","CUTS AT AND ABOVE NEW PALI ROAD, PALI UNIT",21.36,21.36,-157.8,-157.8,"subaerial",244,305,"LHERZOLITE, XENOLITH",NA,NA,NA,NA,"PYRRHOTITE",NA,NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,48.5,12.8,NA,NA,NA,NA,NA,37.9,"SULFIDE"
"19","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","KII FLOW, COAST ROAD 2.8 KM NORTH OF POHOIKI",19.5,19.5,-155.25,-155.25,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,39.1,0.07,NA,NA,NA,NA,NA,34.4,"SULFIDE"
"20","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","KII FLOW, COAST ROAD 2.8 KM NORTH OF POHOIKI",19.5,19.5,-155.25,-155.25,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,24.6,NA,36.8,NA,NA,NA,NA,33.2,"SULFIDE"
"21","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","KII FLOW, COAST ROAD 2.8 KM NORTH OF POHOIKI",19.5,19.5,-155.25,-155.25,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,36.3,0.01,24.7,NA,NA,NA,NA,35,"SULFIDE"
"22","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","KII FLOW, COAST ROAD 2.8 KM NORTH OF POHOIKI",19.5,19.5,-155.25,-155.25,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,37.5,0.15,25.8,NA,NA,NA,NA,34.8,"SULFIDE"
"23","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,62.7,0.3,0.5,NA,NA,NA,NA,37.1,"SULFIDE"
"24","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-C)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,61.9,1.3,0.8,NA,NA,NA,NA,37.8,"SULFIDE"
"25","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-D)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,61.6,0.4,0.4,NA,NA,NA,NA,37.3,"SULFIDE"
"26","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-E)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,61.6,1.35,1.6,NA,NA,NA,NA,36.2,"SULFIDE"
"27","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-E)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,38.7,0.45,22.7,NA,NA,NA,NA,33.6,"SULFIDE"
"28","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,62.3,0.6,NA,NA,NA,NA,NA,37.7,"SULFIDE"
"29","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60.6,0.6,NA,NA,NA,NA,NA,38.5,"SULFIDE"
"30","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-11-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,41.2,0.25,21.7,NA,NA,NA,NA,35.1,"SULFIDE"
"31","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,40.1,0.55,25,NA,NA,NA,NA,34.6,"SULFIDE"
"32","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,61.8,1.65,1.1,NA,NA,NA,NA,36.8,"SULFIDE"
"33","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,63.6,1.57,1.1,NA,NA,NA,NA,36.4,"SULFIDE"
"34","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,62.8,0.67,1.2,NA,NA,NA,NA,36.7,"SULFIDE"
"35","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-C)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,63,0.8,0.4,NA,NA,NA,NA,37.1,"SULFIDE"
"36","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-C)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,62.9,0.65,NA,NA,NA,NA,NA,37.2,"SULFIDE"
"37","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-12-C)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56,NA,9.7,NA,NA,NA,NA,34.6,"SULFIDE"
"38","[2718] DESBOROUGH G. A. (1968)","samp. HK1955EG-KI(134-13-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT E",19.5,19.5,-154.87,-154.87,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","ILMENITE/PYROXENE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,40.1,NA,25.1,NA,NA,NA,NA,35.1,"SULFIDE"
"39","[2718] DESBOROUGH G. A. (1968)","samp. HK1955AP(128-16-A)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT A",19.48,19.48,-154.89,-154.89,"Sae",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.2,15.8,NA,NA,NA,NA,30.9,"SULFIDE"
"40","[2718] DESBOROUGH G. A. (1968)","samp. HK1955AP(128-13-B1)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT A",19.48,19.48,-154.89,-154.89,"Sae",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.4,NA,NA,NA,NA,NA,38,"SULFIDE"
"41","[2718] DESBOROUGH G. A. (1968)","samp. HK1955AP(128-13-B2)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT A",19.48,19.48,-154.89,-154.89,"Sae",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.95,NA,NA,NA,NA,NA,36.6,"SULFIDE"
"42","[2718] DESBOROUGH G. A. (1968)","samp. HK1955AP(128-13-B3)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT A",19.48,19.48,-154.89,-154.89,"Sae",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.85,NA,NA,NA,NA,NA,36.7,"SULFIDE"
"43","[2718] DESBOROUGH G. A. (1968)","samp. HK1955AP(128-13-B4)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT","VENT A",19.48,19.48,-154.89,-154.89,"Sae",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.9,NA,NA,NA,NA,NA,37.2,"SULFIDE"
"44","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,41.2,0.65,23.5,NA,NA,NA,NA,35.9,"SULFIDE"
"45","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,38.3,NA,24.7,NA,NA,NA,NA,35.5,"SULFIDE"
"46","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,58.7,2.3,1.1,NA,NA,NA,NA,37.4,"SULFIDE"
"47","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,54.7,NA,3.9,NA,NA,NA,NA,37.3,"SULFIDE"
"48","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-B)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,58.3,NA,1.1,NA,NA,NA,NA,37.7,"SULFIDE"
"49","[2718] DESBOROUGH G. A. (1968)","samp. HK-K-4(131-15-D)","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE","KAU DESERT, KAMAKAIA HILL",19.32,19.32,-155.35,-155.35,"subaerial",NA,NA,"BASALT, THOLEIITIC",NA,NA,NA,NA,"SULFIDE","MAGNETITE",NA,NA,NA,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,39.8,0.48,22,NA,NA,NA,NA,34.9,"SULFIDE"
