id,SAMPLE,GROUP,MINERAL,ROCK,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,X1_1
124,samp. SV2,FELDSPAR,ALBITE,TRACHYTE,67.1,0.002,20.732,0,0.185,1.874,0,0,0.898,9.694,0,0,0.109,0.003,0.027,0,0,0,0,0,0,0,NA
125,samp. QL11-2-1,FELDSPAR,ALBITE,"SYENITE, NEPHELINE",68.737,0,19.084,0.05,0.1311,0.273,0,0.0055,0.059,11.602,0,0,0,0.05,0,0,0,0,0,0,0,0,NA
126,samp. 28-1,FELDSPAR,ALBITE,BASALT,69.46,0.01,19.67,0.016,0.06,0.06,0.01,0.01,0.04,10.75,0.0247,0,0.17,0.006,0.0142,0,0,0,0,0,0,0,NA
127,samp. 7106,FELDSPAR,ALBITE,KERSANTITE,67.32,0,19.58,0,0.44,0.7,0,0,0.33,11.63,0,0,0,0,0.01,0,0,0,0,0,0,0,NA
128,samp. QL11-2-1,FELDSPAR,ALBITE,"SYENITE, NEPHELINE",68.172,0,19.513,0,0.097,0.02,0,0,0.059,11.265,0,0,0.032,0.006976,0,0,0,0,0,0,0,0,NA
129,samp. 13LW57,FELDSPAR,ALBITE,MONZODIORITE,65.6,0.053,21,0,0.11,0.79,0.02,0,0.35,11.33,0.01,0,0,0,0,0,0,0,0,0,0,0,NA
130,samp. OSP14A,FELDSPAR,ALBITE,"SYENITE, QUARTZ",68.46,0,19.52,0.016,0.04,0.39,0,0,0.14,11.17,0.01,0,0,0,0,0,0,0,0,0,0,0,NA
131,samp. ALKALI FELDSPAR GRANITE,FELDSPAR,ALBITE,"GRANITE, ALKALI FELDSPAR",68.54,0.0464,21.22,0,0.0402,0.6015,0,0,0.1822,10.61,0.016,0,0.0053,0.0018,0,0,0,0,0,0,0,0,NA
132,samp. 13LW58,FELDSPAR,ALBITE,MONZODIORITE,66.1,0.022,19.7,0,0.067,2.19,0.01,0.0503,0.11,10.81,0,0,0,0.006,0.029,0,0,0,0,0,0,0,NA
133,samp. MV12.UM01B,FELDSPAR,ALBITE,MELANOSYENITE,65.092,0.0043,21.102,0,0.073,1.71,0,0,0.297,10.186,0.1976186,0,0,0,0,0,0,0,0,0,0,0,NA
134,samp. TRACHYTE,FELDSPAR,ALBITE,TRACHYTE,69.47,0,20.7,0,0.0058,0.35,0.01,0,0.07,9.84,0.025,0,0,0.0063,0.05,0,0,0,0,0,0,0,NA
135,samp. 307/2A,FELDSPAR,ALBITE,RHYOLITE,68.14,0.031262508,21.08,0.005,0.034142,0.19,0,0,0.1,10.51,0.11,0,0.1,0.0056,0.003333333,0,0,0,0,0,0,0,NA
136,samp. 15ZB124-2,FELDSPAR,ALBITE,GRANITE,68.86,0.0303,19.579,0.01,0.03,0.11,0.026,0.01,0.08,11.19,0.2908,0,0,0.000482,0,0,0,0,0,0,0,0,NA
137,samp. 200/1,FELDSPAR,ALBITE,GRANITE,68.37,0.03,19.24,0.03,0.01,0.93,0.017,0.02,2.4,10.11,0.024,0,0,0,0.031,0,0,0,0,0,0,0,NA
138,samp. TOD3-38.6,FELDSPAR,ALBITE,TRACHYTE,70.35,0.01,18.32,0.004886525,0.96,0,0.02,0.0226,0.2,11.64,0,0,0.004,1.00E-05,0.02,0,0,0,0,0,0,0,NA
139,samp. ZGL14-36-1,FELDSPAR,ALBITE,AMPHIBOLITE,68.52,0,19.57,0,0.09,0.19,0,0,0.08,10.79,0.0394,0,0.098,0.01,0.018,0,0,0,0,0,0,0,NA
140,samp. SV38,FELDSPAR,ALBITE,TRACHYTE,67.374,0.05,20.351,0,0.192,1.501,0.0069401,0,1.135,10.063,0,0,0.04,0.006,0.0225,0,0,0,0,0,0,0,NA
141,samp. KU-98-07,FELDSPAR,ALBITE,"SYENITE, QUARTZ",67.84,0.04,19.75,0.02,0,0.13,0,0,0.11,11.75,0.044,0,0.009,0,0,0,0,0,0,0,0,0,NA
142,samp. BIOTITE GRANODIORITE,FELDSPAR,ALBITE,"GRANODIORITE, BIOTITE",65.94,0.0381,21.44,0.006,0.0557,1.72,0,0.001266207,0.1643,10.07,0.1,0,0.0702,0.012818,0.011,0,0,0,0,0,0,0,NA
143,samp. TWO-MICA GRANITE,FELDSPAR,ALBITE,"GRANITE, 2-MICA",66.7,0.0015,21.23,0.028,0.08,1.67,0,0,0.12,11.02,0.11,0,0.003,0.003,0.02,0,0,0,0,0,0,0,NA
144,samp. AMB-1,FELDSPAR,ALBITE,"GRANITE, ALKALINE",67.28452,0.0538,19.44216,0.024,0.3096595,0.2468929,0,0,0.1984668,11.69982,0.006229242,0,0,0,0,0,0,0,0,0,0,0,NA
145,samp. A5,FELDSPAR,ALBITE,GRANODIORITE,67.38,0,21.02,0.012,0.18,0.78,0,0.01,0.07,11.24,0.1,0,0.0512,0.0118,0.09,0,0,0,0,0,0,0,NA
146,samp. SV38,FELDSPAR,ALBITE,TRACHYTE,68.023,0,20.824,0.02,0.161,1.762,0.01,0.05,1.066,10.075,0.034,0,0.057733,0.0083,0.03,0,0,0,0,0,0,0,NA
147,samp. SV38,FELDSPAR,ALBITE,TRACHYTE,66.64,0,20.533,0.016,0.23,1.681,0.001,0.01,1.117,10.01,0.015,0,0,0,0.014,0,0,0,0,0,0,0,NA
148,samp. H5,FELDSPAR,ALBITE,BASALT,65.73,0,20.99,0.01,0.58,0.25,0.68,0.02,0.07,11.78,0,0,1.00E-05,0.01,0.01,0,0,0,0,0,0,0,NA
149,samp. ML807-04,FELDSPAR,ALBITE,RHYOLITE,68.595,0,19.919,0,0.0365,0.242,0,0,0.043,11.732,0.022,0,0,9.00E-04,0.01,0,0,0,0,0,0,0,NA
150,samp. AND90-37,FELDSPAR,ALBITE,RHYOLITE,69.261,0,19.605,0.041,0.0467,0.224,0,0,0.069,11.373,0.004,0,0.082,0,0,0,0,0,0,0,0,0,NA
151,samp. QLHP,FELDSPAR,ALBITE,"SYENITE, QUARTZ",68.635,0.0002862,18.918,0,0.18,0.014,0,0,0.174,11.226,0.006,0,0,0.001,0.003,0,0,0,0,0,0,0,NA
152,samp. U 412,FELDSPAR,ALBITE,FENITE,67.14,0,19.14,0.05,0.107,0,0,0.01,1.2,11.01,0.016,0,0,0.0012,0.006,0,0,0,0,0,0,0,NA
153,samp. TOMTOR,FELDSPAR,ALBITE,LAMPROPHYRE,67.85,0.0601,19.1,0.0261,0,0.28,0.035,0.02,1.95,10.6,0,0,0.01,0.012,0,0,0,0,0,0,0,0,NA
154,samp. YN-12-31,FELDSPAR,ALBITE,RHYOLITE,68.35,0,19.94,0.02,0.05,0.35,0.01,0.1,0.05,10.96,0.08,0,0.03,0.181205,0.037,0,0,0,0,0,0,0,NA
155,samp. CYDH 2,FELDSPAR,ALBITE,NOT GIVEN,67.88,0.0941,19.57,0.04,0.15,0.33,0.45,0.14,1.25,10.34,0.1427,0,0.0515,0.04,0.12,0,0,0,0,0,0,0,NA
156,samp. FS-46,FELDSPAR,ALBITE,BASALT,69.2,0,19.4,0.13,0.083,0.28,0.01,0.01,0.03,10.91,0.0522,0,0.026,0.008,0.021,0,0,0,0,0,0,0,NA
157,samp. SA14P9B,FELDSPAR,ALBITE,"SYENITE, NEPHELINE",69.49,0,19.12,0,0,0.03,0,0.01,0.04,12.06,0,0,0,0.004,0,0,0,0,0,0,0,0,NA
158,samp. 7106,FELDSPAR,ALBITE,KERSANTITE,67.81,0,19.35,0,0.26,0.9,0,0,0.18,11.51,0,0,0,0,0,0,0,0,0,0,0,0,NA
159,samp. ZGL14-35-1,FELDSPAR,ALBITE,AMPHIBOLITE,65.65,0,21.28,0.04,0.02,2.31,0.01,0.03,0.01,10.93,0.23,0,0.021,0.012818,0.02,0,0,0,0,0,0,0,NA
160,samp. BIOTITE GRANODIORITE,FELDSPAR,ALBITE,"GRANODIORITE, BIOTITE",66.56,0.0224,21.09,0,0.0386,1.63,0,0,0.3465,9.72,0,0,0,0.002,0.033,0,0,0,0,0,0,0,NA
161,samp. 15ZB124,FELDSPAR,ALBITE,GRANITE,69.96,0.010834997,19.89,0,0.04,0.03,0,0,0.06,11.16,0,0,0.01,0.011,0,0,0,0,0,0,0,0,NA
162,samp. XENOC,FELDSPAR,ALBITE,NOT GIVEN,63.124,0,18.297,0,0.071,0.003,0,0.012,10.358,3.681,0.347200343,0,0,0,0,0,0,0,0,0,0,0,NA
163,samp. 2,FELDSPAR,ALBITE,NOT GIVEN,67.423,0.01,20.012,0.187,0,0.295,0.022,0.007,0.144,11.199,0.024,0,0.03,0.006,0.014,0,0,0,0,0,0,0,NA
164,samp. ALKALI FELDSPAR GRANITE,FELDSPAR,ALBITE,"GRANITE, ALKALI FELDSPAR",68.07,0.0392,19.97,0,0.0476,0.411,0.0104,0,0.1967,10.82,0.0084,0,0,0.02,0,0,0,0,0,0,0,0,NA
165,samp. WR13-18,GARNET,ALMANDINE,NOT GIVEN,38.29,0.14,21.54,0.02,24.42,7.35,7.03,0.35,0.02,0.04,0.0644,0,0,0,0.010931,0,0,0.01,0,0,0.25,0,NA
166,samp. 1-1,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",39.6,0.12,23.3,0.05,13.5,9.22,12.9,0.25,0,0.05,0.03,0.00046,0,0,0.01,0,0,0,0,0,3.86,0,NA
167,samp. K15A,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.5,0.28,21.7,1.17,16.4,4,15.3,0.28,0,0.1,0.036,0,0,0,0.0154,0,0,0,0,0,2.72,0,NA
168,samp. 775,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.6435,0.447,23.025,0.078,8.21375,13.9715,13.507,0.14525,0.01,0.1645,0.0866,0,0.06,0,0.02,0,0,0.039837234,0,0,3.93,0,NA
169,samp. VIC0506,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.32,0.09,22.76,0.18,16.14,6.9,13.3,0.37,0,0.04,0.03,0,0.03,0,0,0,0,0,0,0,1.72,0,NA
170,samp. M26,GARNET,ALMANDINE,"GRANITE, BIOTITE",38.2,0.07,21.9,0.1,34,0.3,1.4,7,0.83,0.23,0.1192,0.00046,0.07,0.018,0.1161,0,0,0.067,0,0,1.1,0,NA
171,samp. 11SR01-1,GARNET,ALMANDINE,"GRANITE, 2-MICA",36.6,0.46,20.57,0.55,14.64,8.26,0.23,20.11,0.00602271,0.03,0.03,0,0.12,0,0.0144,0,0,0.01,0,0,2.73,0,NA
172,samp. CEE3-3,GARNET,ALMANDINE,GRANITE,38.02,0.06,21.58,0,33.6,1.27,4.6,2.76,0,0,0.01,0.00046,0.07,0,0,0,0,0.02,0,0,4.66,0,NA
173,samp. OGG-67,GARNET,ALMANDINE,KIMBERLITE,37.27,0.05,20.57,0.04,27.95,6.76,4.97,1.07,0,0.04,0.084,0,0.077,0,0,0,0,0,0,0,1.57,0,NA
174,samp. 97SL61,GARNET,ALMANDINE,"CLINOPYROXENITE, GARNET, XENOLITH",39.873,0.128,21.115,0.132682,9.756,19.237,8.896,0.154,0.07,0.018,0.0736,7.00E-05,0.03,0.01,0.11,0,0,0.068470246,0,0,6.06,0,NA
175,samp. MAR14-9,GARNET,ALMANDINE,NOT GIVEN,38.4345,0,21.7161,0.0353,23.2622,7.3426,1.6891,9.3817,0,1.00E-04,0.0107,0,0,0,0,0,0,0,0,0,1.16,0,NA
176,samp. PGR-1,GARNET,ALMANDINE,NOT GIVEN,39.94,0.13,21.63,0.04,19.291,11.02,7.54,0.41,0,0.03,0.0235,0,0,0,0,0,0,0,0,0,4.66,0,NA
177,samp. KH60/1,GARNET,ALMANDINE,NOT GIVEN,37.72,0.46,20.29,0.62,11.38,6.54,1,20.53,0.11,0.15,0.1183,0.00046,0.06,0.03,0.0341,0,0,0.063490592,0,0,5.9,0,NA
178,samp. PQ01-40P,GARNET,ALMANDINE,RHYOLITE,36.47,0.02,20.78,0,36.05,0.72,1.2,4.58,0.005,0.04,0.069789,0,0.07,0.01,0.02178,0,0,0.077,0,0,6.06,0,NA
179,samp. FARKASNYAK,GARNET,ALMANDINE,"ANDESITE, THOLEIITIC",37.7,0.42,20.03,0,30.35,6.26,2.74,2.58,0.06,0.045,0.1217,0,0.08,0.03,0.14,0,0,0,0,0,6.06,0,NA
180,samp. 25-7,GARNET,ALMANDINE,GRANULITE,38.57,0.02,21.37,0,28.01,8.13,4.75,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,NA
181,samp. 1/3I1,GARNET,ALMANDINE,NOT GIVEN,37.74,0.09,22.1,0.0129,30.52,2.46,5.61,1.45,0,0.04,0.070393,0,0.07,0,0.01,0,0,0,0,0,2.73,0,NA
182,samp. 175M12,GARNET,ALMANDINE,KIMBERLITE,39.04,0,20.93,0.01,26.94,7.09,6.23,0.61,0,0,0.026,0,0,0,0,0,0,0,0,0,1.57,0,NA
183,samp. G3-11,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",39.58,0.037,21.36,0.025,25.74,6.9,6.69,0.658,0,0.038,0.03,0,0,0,0,0,0,0.01,0,0,2.78,0,NA
184,"samp. 161-976B-77R-2,40-42",GARNET,ALMANDINE,SCHIST,37.78571139,0.181818372,20.82513129,0.08186322,24.77896754,9.195552894,1.330069102,6.29754232,0.002409084,0.029656717,0.016,0,0.03,0,7.14E-05,0,0,0,0,0,4.93,0,NA
185,samp. MAR14-9,GARNET,ALMANDINE,NOT GIVEN,38.519,0.0945,21.4193,0.1183,21.6756,10.0443,1.5259,7.9272,0,0,0,0,0.0694,0,0,0,0,0.01,0,0,1.991,0,NA
186,samp. SA-10B,GARNET,ALMANDINE,"GNEISS, ORTHO",36.76,0.04,20.78,0,34.51,1.41,2.25,4.38,0,0,0.03,0,0.07,0.01,0.02,0,0,0.039837234,0,0,2.73,0,NA
187,samp. B-76,GARNET,ALMANDINE,ECLOGITE,38.7,0.13,21.1,0.03,23.1,7.01,8.87,0.42,0,0.03,0.02,0,0,0,0,0,0,0,0,0,4.93,0,NA
188,samp. M-1A,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",38.88,0.047,23.29,0.047,21.38,6.63,9.46,0.43,0,0.024,0.048,0,0.03,0,0.018,0,0,0.02,0,0,2.73,0,NA
189,samp. 208,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.01333333,0.286666667,22.24,0.05,17.95333333,6.643333333,12.83,0.376666667,0,0.093333333,0.0791,0,0,0,0,0,0,0.02,0,0,2.22,0,NA
190,samp. TSH,GARNET,ALMANDINE,KIMBERLITE,39.09,0.01,22.17,0.13,23.52,6.69,7.77,0.64,0,0.01,0.0777,0.00046,0.03,0,0,0,0,0,0,0,2.73,0,NA
191,samp. II,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.85,0.07,22.6,0.05,13.2,8.5,14.36,0.32,0,0.05,0.02,0,0.01,0,0.01,0,0,0,0,0,0.928,0,NA
192,samp. 115,GARNET,ALMANDINE,KIMBERLITE,40.84,0.49,23.43,0.03,13.21,4.69,17.28,0.54,0.0143,0.157,0.07285,0,0.12,0,0.017,0,0,0,0,0,2.78,0,NA
193,samp. 30-11,GARNET,ALMANDINE,GRANULITE,38.79,0.06,21.64,0.01,27.82,6.54,5.95,0.79,0.05,0,0.1018,0.00046,0,0,0.08756,0,0,0,0,0,4.93,0,NA
194,samp. 09F114,GARNET,ALMANDINE,"LEUCOGRANITE, MUSCOVITE",36.842,0.52,21.072,0.16,24.642,0.399,0.074,17.826,1.960517387,0.22,0.1,0,0.15,0.03,0.06,0,0,0.01742879,0,0,6.06,0,NA
195,samp. 14/01/1062,GARNET,ALMANDINE,KIMBERLITE,39.58,0.16,22.35,0.22,18.13,5.02,13.67,0.65,0,0.03,0.053,0.00072,0,0,0,0,0,0.02,0,0,3.86,0,NA
196,samp. S-B1,GARNET,ALMANDINE,DACITE,36.98,0.19,20.14,0.058473729,29.12,4.63,4.63,2.55,0.02,0,0.018928823,0.00072,0.04,0,0.0074,0,0,0.01,0,0,2.66,0,NA
197,"samp. 161-976B-76R-1,45-49",GARNET,ALMANDINE,SCHIST,37.27864986,0.061718163,21.14627356,0.023389491,34.77804,3.019477046,1.343336624,3.829918089,0.00602271,0.014828359,0.02,0.00072,0.03,0,0.01,0,0,0.056021111,0,0,4.93,0,NA
198,samp. GO1,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",39.86,0.2,22.46,0.11,16.63,10.27,9.79,0.32,0.001507692,0.09,0.039,0,0.06,0,0.01,0,0,0.03,0,0,1.57,0,NA
199,"samp. 161-976B-74X-1,30-34",GARNET,ALMANDINE,SCHIST,37.18665136,0.07506263,21.00270408,0,32.68482192,3.022275449,1.593761106,5.752624777,0.009636336,0.014828359,0.01,0,0.061,0,0.01,0,0,0,0,0,4.93,0,NA
200,samp. 1/3F1,GARNET,ALMANDINE,NOT GIVEN,36.66,0.01,21.83,0,32.64,1.65,2.66,3.66,0.003382,0,0.02,0,0.08,0.03,0.007,0,0,0.01,0,0,5.9,0,NA
201,"samp. 161-976E-14R-1,98-102",GARNET,ALMANDINE,SCHIST,37.93333689,0.195162839,21.13305005,0.01,29.26259692,5.689153693,1.633563672,5.007559795,0.007227252,0.018872456,0.021,0,0.02,0,0.01,0,0,0.02,0,0,2.73,0,NA
202,samp. PSH-98-98.3,GARNET,ALMANDINE,METAPELITE,37.19,0.02,20.54,0.01,30.95,1.33,3.53,11.65,0.02,0,0.035954,0.00046,0.25,0.02,0,0,0,0.022408444,0,0,3.86,0,NA
203,samp. U-157,GARNET,ALMANDINE,GROSPYDITE,40.3,0.09,22.6,0.17,8.86,21.19,6.9,0,0.003613626,0.05,0.0886,7.00E-05,0.06,0.014,0.0434,0,0,0.05,0,0,5.9,0,NA
204,"samp. 161-976B-77R-2,40-42",GARNET,ALMANDINE,SCHIST,36.88070284,0.026688935,20.82702037,0.002032,26.9326535,6.81691018,1.91715696,5.673857075,0,0,0.022705028,0.00046,0.07,0.02,0,0,0,0.01742879,0,0,6.06,0,NA
205,samp. U-2290,GARNET,ALMANDINE,"ECLOGITE, COESITE, XENOLITH",39.68,0.07,22.74,0,15.58,12.01,8.87,0.02,0.05,0.19,0.24,7.00E-05,0,0.02,0.0386,0,0,0.02,0,0,6.75,0,NA
206,samp. 30-14,GARNET,ALMANDINE,GRANULITE,39.83,0.36,22.01,0.09,24.52,6.25,8.78,0.75,0,0.01,0.04,0,0,0,0.02795,0,0,0.092123604,0,0,4.93,0,NA
207,samp. PB-B-2,GARNET,ALMANDINE,NOT GIVEN,39.33,0.1,21.79,0.03,24.2288,8.99,6.9,1.09,0.01,0.03,0.02,0,0.0225,0,0.02,0,0,0,0,0,1.16,0,NA
208,samp. LY-25,GARNET,ALMANDINE,"GRANITE, BIOTITE",36.92,0.02,20.78,0,34.25,1.08,0.61,3.87,0,0,0.03,0,0.12,0.03,0.01304,0,0,0.03485758,0,0,2.73,0,NA
209,samp. AS112,GARNET,ALMANDINE,AMPHIBOLITE,37.98,0.07,21.56,0.03,25.3,10.91,5.23,0.76,0.01,0.005666667,0.021,0.00097,0,0,0,0,0,0,0,0,0.25,0,NA
210,samp. 52006,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",38.7953,0.032057,21.91195,0.132682,22.83125,3.933275,10.39305,0.450503,0,0,0.046931,0,0,0,0,0,0,0,0,0,2.73,0,NA
211,samp. R14A,GARNET,ALMANDINE,"GRANITE, BIOTITE",36.8,0.037,20.6,0.01,35.3,0.5,2.1,4.8,0.06,0.03,0.14,0.36,0,0.03,0.06,0,0,0.067,0,0,4.25,0,NA
212,samp. 9468,GARNET,ALMANDINE,NOT GIVEN,37.76,0.170141962,20.36,0.1,28.9,1.52,4.98,6.31,0.08,0.06,0.05,0.00046,0.05,0.07,0.08,0,0,0.046061802,0,0,4.66,0,NA
213,samp. 1/3D2,GARNET,ALMANDINE,NOT GIVEN,36.43,0,21.88,0.11,32.87,1.69,3.11,3.08,0.01,0.01,0.13,0,0.19,0.008,0.07,0,0,0,0,0,2.73,0,NA
214,samp. RV07-17,GARNET,ALMANDINE,"ECLOGITE, XENOLITH",40.0571,0.3024,22.6006,0.2145,18.1236,6.0875,12.9781,0.4088,0,0.1175,0.1077,0,0.0694,0,0,0,0,0,0,0,2.99,0,NA
215,samp. AX27,FELDSPATHOID,ANALCIME,SYENITE,55.4939,0.0202,23.6937,0,0.0347,0.0204,0.0013,0.0287,0.1017,11.5259,0.107228787,5.2212,0,0.2,0,0,0,0,0,0.35,0,0,NA
216,samp. 72107,FELDSPATHOID,ANALCIME,"GABBRO, ALKALINE, ANALCIME",52.84,0.0625,24.15,0,1.589333333,0.97,0.25,0.01,0.38,12.81,0.161652246,5.71,0.5922,0.29,0,0,0,0,0,2.95,0,0,NA
217,"samp. B.M. 1929, 173(55)",FELDSPATHOID,ANALCIME,PHONOLITE,53.9,0.1227,22,0,0.8392,0,0.05,0,2.2,11.4,0.2478,13.5218,0.145,0.1142,0.021,0,0,0,0,0.01,0,0,NA
218,samp. FM42,FELDSPATHOID,ANALCIME,LAMPROPHYRE,52.35,0.05,22.65,0,0.12,1.61,0.066,0,2.65,10.86,0.07,5.9404,0.145,0.2,0,0,0,0,0,1.07,0,0,NA
219,samp. 24273,FELDSPATHOID,ANALCIME,"SYENITE, NEPHELINE",50.89,0.0141,24.07,0,1.12,0.36,0,0,0.61,13.64,0.03,5.2212,0.16,0.0176,0,0,0,0,0,0.35,0,0,NA
220,samp. TARIAT,FELDSPATHOID,ANALCIME,BASALT,57.7,0.19,22.9,0.00641,0.5777,0.31,0.32,0.0195,6.32,5.8,0.04,5.2212,0.87,0.0093,0.01,0,0,0,0,2.95,0,0,NA
221,samp. MFEH35,FELDSPATHOID,ANALCIME,"DOLERITE, LAMPROPHYRIC",48.5874,0.05,22.8638,0.04,0.18,0.538,0.0412,0,0.1037,12.7938,0.13,15.1133,0,0,0,0,0,0,0,2.95,0,0,NA
222,samp. LR12-56,FELDSPATHOID,ANALCIME,PHONOTEPHRITE,56.498,0,24.198,0,0.379,0.144,0.02,0,0.063,8.58,0.03,9.22,0.1169,0.3,0.011,0,0,0,0,2.95,0,0,NA
223,samp. AX15,FELDSPATHOID,ANALCIME,SYENITE,55.0713,0,24.4465,0,0,0,0,0,0.072,12.3232,0.12,9.2847,0,0.41,0.011,0,0,0,0,0.01,0,0,NA
224,samp. MFEH06,FELDSPATHOID,ANALCIME,"DOLERITE, LAMPROPHYRIC",54.03,0,24.13,0,0.0673,0.4121,0,0,0.0316,13.6,0,7.7766,0,0.0197,0,0,0,0,0,0.35,0,0,NA
225,samp. KM-6,FELDSPATHOID,ANALCIME,"LAMPROPHYRE, ALKALINE",52.13,0.02,23.99,0,0.14,0.58,0.02,0,0.63,12.24,0.03,9.2847,0.17,0.01,0,0,0,0,0,1.07,0,0,NA
226,samp. R-1,FELDSPATHOID,ANALCIME,NEPHELINITE,54.75,0,23.95,0,0,0.05,0,0,0.3,12.74,0.3518,18.0269,0.04,0.1172,0,0,0,0,0,1.75,0,0,NA
227,samp. B18,FELDSPATHOID,ANALCIME,BASANITE,52.88,0.09,23.15,0,0.84,1.62,0.38,0.04,2.24,9,0,7.41,0.16,0,0.014,0,0,0,0,2.95,0,0,NA
228,samp. MAEH03,FELDSPATHOID,ANALCIME,CAMPTONITE,52.7154,0,25.33,0.04,0.1671,0.9075,0.06,0,0.0248,12.88,0.147838293,8.1423,0,0,0,0,0,0,0,2.95,0,0,NA
229,samp. OU42063_O,FELDSPATHOID,ANALCIME,LAMPROPHYRE,58.05,0.01,20.13,0,1.003,0.47,0.03,0,0.25,11.21,0,8.991,0.92,0.25,0,0,0,0,0,0.35,0,0,NA
230,samp. ST20,FELDSPATHOID,ANALCIME,"THERALITE, ANALCIME",50.66,0.0462,25.63,0.04,0.49,0,0.06,0,0.29,15.08,0.86,8.991,0.17,0.56,0,0,0,0,0,1.75,0,0,NA
231,samp. COR8,FELDSPATHOID,ANALCIME,TRACHYTE,59.49,0.0512,18.79,0,0.9502605,0.31,0.07,0.03,0.37,10.3,0.120942082,14.3167,0.01,0.0197,0,0,0,0,0,0.01,0,0,NA
232,samp. LR12-27,FELDSPATHOID,ANALCIME,BASALT,58.631,0,23.446,0,0.482,0.689,0,0.005,0.193,10.469,0,6.82,0,0,0,0,0,0,0,2.95,0,0,NA
233,samp. AX10,FELDSPATHOID,ANALCIME,SYENITE,55.8991,0,23.2454,0,0.0907,0.0316,0,0.017,0.0833,12.2924,0,13.5218,0.2586,0.012,0.014,0,0,0,0,0.71,0,0,NA
234,samp. ST12,FELDSPATHOID,ANALCIME,"TINGUAITE, ANALCIME",50.34,0.08,24.7,0,0.6443,0.06,0.394,0,0,15.27,0.05,17.4396,0.27,0.99,0,0,0,0,0,2.95,0,0,NA
235,"samp. 58-444A-20-1, 27-29",FELDSPATHOID,ANALCIME,NOT GIVEN,52.41,0,28.07,0.04482,1.77,3.29,0.09,0.24,5.13,3.58,0.213468005,7.41,0.09,0,0.0299,0,0,0,0,2.95,0,0,NA
236,samp. 812,FELDSPATHOID,ANALCIME,NOT GIVEN,56.42,0,22.17,0,0.0716,0.014,0.015,0,0.12,13.06,0.199695665,15.1133,0,0.0043,0,0,0,0,0,1.75,0,0,NA
237,samp. VICO C FLOW,FELDSPATHOID,ANALCIME,NOT GIVEN,56.834,0.007,22.789,0,0.474,0.192,0.028,0,0.603,9.924,0,17.4396,0.156,0.02,0.001,0,0,0,0,0.35,0,0,NA
238,samp. ALTEREDBASALT,FELDSPATHOID,ANALCIME,BASALT,55.86,0.05,22.29,0,0.22,0.47,0.15,0.016,0.07,12.21,0.08,8.991,0,0,0,0,0,0,0,1.07,0,0,NA
239,samp. MFEH35,FELDSPATHOID,ANALCIME,"DOLERITE, LAMPROPHYRIC",49.3511,0.06,22.9538,0.05,0.2037,0.4816,0.05,0,0.0769,12.8199,0,14.3167,0,0,0.05,0,0,0,0,1.75,0,0,NA
240,samp. OKJ-94-10,FELDSPATHOID,ANALCIME,LAMPROPHYRE,53.85,0.23,24.46,0,1.06,1.26,0.12,0.01,0.54,10.82,0,9.5576,0.8950109,0.1272,0.02,0,0,0,0,2.95,0,0,NA
241,samp. P8,FELDSPATHOID,ANALCIME,LAMPROPHYRE,55.76,0.111,21.17,0.026,0.09,0.11,0,0,0.12,13.96,0.17893525,15.1133,0.8950109,8.00E-04,0.02,0,0,0,0,1.07,0,0,NA
242,samp. AMBA DONGAR,FELDSPATHOID,ANALCIME,NEPHELINITE,54.14,0,24.03,0,0.1,0.15,0.015,0,0.15,13.76,0,7.7135,0,0.0128,0.007,0,0,0,0,0.01,0,0,NA
243,samp. AMBA DONGAR,FELDSPATHOID,ANALCIME,NEPHELINITE,51,0.0777,26.89,0,1.04,0.8,0.047828386,0,0.76,11.84,0,7.7135,0,8.00E-04,0.00249,0,0,0,0,0.01,0,0,NA
244,samp. OU42041_S,FELDSPATHOID,ANALCIME,LAMPROPHYRE,53.14,0,24.04,0,0.21,0.84,0,0,0.29,12.55,0,7.7135,0.29,0.01,0,0,0,0,0,0.71,0,0,NA
245,samp. PPN1,FELDSPATHOID,ANALCIME,"GABBRO, ALKALINE",47.48153,0.0631,26.99233,0,0.2246115,0.9,0.02139,0,0.09,16.14845,0.133174545,7.974,0.92,0.13,0.02,0,0,0,0,0,0,0,NA
246,samp. KM-6,FELDSPATHOID,ANALCIME,"LAMPROPHYRE, ALKALINE",56.63,0.0096,23.29,0.05,0.12,0.02,0,0,0.23,12.81,0,15.9262,0,0.11,0,0,0,0,0,0.01,0,0,NA
