"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"280","[18200] DOROSHKEVICH A. G. (2007)","samp. 6","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / BAIKAL RIFT / UDA-VITIM ISLAND ARC / VESELYI (VESELOE) CARBONATITE",NA,55.5,55.5,113,113,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.71,38.62,0.3,0.27,1.12,27.98,0,0.0475,0,0.064,0.24,0.474,0.04,0,0,0,0,0.2316,0,0.07681039,0,0.287,"TITANITE"
"281","[18260] KHANNA T. C. (2013)","samp. DIKE 1","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / MAHBUBNAGAR LARGE IGNEOUS PROVINCE / GADWAL ALKALINE DIKES","DIKE 1",16.2041,16.2041,77.8241,77.8241,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.72,38.65,0.2,0.06,3.15,26.77,0.02,0.13,0,0.03,0,0.732,0.061,0,0.005,0,0,0.0696,0,0.1506769,0,0.7674963,"TITANITE"
"282","[18260] KHANNA T. C. (2013)","samp. DIKE 2","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / MAHBUBNAGAR LARGE IGNEOUS PROVINCE / GADWAL ALKALINE DIKES","DIKE 2",16.2044,16.2044,77.8176,77.8176,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.53,35.4,1.66,0,3.43,26.71,0.03,0.18,0,0.02,0.03,0.551,0.486,0.01,0.0319,0,0,0.0059,0,0.2583759,0,0.8993,"TITANITE"
"283","[18324] BRENNA M. (2014)","samp. NA11A","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11A_PHASE1_1",NA,NA,NA,"primary",29.813,32.854,1.361,0.011,1.324,26.687,0.053,0.057,0,0.037,0.06,0.306,1.08,0.03,0,0,0,0,0,0.07733048,0,0.24,"TITANITE"
"284","[18324] BRENNA M. (2014)","samp. NA11A","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11A_PHASE1_2",NA,NA,NA,"primary",29.828,33.516,1.476,0.015,1.362,27.141,0.05,0.105,0.0192,0.031,0.0835300080924856,0.306,0.6174,0,0,0,0,0,0,0.2583759,0,0,"TITANITE"
"285","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_1",NA,NA,NA,"primary",29.212,29.45,1.406,0.1119,2.068,25.828,0.015,0.099,0.02,0.245,0.06,0.301,0.582,0,0,0,0,0.015,0,0.1506769,0,2.079,"TITANITE"
"286","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_2",NA,NA,NA,"primary",29.485,32.569,1.583,0,1.795,26.317,0,0.105,0.01,0.034,0.13,0.216,1.08,0,0,0,0,0,0,0.07681039,0,0.2762,"TITANITE"
"287","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_3",NA,NA,NA,"primary",29.622,31.798,1.59,0,2.006,26.65,0,0.103,0.026,0.061,0,0.21,1.44,0.0141,0,0,0,0.2787,0,0.07733048,0,0.518,"TITANITE"
"288","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_4",NA,NA,NA,"primary",28.948,31.171,1.38,0,1.645,25.454,0.023,0.078,0.033,0.055,0.159,0.265,0.7565,0.0227,0.0059,0,0,0,0,0.07681039,0,0.725137156745186,"TITANITE"
"289","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_5",NA,NA,NA,"primary",29.53,31.069,1.49,0,1.627,26.28,0,0.131,0.017,0.058,0,0.378,1.5162,0,0.0172,0,0,0,0,0.07681039,0,0.518,"TITANITE"
"290","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE3_6",NA,NA,NA,"primary",29.869,32.351,1.506,0,1.948,26.41,0.03,0.128,0.0101,0.055,0.027,0.342,1.07,0,0,0,0,0.0059,0,0.1506769,0,0.8993,"TITANITE"
"291","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE10_1",NA,NA,NA,"primary",29.262,31.529,1.547,0.029,1.869,26.48,0.013,0.044,0.006,0.117,0.06,0.296,1.5162,0,0,0,0,0,0,0.07681039,0,0.3485628,"TITANITE"
"292","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE10_2",NA,NA,NA,"primary",30.009,32.984,1.485,0,2.032,26.169,0,0.093,0,0.055,0.068,0.22,1.1,0.0077,0.01,0,0,0,0,0,0,0.06,"TITANITE"
"293","[18324] BRENNA M. (2014)","samp. NA11D","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / ULLEUNG ISLAND",NA,37.505,37.505,130.8653,130.8653,"subaerial",NA,NA,"NOT GIVEN","PHANERITIC",NA,NA,NA,"TITANITE (SPHENE)","NA11D_PHASE10_3",NA,NA,NA,"primary",29.626,33.01,1.218,0,2.552,26.812,0.0246,0.061,0.013,0.342,0.02,0.6,0.447,0,0,0,0,0,0,0.07681039,0,2.408,"TITANITE"
"294","[18461] CHALAPATHI RAO N. V. (2014)","samp. AK/SGL3/1","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / SOMAVARIGUDEM-3 LAMPROITE",NA,16.8814,16.8814,79.3547,79.3547,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.81,39.78,0.63,0.12,0.89,26.61,0.03,0.07,0.0569,0.1879,0.01,0.6,0.213,0.01,0.0319,0,0,0.5376,0,0.07681039,0,0.245,"TITANITE"
"295","[18461] CHALAPATHI RAO N. V. (2014)","samp. NVC/RL-3","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-3 LAMPROITE",NA,16.8368,16.8368,79.2801,79.2801,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",36.02,27.8,2.12,0,4.88,23.98,3.4,0.073,0.25,0.1377,0,0.403,0.317,0.01,0,0,0,0,0,0.07681039,0,3.395,"TITANITE"
"296","[18461] CHALAPATHI RAO N. V. (2014)","samp. AK/RL1/3","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-1 LAMPROITE",NA,16.8381,16.8381,79.278,79.278,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",32.15,36.59,3.04,0,0.86,26.5,0.11,0.0486,0.0184,0.2854,0.039,0.621,0.8768,0.02,0,0,0,0.2787,0,0.1506769,0,0.1261389,"TITANITE"
"297","[18461] CHALAPATHI RAO N. V. (2014)","samp. NVC/RL-3/1","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-3 LAMPROITE",NA,16.8368,16.8368,79.2801,79.2801,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",32.76,35.9,3.68,0,0.94,26.58,0.07,0,0.07,0.049,0.24,0.551,0.317,0,0.0059,0,0,0,0,0.2583759,0,0.89,"TITANITE"
"298","[18461] CHALAPATHI RAO N. V. (2014)","samp. NVC/RL-3/1","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-3 LAMPROITE",NA,16.8368,16.8368,79.2801,79.2801,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",32.01,35.99,2.6,0.05,1.78,24.36,1,0.038,0.02,0.3051,0,0.43,0.429,0,0,0,0,0,0,0.07733048,0,0.06,"TITANITE"
"299","[18461] CHALAPATHI RAO N. V. (2014)","samp. AK/RL5/2","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-5 LAMPROITE",NA,16.8306,16.8306,79.2883,79.2883,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",32,34.89,5.25,0.0042,0.75,26.54,0,0.05,0,0.264,0.068,0.542,1,0.04,0,0,0,0.2325,0,0.07681039,0,0.1117977,"TITANITE"
"300","[18461] CHALAPATHI RAO N. V. (2014)","samp. AK/RL5/2","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-5 LAMPROITE",NA,16.8306,16.8306,79.2883,79.2883,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",32,36.09,1.53,0.075,1.35,27.25,0.87,0.1109,0,0.0792,0.032,0.542,0.376,0.0028,0,0,0,0.0696,0,0.1506769,0,0.6425,"TITANITE"
"301","[18461] CHALAPATHI RAO N. V. (2014)","samp. AK/RL4/B/2","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / EASTERN DHARWAR CRATON / RAMADUGU LAMPROITE FIELD / RAMADUGU-4 LAMPROITE",NA,16.8385,16.8385,79.2771,79.2771,"subaerial",NA,NA,"LAMPROITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",31.43,36.67,2.51,0,0.76,27.95,0.32,0.04,0.0254,0,0.046,0.551,0.244,0.0069,0.0178,0,0,0,0,0.1506769,0,0.375,"TITANITE"
"302","[18649] KAMENETSKY V. S. (2014)","samp. MONASTERY","INTRAPLATE VOLCANICS","KAAPVAAL CRATON_MESOZOIC / SOUTH AFRICA / MONASTERY KIMBERLITE",NA,-28.810833,-28.810833,27.42195,27.42195,"subaerial",1629,1629,"KIMBERLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"secondary",29.51,34.55,0,0,5.06,28.27,0,0,0,0,0.025,0.783,0.39,0.01,0,0,0,0.0388,0,0.1932616,0,0,"TITANITE"
"303","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.768,37.56,0.688,0,1.971,31.879,0.027,0.045,0,0.018,5.5,0.29,0.011,0.02,0,0,0,0,0,0.1506769,0,0.462,"TITANITE"
"304","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.636,37.175,0.673,0,1.976,31.477,0,0,0.013,0.018,0,0.6,0.011,0,0.0119,0,0,0,0,0.07733048,0,0.863,"TITANITE"
"305","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.674,37.178,0.788,0,2.004,31.647,0.013,0.04,0,0.012,0,0.718,0.211,0,0,0,0,0.0059,0,0.07733048,0,0.269,"TITANITE"
"306","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.82,37.335,0.682,0.018,1.923,31.28,0,0.025,0,0.024,10.72,0.24,0,0,0,0,0,0,0,0.1506769,0,0.782,"TITANITE"
"307","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.68,37.33,0.671,0,1.811,31.598,0.02,0.084,0,0.039,0,0.43,0.022,0.0151,0.02,0,0,0.0126,0,0.2583759,0,0.459,"TITANITE"
"308","[18667] SAN JOSE M. L. (2000)","samp. METAPELITE","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / IBERIAN PENINSULA / SPAIN","CAMARENA REGION",40,40,0,0,"subaerial",NA,NA,"METAPELITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.787,37.452,0.678,0,2.182,30.912,0.008,0.049,0,0.019,10.72,0.29,0.1,0,0.0319,0,0,0,0,0.2583759,0,1.033,"TITANITE"
"309","[18713] PLATEVOET B. (2014)","samp. 97-60","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",28.81,33.94,1.5,0,2.41,24.75,0.03,0.04,0,0.03,0.06,0.25,0.61,0,0,0,0,0,0,0.07733048,0,0.5047108,"TITANITE"
"310","[18713] PLATEVOET B. (2014)","samp. 97-60","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",28.79,33.63,1.36,0.04,2.14,24.65,0.02,0.07,0,0.08,0,0.378,0.92,0,0,0,0,0,0,0.07733048,0,0.4892,"TITANITE"
"311","[18713] PLATEVOET B. (2014)","samp. 97-20","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",28.16,34.41,1.48,0,2.76,25.64,0,0.04,0.02,0.06,0.1759,0.586,0.33,0.03,0,0,0,0,0,0.1506769,0,2.88,"TITANITE"
"312","[18713] PLATEVOET B. (2014)","samp. 97-20","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",28.51,34.11,1.42,0,2.31,25.49,0,0.03,0,0.07,0.07,0.474,0.37,0,0,0,0,0.0184,0,0.07681039,0,0.43,"TITANITE"
"313","[18713] PLATEVOET B. (2014)","samp. 06-013","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"LAMPROPHYRE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.16,1.74,11.51,46.38,24.58,0.05,12.1,0.25,1.75,0.1929,0,0.268,1.14,0.06,0.056905,0,0,0.2787,0,0.07733048,0,7.837203,"TITANITE"
"314","[18713] PLATEVOET B. (2014)","samp. 06-013","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"LAMPROPHYRE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.1,2.06,10.88,44.28,26.2,0.2,12.14,0.29,3.88,1.1,0,0.718,1.54,0,0.263,0,0,0.016,0,0.1506769,0,13.18,"TITANITE"
"315","[18713] PLATEVOET B. (2014)","samp. E06-005","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.3,4.2,3.48,0.01,82.21,0.09,1.08,0.95,0.52,0.25997056,0.06,0.339,0.3439,0,0.066048978,0,0,0.0059,0,0.1506769,0,14.9,"TITANITE"
"316","[18713] PLATEVOET B. (2014)","samp. E06-005","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.16,4.36,3.41,0,82.98,0.08,0.92,0.98,0.35,0.4457,0,0.695,0.384,0,0.514,0,0,0,0,0.07733048,0,14.9,"TITANITE"
"317","[18713] PLATEVOET B. (2014)","samp. 05-030","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.04,4.52,1.34,0.01,86.78,0.03,0.69,0.78,0.17,0.1406,0,0.718,0.273,0.0232,0.066048978,0,0,0.022,0,0.07733048,0,14.9,"TITANITE"
"318","[18713] PLATEVOET B. (2014)","samp. 05-030","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0,5.79,2.92,0.04,82.16,0,1.63,0.64,0.69,0,0,0.652,0.317,0.0558,0.452,0,0,0,0,0.2583759,0,0.88,"TITANITE"
"319","[18713] PLATEVOET B. (2014)","samp. 97-60","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.03,5.12,1.36,0.01,85.5,0.03,0.87,0.64,0.36,0.2176,0,0.542,0.155,0.0185,0.066048978,0,0,0,0,0.07681039,0,7.837203,"TITANITE"
"320","[18713] PLATEVOET B. (2014)","samp. 97-12","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / G<d6>LC<dc>K",NA,39.4,39.4,28,28,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",0.05,4.76,1.87,0.27,84.74,0,1.13,0.62,0.25,0.138,0,0.428,1.08,0.25,0.514,0,0,0.0194,0,0.2583759,0,11.39,"TITANITE"
"321","[18928] LARREA P. (2014)","samp. GRENX-2","OCEAN ISLAND","AZORES / GRACIOSA / ENXUDREIRO UNIT","ENXUDREIRO",39.05,39.05,-28.05,-28.05,"subaerial",NA,NA,"SYENITE","INEQUIGRANULAR",NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.03,27.89,3.99,0,4.46,28.41,0.02,0.1,0,0.03,0.01,0.187,1.44,0.02,0.01,0,0,0,0,0.07733048,0,1.23,"TITANITE"
"322","[18928] LARREA P. (2014)","samp. GRENX-2","OCEAN ISLAND","AZORES / GRACIOSA / ENXUDREIRO UNIT","ENXUDREIRO",39.05,39.05,-28.05,-28.05,"subaerial",NA,NA,"SYENITE","INEQUIGRANULAR",NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.1,28.68,4.17,0,3.48,28.27,0,0,0.02,0.01,0.02,0.265,1.44,0.01,0,0,0,0.0193,0,0.1506769,0,0.11,"TITANITE"
"323","[18944] WOOLLEY A. R. (1991)","samp. U15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARBONATITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.95,38.2,0.38,0,1.48,28.26,0.0063,0.044,0,0.23,0,0.783,0.44,0,0.0177,0,0,0.063,0,0.1932616,0,1.4054,"TITANITE"
"324","[18944] WOOLLEY A. R. (1991)","samp. U51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARBONATITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.99,35.1,0.76,0,1.71,28.29,0.028,0.0103,0.0265,0.064,0,0.29,0.018,0,0.0239,0,0,0,0,0.1506769,0,0.275,"TITANITE"
"325","[19144] BECCALUVA L. (1992)","samp. S22","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - MESOZO / BRAZIL_MESOZOIC / PONTA GROSSA ALKALINE IGNEOUS PROVINCE / JUQUIA COMPLEX",NA,-24.383,-24.383,-47.817,-47.817,"subaerial",NA,NA,"SYENITE, NEPHELINE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",31.64,38.03,1.16,0,0.5,27.49,0.02,0.06,0.0102,0.071644093831327,0.071,0.551,0.13,0.0044,0.0312,0,0,0.2787,0,0,0,0.275,"TITANITE"
"326","[19144] BECCALUVA L. (1992)","samp. S38","INTRAPLATE VOLCANICS","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES - MESOZO / BRAZIL_MESOZOIC / PONTA GROSSA ALKALINE IGNEOUS PROVINCE / JUQUIA COMPLEX",NA,-24.383,-24.383,-47.817,-47.817,"subaerial",NA,NA,"SYENODIORITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",33.06,35.54,1.9,0.01,1.51,27.63,0.01,0.11,0.28,0.01,0,0.652,0.117,0,0,0,0,0,0,0,0,0.619,"TITANITE"
