"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","AS_ppm","PBO","S","ZRO2","GROUP"
"1","[743] FRIKH-KHAR D. I. (1988)","samp. 1","OCEAN ISLAND","CAPE VERDE ISLANDS / SANTIAGO","TARAFAL",14.9,14.9,-24.3,-24.3,"subaerial",NA,NA,"CARBONATITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.52,30.05,0.17,0,3.31,25.7,0.75,0.04,0.02,0.24,0.025,0.621,0.2493,0,0.02,0,0,0.0184,0,0.1506769,0,0,"TITANITE"
"2","[743] FRIKH-KHAR D. I. (1988)","samp. 2","OCEAN ISLAND","CAPE VERDE ISLANDS / SANTIAGO","TARAFAL",14.9,14.9,-24.3,-24.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.35,34.93,1.87,0.029,2.51,25.25,0.02,0.13,0.07,0.34,0.071,0.43,0.453,0.174,0.079234,0,0,0.015,0,0.2583759,0,0.976458175947979,"TITANITE"
"3","[743] FRIKH-KHAR D. I. (1988)","samp. 2","OCEAN ISLAND","CAPE VERDE ISLANDS / SANTIAGO","TARAFAL",14.9,14.9,-24.3,-24.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.18,35.51,1.4,0,2.26,25.28,0.01,0.18,0.02,0.29,0.145,0.24,0.228,0.0137,0.03,0,0,0,0,0.2583759,0,0.372311849133822,"TITANITE"
"4","[743] FRIKH-KHAR D. I. (1988)","samp. 2","OCEAN ISLAND","CAPE VERDE ISLANDS / SANTIAGO","TARAFAL",14.9,14.9,-24.3,-24.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.88,36.16,1.53,0,2.08,25.39,0.0413,0.13,0.017,0.24,0.1759,0.474,0.02,0.0139,0.03,0,0,0,0,0.2583759,0,0.16,"TITANITE"
"5","[766] DIXON T. H. (1984)","samp. P-6A","OCEAN ISLAND","CAROLINE ISLANDS / PONAPE","NEAR ROAD ALONG THE COAST OF THE LAGOON NEAR UH JUST SOUTH OF NAN-UH",6.9,6.9,-158.25,-158.25,"subaerial",NA,NA,"BASANITE",NA,NA,NA,"fresh","TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.53,36.38,1.22,0.0141,0.83,28.81,0.04,0.19,0.01,0.01,0.02,0.542,0.195,0,0.0428,0,0,0.2316,0,0.1932616,0,0.38,"TITANITE"
"6","[766] DIXON T. H. (1984)","samp. P-6A","OCEAN ISLAND","CAROLINE ISLANDS / PONAPE","NEAR ROAD ALONG THE COAST OF THE LAGOON NEAR UH JUST SOUTH OF NAN-UH",6.9,6.9,-158.25,-158.25,"subaerial",NA,NA,"BASANITE",NA,NA,NA,"fresh","TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.42,37.13,1.36,0.06,1.13,28.63,0.03,0.05,0.006,0.02,0,0.652,0.26,0,0,0,0,0.0696,0,0.07681039,0,0.266,"TITANITE"
"7","[932] FERGUSON A. K. (1978)","samp. 1","OCEAN ISLAND","CANARY ISLANDS / TENERIFE",NA,28,28.6,-16.1,-16.9,"subaerial",NA,NA,"SYENITE, NEPHELINE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30,38.8,2.05,0.27,3.2,23.5,0.73,0.1,0.2158,1.88,0.157,0.6,1.14,0.07,0.263,0,0,0.2787,0,0.07681039,0,0.11,"TITANITE"
"8","[1858] HELLMAN P. L. (1981)","samp. PLH2","CONTINENTAL FLOOD BASALT","DECCAN / SOUTHERN DECCAN","BHOIWADA SECTION, BOMBAY ISLAND, ZONE 2",18.9,18.9,72.85,72.85,"subaerial",30,30,"THOLEIITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"secondary",33.18,30.69,2.98,0,1.78,27.42,0.42,0.019,0.1067,0.318,0.03,0.43,0.373,0.0044,0.0239,0,0,0,0,0.07733048,0,0.5736,"TITANITE"
"9","[1929] HELLMAN P. L. (1985)","samp. 4_SPHENE","CONTINENTAL FLOOD BASALT","DECCAN / SOUTHERN DECCAN","BHOIWADA SECTION, BOMBAY ISLAND",18.9,18.9,72.85,72.85,"subaerial",NA,NA,"BASALT",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"secondary",31.5,31.02,2.91,0.1,2.59,29.63,0.1,0.0155,0,0.024,0,0.21,2.903211,0,0.02,0,0,0.016,0,0.1932616,0,0.3827,"TITANITE"
"10","[1929] HELLMAN P. L. (1985)","samp. 5_SPHENE","CONTINENTAL FLOOD BASALT","DECCAN / SOUTHERN DECCAN","BHOIWADA SECTION, BOMBAY ISLAND",18.9,18.9,72.85,72.85,"subaerial",NA,NA,"BASALT",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"secondary",32.23,29.09,3.92,0,3.17,28,0.1,0.03,0.5,0.2,0.04,0.301,0.447,0,0.03,0,0,0,0,0.07681039,0,3.98,"TITANITE"
"11","[2670] KAY S. M. (1983)","samp. ADK27","CONVERGENT MARGIN","ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK","FINGER BAY PLUTON",51.84,51.84,-176.58,-176.58,"subaerial",NA,NA,"MONZODIORITE, QUARTZ",NA,NA,NA,NA,"TITANITE (SPHENE)","1",NA,NA,NA,"primary",30.72,30.36,6.93,0.05,1.6333,28.38,0.03,0.07,0.0086,0.018,0.048,0.25,2.52,0,0,0,0,0.0696,0,0.07733048,0,0.6597,"TITANITE"
"12","[2670] KAY S. M. (1983)","samp. FB61","CONVERGENT MARGIN","ALEUTIAN ARC / CENTRAL ALEUTIAN ARC / ADAK","FINGER BAY PLUTON",51.84,51.84,-176.58,-176.58,"subaerial",NA,NA,"MONZODIORITE, QUARTZ",NA,NA,NA,NA,"TITANITE (SPHENE)","2",NA,NA,NA,"primary",30.8,35.03,2.48,0,0.968,29.15,0.02,0.1,0,0,0.05,0.428,0.5331,0,0,0,0,0.0194,0,0.07733048,0,0.544,"TITANITE"
"13","[3965] LUHR J. F. (1984)","samp. 7","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / CHIAPAS / EL CHICHON",NA,17.36,17.36,-93.23,-93.23,"subaerial",NA,NA,"TRACHYANDESITE, SPHENE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.04,36.84,0.92,0,1.3,26.95,0.02,0.13,0,0,0.016,0.652,0.21,0,0.0213,0,0,0,0,0.1506769,0,0.066,"TITANITE"
"14","[4445] ANDERSON A. T. JR. (1971)","samp. HC4-5SV-2E-4","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / CALIFORNIA / LASSEN VOLCANIC CENTER","HAT CREEK VALLEY",40.5,40.5,-121.085,-121.085,"subaerial",NA,NA,"THOLEIITE, OLIVINE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"microphenocryst",NA,NA,"primary",30.4,38.3,0,0.02,2.2,28.5,0.1,0.05,0.0515,0,0.046,0.732,0.372,0,0.0094,0,0,0.2787,0,0.07733048,0,0.35,"TITANITE"
"15","[6058] FOURNELLE J. H. (1996)","samp. ZAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GABBRO",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",31.78,32.95,3.04,0,1.56,27.66,0.25,0.01,0,0,0,0.151,1,0,0,0,0,0,0,0.07681039,0,0.488,"TITANITE"
"16","[6979] TROLL V. R. (2003)","samp. TITANITE^X^","OCEAN ISLAND","CANARY ISLANDS / GRAN CANARIA","HOLE 953C",28.6502,28.6502,-15.1445,-15.1445,"subaquatic",-3588.9,-3588.9,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.03,34.33,0.23,0.1138,3.31,24.13,0,0.55,0.02,0.6,0.005,1.07,0.44,0.01,0,0,0,0.016,0,0.07681039,0,0.49,"TITANITE"
"17","[7817] PASLICK C. R. (1996)","samp. B93-1","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / BURKO",NA,-3.3,-3.3,36.4,36.4,"subaerial",NA,NA,"FOIDITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.87,34.39,0.92,0,1.61,26.89,0,0.06,0,0.1,0.043,0.28,0.5,0.0044,0,0,0,0,0,0,0,0.42,"TITANITE"
"18","[7817] PASLICK C. R. (1996)","samp. L93-3","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / LEMAGURUT",NA,-3.18,-3.18,35.5,35.5,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.13,35.08,1.74,0,1.58,28.44,0.03,0,0.0101,0.08,0,0.35,0.47,0.0049,0,0,0,0,0,0.07681039,0,0.45,"TITANITE"
"19","[7817] PASLICK C. R. (1996)","samp. MO93-1","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / MOSONIK",NA,-0.83,-0.83,35.1,35.1,"subaerial",NA,NA,"FOIDITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.38,36.87,0.16,0,1.602,27.25,0.04,0.04,0.0124,0.29,0.03,0.24,0.64,0.01,0.01,0,0,0,0,0.07733048,0,0.66,"TITANITE"
"20","[7817] PASLICK C. R. (1996)","samp. MO93-5","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / MOSONIK",NA,-0.83,-0.83,35.1,35.1,"subaerial",NA,NA,"FOIDITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.08,36.29,0.13,0,2.2381,27,0.03,0.03,0.026,0.27,0,0.22,0.44,0,0.0202,0,0,0,0,0.07733048,0,0.89,"TITANITE"
"21","[7817] PASLICK C. R. (1996)","samp. MR93-2","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / MOSONIK",NA,-0.83,-0.83,35.1,35.1,"subaerial",NA,NA,"FOIDITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.28,35.8,0.21,0,1.86,27.17,0.04,0.06,0,0.26,0,0.29,0.46,0,0,0,0,0,0,0.1506769,0,0.52,"TITANITE"
"22","[7817] PASLICK C. R. (1996)","samp. S93-2","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / SADIMAN",NA,-3.2,-3.2,35.5,35.5,"subaerial",NA,NA,"FOIDITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.16,35.33,1.03,0,1.49,28.21,0.01,0,0.0145,0.1,0.04,0.24,0.92,0,0.0188,0,0,0.0252,0,0.1506769,0,0.09,"TITANITE"
"23","[7887] SAK P. B. (2004)","samp. 10-RIND","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / COSTA RICA","TERRACES IN THE LOWER REACHES OF RIO PARRITA AND RIO BARRANCA",9.5,10,-84.5,-85.5,"subaerial",NA,NA,"BASALT",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,"rim",NA,"primary",29.1,32.7,4.8,0,2.2,24.9,0,0,0,0.1,0,0.268,0.8768,0,0,0,0,0.0075,0,0.07681039,0,0.4,"TITANITE"
"24","[8031] NKOUMBOU C. (1995)","samp. C6","RIFT VOLCANICS","MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / SOUTHERN CAMEROON LINE / MOUNT ETINDE",NA,4.203,4.203,9.17,9.17,"subaerial",NA,NA,"NEPHELINITE, AENIGMATITE-LEUCITE","PORPHYRITIC MICROLITIC",NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.87,34.57,0.9,0.0175,2.08,27.74,0.016,0.087,0.0012,0.12,0.2167,0.301,0.5331,0.0137,0.0082,0,0,0.0059,0,0.07681039,0,1.25,"TITANITE"
"25","[8054] PETERSON T. D. (1989)","samp. SH-43","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / SHOMBOLE","LAKE NATRON REGION",-2.08,-2.08,36.12,36.12,"subaerial",NA,NA,"NEPHELINITE, MELANITE-TITANITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.14,36.29,1,0.1826,2.11,27.89,0.26,0.09,0.0082,0.07,0.035,0.695,0.155,0.0299,0.054,0,0,0.0194,0,0.07681039,0,0.4896,"TITANITE"
"26","[8080] W<d6>RNER G. (1984)","samp. 1002","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / LOWER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER",50.4,50.4,7.3,7.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.13,35.4,1.55,0.0141,1.52,28.04,0,0.24,0.06,0,1.28,0.442,0.5326,0.174,0.079234,0,0,0,0,0.1506769,0,0.098,"TITANITE"
"27","[8080] W<d6>RNER G. (1984)","samp. 1044","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / MIDDLE LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER",50.4,50.4,7.3,7.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.31,35.29,1.66,0,1.56,28.53,0,0.14,0.06,0,0.085,0.628,0.17,0.03,0.0213,0,0,0,0,0.2583759,0,0.138,"TITANITE"
"28","[8080] W<d6>RNER G. (1984)","samp. 1079","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / LAACHER SEE / UPPER LAACHER SEE TEPHRA","WINGERTSBERG QUARRY 2.5 KM SOUTH OF LAACHER SEE BASIN CENTER",50.4,50.4,7.3,7.3,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.41,37.91,1.4,0.039,1.0563,28.4,0,0,0.09,0,0.22,0.718,0,0.0184,0,0,0,0.2316,0,0.07681039,0,0.13,"TITANITE"
"29","[8137] CONTICELLI S. (1997)","samp. BR11","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / MONTI SABATINI VOLCANIC DISTRICT","VIGNA ORSINI",42.1531,42.1531,12.7028,12.7028,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"groundmass",NA,NA,"primary",28.4,31.6,2.48,0,3.05,27.4,0.09,0,0,0,0,0.652,0.27,0,0,0,0,0,0,0.07733048,0,1.25,"TITANITE"
"30","[8137] CONTICELLI S. (1997)","samp. BR11","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / MONTI SABATINI VOLCANIC DISTRICT","VIGNA ORSINI",42.1531,42.1531,12.7028,12.7028,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"microphenocryst",NA,NA,"primary",29,30.1,2.75,0.05,2.08,27.6,0.07,0.08,0,0,0.24,0.403,0,0,0.079234,0,0,0.063,0,0.07681039,0,1.2576,"TITANITE"
"31","[8137] CONTICELLI S. (1997)","samp. BR60","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / MONTI SABATINI VOLCANIC DISTRICT","VIGNA CAMPANA",42.1414,42.1414,12.7189,12.7189,"subaerial",NA,NA,"PHONOLITE, TEPHRI",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"microphenocryst",NA,NA,"primary",29.3,31,2.95,0.05,2.5953,26.4,0.08,0.16,0,0,0.024,0.2,0.88,0,0.0082,0,0,0,0,0.07681039,0,0.89,"TITANITE"
"32","[8164] GIANNETTI B. (1983)","samp. 6","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA / WHITE TRACHYTIC TUFF",NA,41.28,41.28,13.98,13.98,"subaerial",NA,NA,"TRACHYTE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.21,32.16,1.7,0.11,1.39560904073115,25.68,0.12,0.18,0.05,0.08,0.296,0.422,0.61,0,0,0,0,0.3713,0,0.1506769,0,0.77,"TITANITE"
"33","[8164] GIANNETTI B. (1983)","samp. 43","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA / WHITE TRACHYTIC TUFF",NA,41.28,41.28,13.98,13.98,"subaerial",NA,NA,"TRACHYTE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.49,30.59,2.37,0,4.32178392,26.46,0.1,0.08,0.03,0.07,0.00922822393063583,0.296,0.67,0,0.0312,0,0,0,0,0.07733048,0,2.39,"TITANITE"
"34","[8164] GIANNETTI B. (1983)","samp. 35T","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA / WHITE TRACHYTIC TUFF",NA,41.28,41.28,13.98,13.98,"subaerial",NA,NA,"TRACHYTE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",28.5,34.48,1.42,0,2.59936,25.68,0.1,0.11,0.02,0.11,0.0686,0.301,0.28,0.01,0.0034,0,0,0.0252,0,0.07681039,0,0.69,"TITANITE"
"35","[8164] GIANNETTI B. (1983)","samp. 13","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA / WHITE TRACHYTIC TUFF",NA,41.28,41.28,13.98,13.98,"subaerial",NA,NA,"TRACHYTE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.55,35.73,1.44,0.32,2.26,26.16,0.08,0.07,0.04,0.08,0.062,0.573,0.19,0.01,0,0,0,0.0126,0,0.043,0,0.63,"TITANITE"
"36","[8396] CUNDARI A. (1979)","samp. SB-3","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / MONTI SABATINI VOLCANIC DISTRICT","VIGNA ORSINI, CALDERA OF LAKE BRACCIANO",42.1528,42.1528,12.7,12.7,"subaerial",NA,NA,"PHONOLITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.6,31.5,2.6,0.11,2.5,26.7,0.11,0.1544,0.0095,0.11,0.02,0.265,1.4398,0.02,0,0,0,0.0126,0,0.1506769,0,0.81,"TITANITE"
"37","[8510] PIOCHI M. (2005)","samp. MN1/1B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS) / POST-CALDERA STAGE","MONTE NUOVO TUFF CONE",40.78,40.78,14.05,14.05,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"phenocryst",NA,NA,"primary",29.31,34.3,1.87,0,2.02,26.55,0.07,0.06,0,0.09,0.05,0.22,0.69,0.04,0,0,0,0,0,0.1506769,0,0.523,"TITANITE"
"38","[8510] PIOCHI M. (2005)","samp. MN4/1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS) / POST-CALDERA STAGE","MONTE NUOVO TUFF CONE",40.78,40.78,14.05,14.05,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"phenocryst",NA,NA,"primary",29.43,33.76,2.19,0,2.3,26.81,0.06,0,0,0.04,0.04,0.22,0.96,0,0,0,0,0,0,0.07681039,0,0.467,"TITANITE"
"39","[8510] PIOCHI M. (2005)","samp. MN4/1","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS) / POST-CALDERA STAGE","MONTE NUOVO TUFF CONE",40.78,40.78,14.05,14.05,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"phenocryst",NA,NA,"primary",28.86,34.76,1.79,0,2,26.55,0.07,0,0,0.09,0.08,0.216,0.56,0,0,0,0,0,0,0.1506769,0,0.053,"TITANITE"
"40","[8604] ARMIENTI P. (1983)","samp. ZR44","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS) / POST-CALDERA STAGE","MINOPOLI VOLCANO",40.9,40.9,14.2,14.2,"subaerial",NA,NA,"TRACHYBASALT",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,"microphenocryst",NA,NA,"primary",30.7,37.9,2.18,0.0573,0.53,28.6,0.04,0.1,0.0062,0.014,0,1.07,1,0,0.0319,0,0,0.2789,0,0.1932616,0,0,"TITANITE"
"41","[9080] SMOL^KIN V. F. (1992)","samp. 1685","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KAULA-KOTSELVAARA REGION",69.39,69.48,30.23,30.33,"subaerial",NA,NA,"PICRITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.25,32.16,3.61,0.04,2.06,27.6,0.12,0.02,0.29,0.094,0.1141,0.475,0.7565,0.03,0.03,0,0,0,0,0.1506769,0,0.631776703827594,"TITANITE"
"42","[9080] SMOL^KIN V. F. (1992)","samp. 1685","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KAULA-KOTSELVAARA REGION",69.39,69.48,30.23,30.33,"subaerial",NA,NA,"PICRITE",NA,NA,NA,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.78,30.69,5.13,0.11,2.55,28.22,0.12,0,0.07,0,0.0793,0.151,1.53,0.0137,0.0188,0,0,0.015,0,0.07681039,0,0.619,"TITANITE"
"43","[9080] SMOL^KIN V. F. (1992)","samp. S-2904/77.5M","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KIERDZHIPORI, S-2904 DRILL CORE",69.43,69.43,30.65,30.65,"subaerial",NA,NA,"PICRITE",NA,77.5,77.5,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",31.33,29.47,3.51,0.03,2.16,27.97,0.09,0.05,0.02,0.0799,0.04,0.151,2.18,0.0173,0,0,0,0,0,0.07733048,0,0.849481,"TITANITE"
"44","[9080] SMOL^KIN V. F. (1992)","samp. S-2904/77.5M","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KIERDZHIPORI, S-2904 DRILL CORE",69.43,69.43,30.65,30.65,"subaerial",NA,NA,"PICRITE",NA,77.5,77.5,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",29.43,34.55,3.91,0.044,1.3,26.35,0.08,0.049,0.09,0,0.24,0.35,0.7469,0,0.0284,0,0,0,0,0.07733048,0,0.3827,"TITANITE"
"45","[9080] SMOL^KIN V. F. (1992)","samp. S-2986/84-79M","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KIERDZHIPORI, DRILL CORE S-2986, KESKITUNTURI FLOW",69.4,69.48,30.6,30.65,"subaerial",NA,NA,"PICRITE",NA,79,84,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.38,29.63,4.44,0,3.25,23.29,3.03,0.04,0.67,0.621,0.0793,0.732,0.4,0.01,0.03,0,0,0,0,0.1506769,0,2.306,"TITANITE"
"46","[9080] SMOL^KIN V. F. (1992)","samp. S-2986/84-79M","INTRAPLATE VOLCANICS","BALTIC SHIELD - PROTEROZOIC / KOLA-LAPLAND PROVINCE / PECHENGA-PASVIK GREENSTONE BELT / NORTHERN PECHENGA GROUP - PILGUJARVI SEDIMENTARY F","KIERDZHIPORI, DRILL CORE S-2986, KESKITUNTURI FLOW",69.4,69.48,30.6,30.65,"subaerial",NA,NA,"PICRITE",NA,79,84,NA,"TITANITE (SPHENE)",NA,NA,NA,NA,"primary",30.87,33.5,3.86,0.04,1.73,27.21,0.15,0.01,0.013,0,0.014,0.322,1.4398,0,0.0034,0,0,0.0059,0,0.07733048,0,0.204,"TITANITE"
"47","[9502] TRUA T. (2006)","samp. 13S","INTRAPLATE VOLCANICS","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / PIENINY MOUNTAINS","MOUNT KRUPIANKA",49.42,49.42,20.4,20.4,"subaerial",NA,NA,"ANDESITE","PORPHYRITIC",NA,NA,"slightly altered","TITANITE (SPHENE)",NA,"microphenocryst",NA,NA,"primary",30.58,34.01,1.9,0.04,1.85,26.94,0,0.25,0.07,0.29,0.1292,0.43,0.44,0,0.079234,0,0,0.063,0,0.07681039,0,0.4832,"TITANITE"
