"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","THO2(WT%)","UO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","ND2O3(WT%)","SM2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","LOI(WT%)","K(WT%)","HE3(AT/G)","HE4(CCMSTP/G)","LI(PPM)","LI6(PPM)","LI7(PPM)","BE(PPM)","BE10(AT/G)","B(PPM)","F(PPM)","NE20(AT/G)","NE21(AT/G)","NE22(AT/G)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","CL(PPM)","AR36(MOL/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","GE73(PPM)","GE74(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","SB(PPM)","XE130(MOL/G)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","HE3_HE4(R/R(A))","BE10_BE9","AR40_AR36","KR78_KR84","KR80_KR84","KR82_KR84","KR83_KR84","KR86_KR84","NE20_NE22","NE21_NE20","NE21_NE22","NE22_NE20","XE128_XE130","XE129_XE130","XE131_XE130","XE132_XE130","XE134_XE130","XE136_XE130","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D7LI(‰LSVEC)","D18O(‰)","D18O(‰PDB)","D18O(‰SMOW)","D18O(‰VSMOW)","D29SI(‰NBS28)","D30SI(‰NBS28)","AGE(KA)","AGE(MA)",
"[9871] MÜLLER A. (2005)","samp. TR2B-16","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","9","","","61","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR2B-17","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","","","","","7","","","22","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR2B-18","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","7","","","22","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-01","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","","","","","7","","","18","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-02","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","","","","","0","","","22","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-03","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","","","","","11","","","0","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-04","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","10","","","0","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-05","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","","","","10","","","0","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-06","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","","","","","19","","","0","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-07","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","","","","","19","","","14","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-08","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","","","","","15","","","13","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-09","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","","","","","7","","","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-10","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186","","","","","35","","","19","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-11","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","","","","","23","","","52","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-12","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","","","","","12","","","63","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-13","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","","","","","7","","","84","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-14","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","","","","","13","","","95","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-15","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","","","","","9","","","86","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-16","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","","","","","22","","","83","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-17","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562","","","","","245","","","79","","","","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-18","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","","","","","15","","","63","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-19","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","","","","","7","","","71","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-20","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","16","","","17","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-21","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","","15","","","58","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-22","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","","","","","14","","","50","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-23","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","","","","","18","","","50","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-24","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","8","","","44","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-25","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","","","","","14","","","85","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-26","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","","","","","17","","","70","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-27","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","","","","","25","","","67","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-28","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","","","","","10","","","59","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-29","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","7","","","49","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-30","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","12","","","56","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-31","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","","","","","20","","","86","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-32","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","","","","","15","","","116","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-33","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","","","","","20","","","123","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[9871] MÜLLER A. (2005)","samp. TR3C-34","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - PALEOZOIC / GERMANY / ERZGEBIRGE / TEPLICE-ALTENBERG CALDERA / TEPLICE RHYOLITE","DRILLING MI-4","50.73","50.73","13.77","13.77","subaerial","","","RHYOLITE","","","","","QUARTZ","","phenocryst","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","","","","","8","","","122","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
