"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","THO2(WT%)","UO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","ND2O3(WT%)","SM2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","LOI(WT%)","K(WT%)","HE3(AT/G)","HE4(CCMSTP/G)","LI(PPM)","LI6(PPM)","LI7(PPM)","BE(PPM)","BE10(AT/G)","B(PPM)","F(PPM)","NE20(AT/G)","NE21(AT/G)","NE22(AT/G)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","CL(PPM)","AR36(MOL/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","GE73(PPM)","GE74(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","SB(PPM)","XE130(MOL/G)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","HE3_HE4(R/R(A))","BE10_BE9","AR40_AR36","KR78_KR84","KR80_KR84","KR82_KR84","KR83_KR84","KR86_KR84","NE20_NE22","NE21_NE20","NE21_NE22","NE22_NE20","XE128_XE130","XE129_XE130","XE131_XE130","XE132_XE130","XE134_XE130","XE136_XE130","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D7LI(‰LSVEC)","D18O(‰)","D18O(‰PDB)","D18O(‰SMOW)","D18O(‰VSMOW)","D29SI(‰NBS28)","D30SI(‰NBS28)","AGE(KA)","AGE(MA)",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 24","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0369785266575","","","","","","","","","","","","96.5579195862595","467000","25.2158737350049","","","","62.2266452698786","","103.120258411517 \ 100.420952062405","","","0.337097636321509","","","","","","4.86137857018128E-02","0.467580863350214","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 25","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9066901256316","","","","","","","","","","","","110.155854119696","467000","24.9630235074067","","","","93.0457549622201","","130.584379353298 \ 130.34948353163","","","0.39317758579374","","","","","","7.11306537008043E-02","0.568743541052514","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 26","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2949803065207","","","","","","","","","","","","113.310494495801","467000","27.2346458713713","","","","89.3814135798319","","134.132817312484 \ 129.329630165239","","","0.313184866039136","","","","","","5.99986756054864E-02","0.500803977999456","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 27","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4436571711818","","","","","","","","","","","","104.231252575328","467000","23.1064647376863","","","","70.8540091137677","","122.189770392439 \ 119.815556911065","","","0.369914500614819","","","","","","6.23674005036479E-02","0","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 28","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5623748310089","","","","","","","","","","","","93.036029632357","467000","24.3879531757143","","","","91.7757071904172","","79.0683308801014 \ 76.5150508999596","","","0.277465552477573","","","","","","0","0.614734803369825","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 29","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2720224476626","","","","","","","","","","","","103.230686651566","467000","29.1310206369891","","","","85.7039812095416","","117.72962660948 \ 117.734577531797","","","0.280147249673435","","","","","","0.071041795330428","0.612625381665869","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 30","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8726829005492","","","","","","","","","","","","97.8860125112303","467000","27.6337125384441","","","","98.783263230561","","91.4651295895324 \ 92.3496018547292","","","0","","","","","","4.94291879655493E-02","0.845943542547534","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 31","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.409251548544","","","","","","","","","","","","103.314083472276","467000","27.0079587880834","","","","84.655855791366","","118.712353645062 \ 120.692583157597","","","0.365794532785712","","","","","","3.29943890508234E-02","0.530730029439126","","","0","","","","","","","","","","","5.5642117656498E-03","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 32","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2941792721083","","","","","","","","","","","","100.455594667794","467000","27.3267975587324","","","","98.6650691640563","","115.388774915592 \ 116.337794089048","","","0.317346987832004","","","","","","6.28714309705786E-02","0.63844142773036","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 33","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3166328890791","","","","","","","","","","","","93.7292112630104","467000","26.2237756876185","","","","71.321296959918","","82.8680848841134 \ 81.4862835269646","","","0.269930731819709","","","","","","7.21005234917204E-02","0","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 34","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3096808191103","","","","","","","","","","","","91.4041403586365","467000","27.0762341779003","","","","110.421738657726","","72.6757590252344 \ 70.2286949647839","","","0.347955801541267","","","","","","5.69771894511923E-02","0.438597276743646","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 35","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0794682845106","","","","","","","","","","","","94.3625302756153","467000","23.7763418180559","","","","74.3541177619888","","74.1641560665893 \ 72.1994479224602","","","0.246141801750775","","","","","","8.91384105152958E-02","0.402932993423541","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 36","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5513607030948","","","","","","","","","","","","104.53257100879","467000","27.6618903134681","","","","105.686122557264","","99.6641226831737 \ 98.9714638692458","","","0","","","","","","3.88752346613895E-02","0.462134307815624","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 37","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7853592326157","","","","","","","","","","","","104.234078091739","467000","22.9439811437978","","","","93.0576212225024","","103.936418416623 \ 104.635729199347","","","0.378918029946883","","","","","","8.94399690945048E-02","0.448521924152427","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 38","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3382641629506","","","","","","","","","","","","99.6549709889915","467000","26.2221839196716","","","","91.1482339115147","","89.5066016974177 \ 91.4443926932656","","","0.221829815333513","","","","","","0.050260749377428","0.435944177331045","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 39","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3351174924659","","","","","","","","","","","","95.5414784111254","467000","24.9798908710782","","","","133.695756496332","","76.6092653193394 \ 76.8462125717782","","","0","","","","","","7.95699098087111E-02","0.512245085753854","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 40","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2977833027158","","","","","","","","","","","","111.064738985855","467000","23.6685558947987","","","","111.48137911302","","90.0286533975879 \ 91.1837749128676","","","0.287543873163071","","","","","","6.71960277780091E-02","0.938401589605431","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 41","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9725945746954","","","","","","","","","","","","91.3550487847267","467000","26.7864971849266","","","","136.935288167314","","71.4685106326414 \ 75.1044596703519","","","0.318458845452282","","","","","","8.07227586053093E-02","0.755413060445757","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 42","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3749099494396","","","","","","","","","","","","93.8476706852803","467000","28.1610333991633","","","","0","","81.8068493076654 \ 84.1972002211273","","","0.268666563097276","","","","","","5.56887555720325E-02","0.533172328784883","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 43","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5874547060752","","","","","","","","","","","","92.7441634667906","467000","24.677190178754","","","","72.6170598918974","","74.234680909146 \ 75.070628974007","","","0.221329424074189","","","","","","5.75656545331875E-02","0.499588646185114","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 44","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0704800435118","","","","","","","","","","","","100.465283412556","467000","28.1117906552187","","","","83.9532270997128","","81.7068486620194 \ 85.6426198441436","","","0","","","","","","6.77610751515951E-02","0.383802611018979","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 45","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9340453142654","","","","","","","","","","","","113.344383552484","467000","25.342408053429","","","","99.7964108394403","","87.3352006622071 \ 90.7083988904863","","","0.77006162771512","","","","","","6.39345505851334E-02","0.702400261724277","","","0","","","","","","","","","","","1.91770787623684E-02","7.44504617140499E-02","","4.11127165167746E-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 46","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4768273808637","","","","","","","","","","","","97.4458310120736","467000","26.3416612680345","","","","122.191566332829","","79.8497889191419 \ 83.4958173203386","","","0.394661970764327","","","","","","6.32716046449855E-02","0.586226116450521","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 47","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5764031432992","","","","","","","","","","","","94.3374779785618","467000","26.8453834172147","","","","69.7016619989101","","86.601958852059 \ 88.0002125426549","","","0.257899566230679","","","","","","6.04481053876609E-02","0.689623915195276","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 48","","rim","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1362941686668","","","","","","","","","","","","95.1773793737789","467000","25.2565493568109","","","","90.1997495211116","","90.498895536199 \ 93.4267263980119","","","0.266983808761724","","","","","","7.00309900630514E-02","0.694916351287728","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 49","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6472503235718","","","","","","","","","","","","120.493631493473","467000","24.627631229718","","","","89.0828913144108","","71.3906395011781 \ 76.4964558608497","","","0.280950908879442","","","","","","7.10670478381642E-02","0","","","0","","","","","","","","","","","0","0","","4.29820876211148E-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 50","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7608141948502","","","","","","","","","","","","99.0102274792957","467000","26.5171760975909","","","","80.0206767957342","","81.4487600451463 \ 86.5313233773449","","","0.233801030761477","","","","","","0","0.561064175088891","","","0","","","","","","","","","","","0","0","","5.62561839237643E-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 51","","intermediate zone","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0080854889633","","","","","","","","","","","","99.5242903424865","467000","22.5991304297087","","","","84.3366765075046","","97.0686891178122 \ 98.7207373554808","","","0.35884760564423","","","","","","6.57333877164658E-02","0","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20953] TROCH J. (2017)","samp. BE SRP 12 018","CONTINENTAL FLOOD BASALT","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SILVER LAKE DOME","44.34945","44.34945","-111.48596","-111.48596","subaerial","","","RHYOLITE","","","","","QUARTZ","018 - 52","","core","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9541027563308","","","","","","","","","","","","109.279604327482","467000","25.6260258591687","","","","81.1760688706351","","114.419342749595 \ 119.680289432491","","","0.213509503804971","","","","","","6.39600861771265E-02","0.455999868429232","","","0","","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
