SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
54.82,1.21,0.13,0.03,14.33,0.0,13.44,0.18,5.34,7.67,0.61,0.86,2.81,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.0,ARFVEDSONITE,AMPHIBOLES
50.37,0.35,0.34,0.0,34.84,1.09,0.3,1.48,1.31,7.92,0.5,1.19,2.7,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.32,0.0,ARFVEDSONITE,AMPHIBOLES
56.66,0.98,0.56,0.02,17.37,0.74,9.88,0.44,0.44,7.25,0.75,0.5,1.52,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.62,0.0,ARFVEDSONITE,AMPHIBOLES
50.57,1.06,0.56,0.01,32.23,0.53,0.17,0.84,1.68,9.12,0.75,0.58,2.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,ARFVEDSONITE,AMPHIBOLES
54.23,0.25,0.82,0.04,10.89,4.0,17.11,0.05,2.17,6.34,0.0,1.59,1.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.26,0.0,ARFVEDSONITE,AMPHIBOLES
52.19,0.67,0.28,0.0,32.44,0.11,0.08,0.58,1.77,9.7,0.0,1.75,2.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,ARFVEDSONITE,AMPHIBOLES
51.07,1.92,0.53,0.0,29.9,0.24,1.14,0.84,1.58,8.61,0.09,0.89,2.57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,ARFVEDSONITE,AMPHIBOLES
49.01,4.84,0.82,0.06,22.15,2.48,7.73,0.18,3.46,6.75,0.05,1.59,0.77,0.0,0.01,0.0,0.0,0.94,0.0,0.0,0.21,0.0,ARFVEDSONITE,AMPHIBOLES
54.11,0.6,0.13,0.0,17.32,0.26,11.43,0.73,2.69,7.58,0.01,0.97,1.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,ARFVEDSONITE,AMPHIBOLES
51.17,4.05,0.57,0.06,20.11,0.82,8.9,0.29,3.47,7.14,0.01,1.52,0.84,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.55,0.0,ARFVEDSONITE,AMPHIBOLES
52.12,2.75,0.65,0.01,16.44,0.98,10.41,1.09,4.14,7.52,0.07,1.09,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,ARFVEDSONITE,AMPHIBOLES
48.57,0.43,0.27,0.0,36.52,2.77,0.13,1.37,1.53,6.97,0.64,1.2,2.4,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.0,ARFVEDSONITE,AMPHIBOLES
53.16,3.24,0.93,0.14,14.27,2.48,12.61,0.21,2.15,7.72,0.12,1.07,1.72,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,ARFVEDSONITE,AMPHIBOLES
49.51,4.41,0.85,0.07,23.55,1.97,6.7,0.09,3.35,6.29,0.12,1.77,0.37,0.0,0.02,0.0,0.0,0.42,0.0,0.0,0.1,0.0,ARFVEDSONITE,AMPHIBOLES
49.86,4.08,0.84,0.09,24.51,1.59,6.01,0.06,3.32,6.04,0.16,1.86,0.14,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,ARFVEDSONITE,AMPHIBOLES
51.19,4.28,1.06,0.02,18.03,1.31,9.72,0.19,2.9,7.3,0.05,1.4,1.16,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.47,0.0,ARFVEDSONITE,AMPHIBOLES
50.43,0.7,0.28,0.0,32.78,0.13,0.12,0.56,1.68,9.37,0.0,0.9,2.57,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.11,0.0,ARFVEDSONITE,AMPHIBOLES
43.24,4.44,0.88,0.11,38.7,1.34,1.16,1.67,0.58,7.17,0.32,1.26,1.59,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,ARFVEDSONITE,AMPHIBOLES
50.43,0.9,0.53,0.03,32.7,0.28,0.13,0.65,1.66,9.4,0.1,0.79,2.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,ARFVEDSONITE,AMPHIBOLES
51.53,3.68,1.16,0.01,15.46,1.66,10.74,0.65,3.26,7.61,0.1,1.01,2.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,ARFVEDSONITE,AMPHIBOLES
50.71,3.83,0.21,0.12,20.53,1.01,8.96,0.43,4.41,7.25,0.32,1.01,0.93,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.29,0.0,ARFVEDSONITE,AMPHIBOLES
54.81,1.13,0.49,0.17,12.67,3.21,15.42,0.16,2.08,7.11,0.06,1.38,1.43,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.0,ARFVEDSONITE,AMPHIBOLES
50.71,1.05,0.61,0.02,32.76,0.42,0.18,0.8,1.79,9.36,0.0,0.88,2.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,ARFVEDSONITE,AMPHIBOLES
47.75,3.34,14.51,0.0,16.23,6.61,7.0,0.15,1.87,3.7,0.73,1.65,0.23,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.15,0.0,BARROISITE,AMPHIBOLES
42.91,1.3,11.29,0.0,17.38,5.19,9.45,0.0,0.66,7.11,0.01,1.74,0.49,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.19,0.0,BARROISITE,AMPHIBOLES
48.82,0.6,11.53,0.0,10.68,12.97,17.19,0.0,0.4,0.0,0.1,1.96,0.9,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,BARROISITE,AMPHIBOLES
44.88,1.52,12.96,1.94,4.07,11.24,18.36,0.0,0.6,3.75,0.0,2.04,0.1,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,BARROISITE,AMPHIBOLES
45.1,4.5,16.3,0.09,10.49,10.5,11.7,0.03,0.25,4.4,0.08,2.15,0.38,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
48.23,0.0,11.17,0.0,15.44,6.34,7.86,0.0,0.17,4.48,0.1,2.01,0.52,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.14,0.0,BARROISITE,AMPHIBOLES
45.42,2.63,13.38,0.01,16.26,9.95,8.38,0.18,1.72,3.54,0.71,1.99,0.57,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARROISITE,AMPHIBOLES
47.37,0.2,7.92,2.25,2.69,7.13,18.27,0.0,1.37,4.56,0.03,1.22,0.94,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,BARROISITE,AMPHIBOLES
44.72,0.73,13.1,0.77,15.24,8.41,9.57,0.02,0.22,4.21,0.0,2.15,0.15,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.0,BARROISITE,AMPHIBOLES
41.48,1.7,14.24,0.09,9.07,12.11,15.36,0.0,0.17,2.3,0.28,2.05,0.18,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
48.76,3.1,7.84,0.0,10.24,8.58,14.52,1.53,1.48,3.9,0.13,1.92,1.17,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,BARROISITE,AMPHIBOLES
46.54,0.38,12.28,0.0,19.14,7.02,8.06,0.0,0.0,4.44,0.0,2.06,0.54,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,BARROISITE,AMPHIBOLES
52.28,1.52,7.05,0.28,11.46,7.28,16.48,0.44,0.7,2.53,0.08,1.87,0.0,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.23,0.0,BARROISITE,AMPHIBOLES
45.7,0.58,12.09,1.33,3.31,11.0,18.49,0.0,0.64,3.8,0.03,2.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARROISITE,AMPHIBOLES
44.68,0.88,11.02,0.0,15.1,11.78,11.74,0.3,0.39,3.63,0.06,2.13,0.09,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARROISITE,AMPHIBOLES
47.04,0.38,11.3,0.21,14.38,8.08,10.7,0.01,0.38,3.91,0.0,2.03,0.42,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,BARROISITE,AMPHIBOLES
54.89,0.0,29.35,0.06,0.33,11.58,0.0,0.0,0.03,4.36,0.0,2.18,0.16,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,BARROISITE,AMPHIBOLES
44.62,0.5,11.31,1.3,3.27,10.4,18.74,0.02,1.51,3.65,0.0,1.95,0.36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
43.1,3.22,10.22,0.0,11.76,10.93,14.13,0.0,0.61,2.42,0.05,2.07,0.11,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,BARROISITE,AMPHIBOLES
44.75,2.86,9.86,0.38,14.66,5.55,11.23,0.09,1.46,3.37,0.02,1.87,0.83,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.26,0.0,BARROISITE,AMPHIBOLES
43.2,0.52,12.9,0.03,13.23,12.2,11.8,0.19,0.19,3.71,0.0,2.09,0.09,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
46.53,0.23,9.26,0.03,12.02,6.73,14.44,0.22,0.41,6.53,0.14,1.91,0.65,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
48.3,0.23,9.2,2.77,2.89,7.43,19.21,0.01,1.42,5.18,0.71,1.74,0.98,0.06,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.0,BARROISITE,AMPHIBOLES
45.7,0.58,12.1,1.33,3.31,11.0,18.5,0.0,0.64,3.8,0.04,1.98,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,BARROISITE,AMPHIBOLES
45.53,0.5,9.48,0.02,12.26,11.57,14.5,0.02,0.95,2.24,0.0,1.81,0.5,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
50.42,1.42,6.51,0.33,9.89,11.81,17.35,0.0,0.76,1.08,0.04,1.89,0.42,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARROISITE,AMPHIBOLES
44.93,4.25,10.17,0.33,7.17,10.11,15.73,0.01,0.95,3.82,0.1,2.2,0.06,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,BARROISITE,AMPHIBOLES
46.62,0.5,11.31,1.3,3.27,10.4,18.74,0.02,0.91,3.65,0.03,1.99,0.69,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,BARROISITE,AMPHIBOLES
47.02,0.38,11.32,0.22,14.39,8.08,10.69,0.01,0.38,3.91,0.0,2.03,0.42,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,BARROISITE,AMPHIBOLES
47.15,1.88,13.41,0.0,17.66,6.81,7.52,0.08,0.95,4.06,0.37,1.85,0.38,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,BARROISITE,AMPHIBOLES
47.3,3.2,14.29,0.0,16.24,7.25,7.26,0.16,1.84,3.67,0.73,1.72,0.3,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,BARROISITE,AMPHIBOLES
46.41,0.51,11.23,0.15,14.57,9.06,10.97,0.09,0.38,3.84,0.01,2.06,0.33,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,BARROISITE,AMPHIBOLES
43.2,0.56,12.86,0.03,13.2,12.18,11.84,0.19,0.2,3.69,0.0,2.09,0.09,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
44.03,2.18,9.94,0.01,11.95,11.18,14.27,0.01,0.74,2.35,0.03,1.97,0.26,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,BARROISITE,AMPHIBOLES
41.9,1.41,13.91,0.08,10.09,12.13,14.49,0.05,0.17,2.65,0.21,2.06,0.16,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
46.93,0.29,12.02,0.0,18.28,6.86,8.01,0.0,0.04,4.45,0.02,2.05,0.53,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,BARROISITE,AMPHIBOLES
49.68,1.04,8.82,0.18,10.25,12.34,17.28,0.0,0.59,0.58,0.07,1.92,0.64,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,BARROISITE,AMPHIBOLES
49.67,2.18,7.11,0.18,10.05,10.36,16.08,0.69,1.08,2.35,0.08,1.9,0.76,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,BARROISITE,AMPHIBOLES
44.6,0.87,11.75,0.0,18.2,6.04,8.8,0.0,0.35,5.87,0.01,1.89,0.51,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,BARROISITE,AMPHIBOLES
46.24,0.66,9.36,0.08,12.45,6.54,13.92,0.2,0.58,6.01,0.12,1.9,0.68,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,BARROISITE,AMPHIBOLES
43.76,0.66,12.19,0.02,13.94,12.04,11.78,0.23,0.27,3.68,0.02,2.11,0.09,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
45.7,0.58,12.09,1.33,3.31,11.0,18.49,0.0,0.64,3.8,0.03,2.01,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
46.34,0.39,12.21,0.41,15.33,7.45,8.78,0.01,0.2,4.33,0.05,2.09,0.32,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,BARROISITE,AMPHIBOLES
44.39,1.3,10.88,0.0,14.5,11.63,12.17,0.25,0.43,3.41,0.05,2.12,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,BARROISITE,AMPHIBOLES
45.35,2.45,13.35,0.08,16.16,9.8,8.5,0.16,1.57,3.6,0.64,2.01,0.53,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,BARROISITE,AMPHIBOLES
49.63,1.02,8.98,0.17,10.28,12.38,17.27,0.0,0.58,0.55,0.07,1.92,0.66,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,BARROISITE,AMPHIBOLES
44.73,1.23,12.33,0.68,15.1,7.73,9.96,0.04,0.51,4.01,0.0,2.08,0.31,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.0,BARROISITE,AMPHIBOLES
47.61,0.13,11.51,0.14,15.4,6.7,8.16,0.0,0.18,4.43,0.09,2.04,0.45,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.0,BARROISITE,AMPHIBOLES
45.7,0.58,12.09,1.33,3.31,11.0,18.49,0.0,0.64,3.8,0.03,2.01,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,BARROISITE,AMPHIBOLES
43.19,0.76,12.66,0.03,13.1,12.09,12.01,0.17,0.23,3.6,0.0,2.09,0.09,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.03,0.0,BARROISITE,AMPHIBOLES
51.26,0.14,2.13,0.0,19.93,2.58,22.42,1.45,0.0,0.05,0.14,2.12,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,CUMMINGTONITE,AMPHIBOLES
52.29,0.3,1.85,0.02,19.78,2.1,18.75,1.5,0.0,0.32,0.27,1.91,0.18,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
54.66,0.24,1.39,0.0,20.42,2.6,7.46,1.17,0.61,2.66,0.06,1.85,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,CUMMINGTONITE,AMPHIBOLES
52.37,0.49,2.49,0.01,19.93,0.9,18.27,2.0,0.04,0.56,0.0,1.95,0.34,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.94,0.0,CUMMINGTONITE,AMPHIBOLES
52.95,0.24,1.52,0.0,19.91,1.65,18.45,1.65,0.0,0.0,0.32,2.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,CUMMINGTONITE,AMPHIBOLES
53.5,0.23,2.12,0.0,18.4,3.1,20.5,0.44,0.03,0.29,0.08,2.06,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,CUMMINGTONITE,AMPHIBOLES
53.16,0.26,1.6,0.0,19.66,1.8,18.92,1.6,0.01,0.35,0.01,2.07,0.13,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,CUMMINGTONITE,AMPHIBOLES
53.71,0.29,1.61,0.02,20.07,1.76,18.96,1.6,0.04,0.29,0.11,2.0,0.19,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,CUMMINGTONITE,AMPHIBOLES
52.66,0.39,1.9,0.03,19.71,2.02,18.41,1.58,0.02,0.3,1.02,2.06,0.09,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.28,0.0,CUMMINGTONITE,AMPHIBOLES
51.43,0.4,2.03,0.03,19.44,2.26,18.28,1.55,0.02,0.18,0.12,1.87,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
53.51,0.13,0.52,0.01,18.32,1.02,24.19,1.12,0.01,0.02,0.01,2.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,CUMMINGTONITE,AMPHIBOLES
47.76,0.84,3.5,0.0,23.13,2.9,16.04,0.52,0.43,0.25,0.82,2.03,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,CUMMINGTONITE,AMPHIBOLES
53.6,0.14,0.52,0.0,19.41,1.02,24.37,1.09,0.02,0.01,0.03,2.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,CUMMINGTONITE,AMPHIBOLES
52.67,0.38,1.99,0.03,20.03,2.14,18.32,1.56,0.46,1.37,0.1,1.96,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,CUMMINGTONITE,AMPHIBOLES
53.65,0.15,4.76,0.04,18.67,1.15,20.12,1.37,0.02,0.02,0.14,2.11,0.03,0.02,0.16,0.0,0.0,0.0,0.0,0.0,1.33,0.0,CUMMINGTONITE,AMPHIBOLES
56.23,0.12,0.88,0.01,16.95,0.9,22.37,0.53,0.0,0.11,0.09,2.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,CUMMINGTONITE,AMPHIBOLES
50.6,0.34,2.25,0.1,18.51,2.42,17.49,1.51,0.17,2.17,0.09,1.1,0.71,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.78,0.0,CUMMINGTONITE,AMPHIBOLES
52.59,0.34,2.53,0.0,17.69,1.66,20.98,0.96,0.02,0.47,0.03,2.05,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.0,CUMMINGTONITE,AMPHIBOLES
54.72,0.14,1.81,0.01,16.8,1.4,23.57,1.51,0.02,0.03,0.02,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
54.8,0.18,1.97,0.02,18.18,1.84,21.28,1.28,0.01,0.3,0.32,1.99,0.11,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.13,0.0,CUMMINGTONITE,AMPHIBOLES
54.32,0.24,3.06,0.01,17.54,2.64,20.17,1.46,0.03,0.49,0.05,2.06,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUMMINGTONITE,AMPHIBOLES
52.34,0.36,1.77,0.01,19.74,2.0,18.34,1.53,0.0,0.55,0.13,1.9,0.11,0.05,0.04,0.0,0.0,0.0,0.0,0.0,3.49,0.0,CUMMINGTONITE,AMPHIBOLES
55.37,0.18,1.82,0.01,17.57,1.48,21.7,1.31,0.01,0.51,0.09,2.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,CUMMINGTONITE,AMPHIBOLES
55.41,0.2,1.87,0.0,17.88,1.95,20.84,1.47,0.04,0.33,0.03,1.94,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,CUMMINGTONITE,AMPHIBOLES
55.23,0.22,2.17,0.01,18.22,1.9,20.57,1.32,0.01,0.33,0.14,2.18,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,CUMMINGTONITE,AMPHIBOLES
52.95,0.13,0.55,0.0,19.32,1.05,23.02,1.26,0.0,0.01,0.04,2.35,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.19,0.0,CUMMINGTONITE,AMPHIBOLES
51.29,0.15,1.22,0.15,17.88,2.29,18.49,0.28,0.02,0.33,0.0,2.05,0.04,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.0,CUMMINGTONITE,AMPHIBOLES
50.29,1.01,1.66,0.0,27.42,1.93,14.44,0.61,0.04,0.33,0.1,1.98,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.13,0.0,CUMMINGTONITE,AMPHIBOLES
52.98,0.32,1.57,0.03,19.57,2.0,18.61,1.46,0.0,0.18,0.1,1.17,0.29,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.19,0.0,CUMMINGTONITE,AMPHIBOLES
55.04,0.18,1.88,0.01,17.76,1.9,21.51,1.24,0.03,0.34,0.04,2.04,0.09,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.0,CUMMINGTONITE,AMPHIBOLES
53.01,0.14,0.8,0.01,19.52,1.7,23.3,1.5,0.02,0.0,0.15,2.18,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,CUMMINGTONITE,AMPHIBOLES
50.0,0.21,1.5,0.15,20.15,1.71,17.09,1.56,0.47,1.24,0.07,1.97,0.25,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.0,CUMMINGTONITE,AMPHIBOLES
53.87,0.29,2.89,0.01,16.7,1.85,22.72,1.42,0.09,0.08,0.17,2.02,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,1.33,0.0,CUMMINGTONITE,AMPHIBOLES
52.22,0.25,2.03,0.03,19.87,1.28,18.43,0.34,0.16,0.08,0.07,2.05,0.13,0.64,0.05,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
54.94,0.18,1.92,0.01,17.94,1.87,21.41,1.26,0.02,0.32,0.16,2.02,0.1,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,CUMMINGTONITE,AMPHIBOLES
55.25,0.22,2.13,0.01,18.18,1.91,20.6,1.34,0.01,0.33,0.13,2.16,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.24,0.0,CUMMINGTONITE,AMPHIBOLES
53.07,0.14,0.77,0.01,19.39,1.62,23.4,1.46,0.02,0.0,0.13,2.17,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
54.76,0.14,1.82,0.01,16.92,1.46,23.31,1.48,0.02,0.07,0.02,1.76,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,CUMMINGTONITE,AMPHIBOLES
55.08,0.19,1.92,0.01,18.04,1.89,21.08,1.37,0.02,0.31,0.19,1.97,0.06,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,CUMMINGTONITE,AMPHIBOLES
52.75,0.36,1.93,0.03,19.97,2.09,18.42,1.57,0.39,1.21,0.08,1.98,0.28,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.3,0.0,CUMMINGTONITE,AMPHIBOLES
55.07,0.19,1.93,0.01,18.05,1.89,21.09,1.36,0.02,0.31,0.19,1.97,0.06,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,CUMMINGTONITE,AMPHIBOLES
55.39,0.2,1.9,0.0,17.92,1.94,20.81,1.45,0.04,0.33,0.04,1.97,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.16,0.0,CUMMINGTONITE,AMPHIBOLES
52.67,0.38,1.98,0.03,19.99,2.12,18.33,1.56,0.4,1.23,0.22,1.97,0.28,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,CUMMINGTONITE,AMPHIBOLES
52.66,0.38,1.99,0.03,20.02,2.14,18.33,1.56,0.45,1.34,0.1,1.96,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,CUMMINGTONITE,AMPHIBOLES
54.8,0.15,1.81,0.01,16.9,1.41,23.33,1.48,0.02,0.09,0.03,1.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,CUMMINGTONITE,AMPHIBOLES
53.94,0.28,2.81,0.01,16.71,1.82,22.79,1.43,0.08,0.08,0.16,2.0,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,1.23,0.0,CUMMINGTONITE,AMPHIBOLES
50.26,0.92,1.64,0.02,26.64,1.91,14.72,0.71,0.09,0.43,0.1,1.98,0.03,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.0,CUMMINGTONITE,AMPHIBOLES
55.64,0.13,1.25,0.01,16.89,1.1,22.84,0.91,0.01,0.08,0.06,1.99,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,CUMMINGTONITE,AMPHIBOLES
52.07,0.54,1.91,0.02,21.9,2.09,17.34,1.32,0.35,1.11,0.1,1.97,0.23,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.0,CUMMINGTONITE,AMPHIBOLES
53.42,0.13,0.57,0.01,18.53,1.14,24.03,1.19,0.01,0.01,0.03,2.12,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,CUMMINGTONITE,AMPHIBOLES
44.89,0.32,13.61,2.78,3.72,11.05,18.61,0.06,1.28,3.6,0.44,1.93,0.31,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.0,EDENITE,AMPHIBOLES
47.12,0.43,5.6,1.01,2.03,12.29,20.43,0.04,0.34,1.14,0.04,2.13,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,EDENITE,AMPHIBOLES
45.34,0.35,13.1,0.19,6.76,11.61,18.83,0.13,0.0,1.93,0.14,2.07,0.2,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDENITE,AMPHIBOLES
50.27,0.81,4.6,0.0,6.43,11.47,19.44,0.48,0.89,2.31,0.03,1.54,1.77,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.09,0.0,EDENITE,AMPHIBOLES
45.41,0.38,13.62,1.75,3.03,12.05,19.36,0.05,0.0,3.01,0.19,2.03,0.23,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,EDENITE,AMPHIBOLES
46.19,2.1,8.74,0.0,14.9,10.84,12.42,0.26,0.72,2.08,0.0,2.0,0.3,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,EDENITE,AMPHIBOLES
